Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:feature:settings:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.63,6.69,3,3,9,24,ms
:feature:settings:compileDemoDebugKotlin,Store build info,4.0,5.5,4,6,6,7,ms
:feature:settings:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:feature:settings:compileDemoDebugKotlin,Clear output,3.0,3.0,3,3,3,3,ms
:feature:settings:compileDemoDebugKotlin,Write history file,2.0,4.0,2,4,2,4,ms
:feature:settings:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,77.06,70.26,73,67,157,104,ms
:feature:settings:compileProdDebugKotlin,Spent time before task action,25.98,25.84,25,24,36,37,ms
:feature:settings:compileProdDebugKotlin,Run compilation,2162.16,2151.46,2100,2135,2526,2548,ms
:feature:settings:compileProdDebugKotlin,Load current classpath snapshot,11.1,12.86,11,11,16,16,ms
:feature:settings:compileProdDebugKotlin,Compiler IR lowering,197.52,240.66,185,208,292,444,ms
:feature:settings:compileProdDebugKotlin,Calculate output size,2.22,2.16,1,1,5,5,ms
:feature:settings:compileProdDebugKotlin,Update caches,3.66,3.56,3,2,6,7,ms
:feature:settings:compileProdDebugKotlin,Total Gradle task time,2351.14,2313.7,2280,2259,2811,2774,ms
:feature:settings:compileProdDebugKotlin,Run compilation in Gradle worker,2179.62,2172.18,2109,2148,2565,2595,ms
:feature:settings:compileProdDebugKotlin,Connect to Kotlin daemon,10.86,13.9,9,9,18,30,ms
:feature:settings:compileProdDebugKotlin,Task action before worker execution,22.8,21.54,21,21,32,32,ms
:feature:settings:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,78.98,74.7,76,70,159,114,ms
:feature:settings:compileProdDebugKotlin,Clear jar cache,3.78,3.25,2,2,7,5,ms
:feature:settings:compileProdDebugKotlin,Incremental compilation in daemon,2137.74,2127.94,2085,2111,2509,2524,ms
:feature:settings:compileProdDebugKotlin,Compiler code analysis,717.66,682.18,721,674,902,855,ms
:feature:settings:compileProdDebugKotlin,Sources compilation round,1982.32,1981.76,1933,1952,2344,2406,ms
:feature:settings:compileProdDebugKotlin,Start gradle worker,38.16,2.92,3,2,10,7,ms
:feature:settings:compileProdDebugKotlin,Compiler initialization time,98.56,100.14,96,96,121,136,ms
:feature:settings:compileProdDebugKotlin,Compiler code generation,468.62,506.32,456,495,673,699,ms
:feature:settings:compileProdDebugKotlin,Compiler IR generation,270.7,265.08,256,238,360,389,ms
:feature:settings:compileProdDebugKotlin,Compiler IR translation,692.38,1378.48,668,1366,880,1767,ms
:feature:settings:compileProdDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileProdDebugKotlin,Compiler IR translation line number,413,826,413,826,413,826,
:feature:settings:compileProdDebugKotlin,Code generation lines per second,920,898,906,834,1151,1296,
:feature:settings:compileProdDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Analysis lines per second,601,628,573,613,745,789,
:feature:settings:compileProdDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Total size of the cache directory,528.5,528.8,529,529,529,529,KB
:feature:settings:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileProdDebugKotlin,Write history file,3.0,3.0,3,3,3,3,ms
:feature:settings:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.6,3.91,3,3,3,15,ms
:feature:settings:compileProdDebugKotlin,Store build info,4.5,3.0,5,3,6,3,ms
:feature:topic:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,78.92,83.8,81,82,103,112,ms
:feature:topic:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.43,2.15,1,1,5,4,ms
:feature:topic:compileDemoDebugKotlin,Spent time before task action,34.0,31.56,31,31,47,44,ms
:feature:topic:compileDemoDebugKotlin,Run compilation,3357.7,3329.62,3338,3298,3853,3818,ms
:feature:topic:compileDemoDebugKotlin,Load current classpath snapshot,16.0,16.12,17,17,22,23,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering,324.48,320.84,325,313,433,454,ms
:feature:topic:compileDemoDebugKotlin,Calculate output size,1.96,1.86,1,1,4,4,ms
:feature:topic:compileDemoDebugKotlin,Update caches,8.36,8.48,7,8,15,13,ms
:feature:topic:compileDemoDebugKotlin,Total Gradle task time,3560.48,3518.46,3549,3476,4190,4031,ms
:feature:topic:compileDemoDebugKotlin,Run compilation in Gradle worker,3380.32,3347.02,3351,3319,3947,3832,ms
:feature:topic:compileDemoDebugKotlin,Connect to Kotlin daemon,17.12,13.4,13,13,19,22,ms
:feature:topic:compileDemoDebugKotlin,Task action before worker execution,26.3,25.06,26,25,39,37,ms
:feature:topic:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,82.32,86.78,86,85,110,114,ms
:feature:topic:compileDemoDebugKotlin,Incremental compilation in daemon,3323.94,3302.54,3319,3265,3809,3796,ms
:feature:topic:compileDemoDebugKotlin,Compiler code analysis,1163.3,1142.12,1152,1125,1369,1333,ms
:feature:topic:compileDemoDebugKotlin,Sources compilation round,3140.92,3114.1,3146,3077,3597,3605,ms
:feature:topic:compileDemoDebugKotlin,Start gradle worker,2.96,2.36,2,1,7,5,ms
:feature:topic:compileDemoDebugKotlin,Compiler initialization time,104.52,112.62,102,100,141,199,ms
:feature:topic:compileDemoDebugKotlin,Compiler code generation,817.08,790.96,810,778,1017,986,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR generation,492.18,469.48,479,477,716,563,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR translation,1046.86,2122.78,1037,2130,1274,2570,ms
:feature:topic:compileDemoDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,95,95,95,95,
:feature:topic:compileDemoDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileDemoDebugKotlin,Compiler IR translation line number,646,1292,646,1292,646,1292,
:feature:topic:compileDemoDebugKotlin,Code generation lines per second,816,840,797,831,1030,1082,
:feature:topic:compileDemoDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Analysis lines per second,570,583,561,574,705,720,
:feature:topic:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileDemoDebugKotlin,Total size of the cache directory,572.3,572.6,572,573,572,573,KB
:feature:topic:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileDemoDebugKotlin,Write history file,2.0,2.0,2,2,2,2,ms
:feature:topic:compileDemoDebugKotlin,Clear jar cache,3.27,1.91,3,1,6,5,ms
:feature:topic:compileDemoDebugKotlin,Store build info,2.67,2.0,2,2,4,3,ms
:feature:topic:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,1.0,3,1,3,1,ms
:feature:topic:compileDemoDebugKotlin,Clear output,1.8,1.0,1,1,4,1,ms
:feature:topic:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,55.4,69.1,47,61,79,95,ms
:feature:topic:compileProdDebugKotlin,Spent time before task action,24.72,25.04,24,23,34,36,ms
:feature:topic:compileProdDebugKotlin,Run compilation,2716.08,2759.28,2708,2744,3146,3230,ms
:feature:topic:compileProdDebugKotlin,Load current classpath snapshot,8.54,9.62,8,9,13,16,ms
:feature:topic:compileProdDebugKotlin,Compiler IR lowering,231.9,228.52,220,222,320,312,ms
:feature:topic:compileProdDebugKotlin,Calculate output size,2.38,2.22,1,1,6,4,ms
:feature:topic:compileProdDebugKotlin,Update caches,6.32,6.7,6,6,9,11,ms
:feature:topic:compileProdDebugKotlin,Total Gradle task time,2895.72,2938.18,2872,2944,3350,3405,ms
:feature:topic:compileProdDebugKotlin,Run compilation in Gradle worker,2738.24,2774.96,2724,2764,3166,3242,ms
:feature:topic:compileProdDebugKotlin,Connect to Kotlin daemon,18.38,11.14,9,10,18,18,ms
:feature:topic:compileProdDebugKotlin,Task action before worker execution,21.5,23.64,22,23,33,34,ms
:feature:topic:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,57.6,71.6,49,63,84,97,ms
:feature:topic:compileProdDebugKotlin,Incremental compilation in daemon,2693.66,2735.4,2686,2730,3080,3203,ms
:feature:topic:compileProdDebugKotlin,Compiler code analysis,921.8,942.16,924,948,1095,1153,ms
:feature:topic:compileProdDebugKotlin,Sources compilation round,2553.54,2576.46,2531,2597,2946,3004,ms
:feature:topic:compileProdDebugKotlin,Start gradle worker,2.62,2.82,2,3,7,5,ms
:feature:topic:compileProdDebugKotlin,Compiler initialization time,96.88,99.18,93,89,137,129,ms
:feature:topic:compileProdDebugKotlin,Compiler code generation,604.0,611.94,612,595,816,743,ms
:feature:topic:compileProdDebugKotlin,Compiler IR generation,371.68,382.92,352,373,501,492,ms
:feature:topic:compileProdDebugKotlin,Compiler IR translation,924.92,1836.34,921,1784,1134,2304,ms
:feature:topic:compileProdDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileProdDebugKotlin,Compiler IR translation line number,646,1292,646,1292,646,1292,
:feature:topic:compileProdDebugKotlin,Code generation lines per second,1119,1110,1056,1085,1500,1414,
:feature:topic:compileProdDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Analysis lines per second,721,709,699,681,890,896,
:feature:topic:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Total size of the cache directory,572.3,572.6,572,573,572,573,KB
:feature:topic:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileProdDebugKotlin,Clear jar cache,1.73,2.07,1,1,4,4,ms
:feature:topic:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.09,3.27,3,3,8,6,ms
:feature:topic:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:feature:topic:compileProdDebugKotlin,Clear output,3.0,2.5,3,3,4,4,ms
:feature:topic:compileProdDebugKotlin,Write history file,3.0,4.0,3,4,3,5,ms
:feature:topic:compileProdDebugKotlin,Store build info,2.0,,2,,2,,ms
:lint:compileKotlin,Shrink current classpath snapshot non-incrementally,506.36,544.48,483,522,687,649,ms
:lint:compileKotlin,Save shrunk current classpath snapshot,5.38,2.64,3,3,12,6,ms
:lint:compileKotlin,Spent time before task action,115.62,126.56,111,118,151,168,ms
:lint:compileKotlin,Run compilation,1595.38,1642.2,1524,1600,2034,1938,ms
:lint:compileKotlin,Load current classpath snapshot,331.1,387.3,294,368,463,526,ms
:lint:compileKotlin,Compiler IR lowering,81.66,71.26,71,76,133,103,ms
:lint:compileKotlin,Calculate output size,1.7,2.04,1,1,3,5,ms
:lint:compileKotlin,Update caches,1.88,2.32,1,1,4,6,ms
:lint:compileKotlin,Total Gradle task time,1800.18,1851.66,1755,1807,2272,2106,ms
:lint:compileKotlin,Run compilation in Gradle worker,1608.4,1656.24,1538,1616,2055,1946,ms
:lint:compileKotlin,Connect to Kotlin daemon,8.8,9.74,8,9,13,14,ms
:lint:compileKotlin,Task action before worker execution,11.92,8.9,8,8,18,15,ms
:lint:compileKotlin,Shrink and save current classpath snapshot after compilation,508.04,546.02,484,526,688,650,ms
:lint:compileKotlin,Incremental compilation in daemon,1576.54,1620.3,1506,1580,2006,1920,ms
:lint:compileKotlin,Compiler code analysis,563.48,569.42,556,537,705,768,ms
:lint:compileKotlin,Sources compilation round,1014.54,1015.82,979,983,1325,1230,ms
:lint:compileKotlin,Compiler initialization time,168.64,181.64,164,171,231,254,ms
:lint:compileKotlin,Compiler code generation,116.26,106.48,103,109,178,143,ms
:lint:compileKotlin,Compiler IR generation,34.02,34.56,32,31,49,52,ms
:lint:compileKotlin,Compiler IR translation,159.3,306.94,141,301,218,413,ms
:lint:compileKotlin,Number of lines for code generation,287,287,287,287,287,287,
:lint:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:lint:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:lint:compileKotlin,Compiler IR lowering line number,287,287,287,287,287,287,
:lint:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:lint:compileKotlin,Number of cache hits when loading classpath entry snapshots,5,5,5,5,5,5,
:lint:compileKotlin,Number of lines analyzed,287,287,287,287,287,287,
:lint:compileKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:lint:compileKotlin,Compiler IR translation line number,287,574,287,574,287,574,
:lint:compileKotlin,Code generation lines per second,2812,3029,2800,2646,4042,4775,
:lint:compileKotlin,Compiler IR generation line number,287,287,287,287,287,287,
:lint:compileKotlin,Number of cache misses when loading classpath entry snapshots,24,24,24,24,24,24,
:lint:compileKotlin,Analysis lines per second,532,525,516,534,668,654,
:lint:compileKotlin,Number of classpath entries,29,29,29,29,29,29,
:lint:compileKotlin,Total size of the cache directory,483.1,483.1,483,483,483,483,KB
:lint:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:lint:compileKotlin,Size of classpath snapshot,17.6,17.6,18,18,18,18,MB
:lint:compileKotlin,Clear output,3.5,4.5,3,5,8,6,ms
:lint:compileKotlin,Start gradle worker,3.61,2.53,3,2,9,7,ms
:lint:compileKotlin,Clear jar cache,3.5,2.95,2,2,6,9,ms
:lint:compileKotlin,Clear outputs on rebuild,3.0,1.0,3,1,4,1,ms
:lint:compileKotlin,Store build info,2.0,3.5,2,4,2,4,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,16.22,19.4,13,14,29,29,ms
:sync:sync-test:compileDemoDebugKotlin,Spent time before task action,11.44,12.5,10,10,19,21,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation,242.44,270.04,211,228,302,388,ms
:sync:sync-test:compileDemoDebugKotlin,Load current classpath snapshot,2.42,2.46,2,2,5,5,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering,14.7,17.36,13,15,23,28,ms
:sync:sync-test:compileDemoDebugKotlin,Calculate output size,1.08,1.22,1,1,1,1,ms
:sync:sync-test:compileDemoDebugKotlin,Total Gradle task time,309.14,343.52,284,292,395,519,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation in Gradle worker,251.24,277.98,224,235,313,399,ms
:sync:sync-test:compileDemoDebugKotlin,Connect to Kotlin daemon,6.84,5.86,4,5,10,10,ms
:sync:sync-test:compileDemoDebugKotlin,Task action before worker execution,11.2,12.38,10,10,18,21,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,16.96,20.12,14,15,31,30,ms
:sync:sync-test:compileDemoDebugKotlin,Incremental compilation in daemon,230.32,258.7,198,218,287,372,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code analysis,99.16,108.42,80,84,147,166,ms
:sync:sync-test:compileDemoDebugKotlin,Sources compilation round,170.2,190.76,147,157,225,279,ms
:sync:sync-test:compileDemoDebugKotlin,Start gradle worker,1.57,1.52,1,1,3,5,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler initialization time,18.38,17.2,16,16,36,28,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code generation,24.92,30.64,23,26,34,46,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation,9.66,12.7,8,10,15,20,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation,24.26,62.6,22,50,27,86,ms
:sync:sync-test:compileDemoDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,59,59,60,60,
:sync:sync-test:compileDemoDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.1,6.1,6,6,6,6,KB
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation line number,72,144,72,144,72,144,
:sync:sync-test:compileDemoDebugKotlin,Code generation lines per second,3080,2619,3201,2769,3979,3428,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Analysis lines per second,824,779,900,862,1014,1027,
:sync:sync-test:compileDemoDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileDemoDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileDemoDebugKotlin,Update caches,1.67,3.0,1,3,3,3,ms
:sync:sync-test:compileDemoDebugKotlin,Clear jar cache,1.0,1.14,1,1,1,2,ms
:sync:sync-test:compileDemoDebugKotlin,Clear output,1.0,2.0,1,2,1,2,ms
:sync:sync-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.0,,3,,3,,ms
:sync:sync-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,14.5,18.58,13,15,21,28,ms
:sync:sync-test:compileProdDebugKotlin,Spent time before task action,11.38,11.96,10,11,16,18,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation,232.84,275.86,205,232,295,418,ms
:sync:sync-test:compileProdDebugKotlin,Load current classpath snapshot,2.04,2.76,2,2,4,6,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering,16.14,16.14,14,13,22,28,ms
:sync:sync-test:compileProdDebugKotlin,Calculate output size,1.08,1.18,1,1,1,2,ms
:sync:sync-test:compileProdDebugKotlin,Total Gradle task time,296.22,346.4,267,292,353,558,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation in Gradle worker,239.42,284.08,210,238,302,438,ms
:sync:sync-test:compileProdDebugKotlin,Connect to Kotlin daemon,4.64,5.96,4,4,8,10,ms
:sync:sync-test:compileProdDebugKotlin,Task action before worker execution,11.14,12.0,10,10,17,20,ms
:sync:sync-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,15.02,19.2,14,15,21,31,ms
:sync:sync-test:compileProdDebugKotlin,Incremental compilation in daemon,222.36,261.2,197,221,285,381,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code analysis,88.5,111.76,79,87,140,182,ms
:sync:sync-test:compileProdDebugKotlin,Sources compilation round,165.22,192.5,145,161,222,290,ms
:sync:sync-test:compileProdDebugKotlin,Start gradle worker,1.67,1.4,1,1,4,3,ms
:sync:sync-test:compileProdDebugKotlin,Compiler initialization time,22.44,18.36,15,15,24,35,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code generation,25.82,29.86,23,24,35,49,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation,9.3,13.1,8,9,14,20,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation,24.42,58.54,21,49,31,92,ms
:sync:sync-test:compileProdDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,7.1,7.1,7,7,7,7,KB
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation line number,72,144,72,144,72,144,
:sync:sync-test:compileProdDebugKotlin,Code generation lines per second,3036,2767,3201,3065,3789,3789,
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Analysis lines per second,856,761,917,828,1013,1039,
:sync:sync-test:compileProdDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Update caches,1.0,3.5,1,4,1,5,ms
:sync:sync-test:compileProdDebugKotlin,Clear output,1.0,,1,,1,,ms
:sync:work:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,45.22,42.88,42,39,60,62,ms
:sync:work:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.89,2.58,3,3,10,4,ms
:sync:work:compileDemoDebugKotlin,Spent time before task action,27.72,27.52,26,26,32,35,ms
:sync:work:compileDemoDebugKotlin,Run compilation,1313.08,1292.48,1287,1290,1646,1522,ms
:sync:work:compileDemoDebugKotlin,Load current classpath snapshot,10.42,9.82,10,10,16,16,ms
:sync:work:compileDemoDebugKotlin,Compiler IR lowering,150.98,135.86,138,135,199,190,ms
:sync:work:compileDemoDebugKotlin,Calculate output size,2.5,2.42,1,1,5,4,ms
:sync:work:compileDemoDebugKotlin,Update caches,7.46,6.9,7,6,13,12,ms
:sync:work:compileDemoDebugKotlin,Total Gradle task time,1485.0,1462.6,1465,1475,1831,1710,ms
:sync:work:compileDemoDebugKotlin,Run compilation in Gradle worker,1335.3,1311.84,1309,1310,1724,1538,ms
:sync:work:compileDemoDebugKotlin,Connect to Kotlin daemon,16.72,13.16,12,12,25,18,ms
:sync:work:compileDemoDebugKotlin,Task action before worker execution,26.3,28.92,26,27,38,41,ms
:sync:work:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,47.02,46.38,44,43,62,64,ms
:sync:work:compileDemoDebugKotlin,Clear jar cache,2.53,3.45,2,2,5,7,ms
:sync:work:compileDemoDebugKotlin,Incremental compilation in daemon,1286.8,1266.26,1260,1248,1607,1497,ms
:sync:work:compileDemoDebugKotlin,Compiler code analysis,680.18,686.28,662,690,854,845,ms
:sync:work:compileDemoDebugKotlin,Sources compilation round,1143.08,1120.06,1112,1119,1404,1358,ms
:sync:work:compileDemoDebugKotlin,Start gradle worker,2.43,2.67,2,2,5,6,ms
:sync:work:compileDemoDebugKotlin,Compiler initialization time,39.2,31.4,34,35,59,49,ms
:sync:work:compileDemoDebugKotlin,Compiler code generation,323.72,290.86,298,290,455,381,ms
:sync:work:compileDemoDebugKotlin,Compiler IR generation,172.32,154.66,151,158,284,213,ms
:sync:work:compileDemoDebugKotlin,Compiler IR translation,92.2,210.04,89,196,124,319,ms
:sync:work:compileDemoDebugKotlin,Number of lines for code generation,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Compiler IR lowering line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,55,55,55,55,
:sync:work:compileDemoDebugKotlin,Number of lines analyzed,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.1,46.1,46,46,46,46,KB
:sync:work:compileDemoDebugKotlin,Compiler IR translation line number,496,992,496,992,496,992,
:sync:work:compileDemoDebugKotlin,Code generation lines per second,1679,1823,1664,1713,2272,2820,
:sync:work:compileDemoDebugKotlin,Compiler IR generation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:sync:work:compileDemoDebugKotlin,Analysis lines per second,754,750,750,719,927,945,
:sync:work:compileDemoDebugKotlin,Number of classpath entries,61,61,61,61,61,61,
:sync:work:compileDemoDebugKotlin,Total size of the cache directory,579.4,579.4,579,579,579,579,KB
:sync:work:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:work:compileDemoDebugKotlin,Write history file,3.0,,3,,3,,ms
:sync:work:compileDemoDebugKotlin,Clear output,3.0,2.33,3,2,4,4,ms
