Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_kotlin_2.2.0 Mean,varianta_kotlin_2.1.21 P50,variantb_kotlin_2.2.0 P50,varianta_kotlin_2.1.21 P90,variantb_kotlin_2.2.0 P90,Unit
Task Path,:layer_2:module_2_98:kspDebugKotlin,2826,2699,2660,2650,3448,3412,ms
Task Path,:layer_2:module_2_99:kspDebugKotlin,3083,2983,3047,2885,3789,3987,ms
Task Path,:layer_2:module_2_99:compileDebugKotlin,2431,2345,2330,2416,2839,2929,ms
Task Path,:layer_2:module_2_98:compileDebugKotlin,2413,2398,2275,2370,3270,2942,ms
Task Path,:layer_3:module_3_139:kspDebugKotlin,3394,3323,3432,3306,4018,3938,ms
Task Path,:layer_3:module_3_140:kspDebugKotlin,3880,3905,3959,3952,4694,4612,ms
Task Path,:layer_3:module_3_141:kspDebugKotlin,3335,3362,3349,3375,3827,4123,ms
Task Path,:layer_3:module_3_142:kspDebugKotlin,3474,3482,3462,3509,4290,4139,ms
Task Path,:layer_3:module_3_139:compileDebugKotlin,2291,2267,2297,2157,2725,2959,ms
Task Path,:layer_3:module_3_140:compileDebugKotlin,2313,2438,2320,2425,2879,2989,ms
Task Path,:layer_3:module_3_141:compileDebugKotlin,2437,2460,2417,2349,2919,3044,ms
Task Path,:layer_3:module_3_142:compileDebugKotlin,2362,2308,2283,2226,2989,2973,ms
Task Path,:layer_3:module_3_143:kspDebugKotlin,2926,3172,3013,3143,3742,3923,ms
Task Path,:layer_3:module_3_144:kspDebugKotlin,3266,3545,3232,3590,4387,4424,ms
Task Path,:layer_3:module_3_145:kspDebugKotlin,3422,3358,3383,3279,4206,4177,ms
Task Path,:layer_3:module_3_146:kspDebugKotlin,3210,3032,3114,2928,3907,3947,ms
Task Path,:layer_3:module_3_143:compileDebugKotlin,2127,2237,1978,2133,2400,2756,ms
Task Path,:layer_3:module_3_144:compileDebugKotlin,2110,2123,2093,2106,2627,2766,ms
Task Path,:layer_3:module_3_145:compileDebugKotlin,2122,2179,2099,2125,2726,2829,ms
Task Path,:layer_3:module_3_146:compileDebugKotlin,2115,2222,2082,2196,2787,2895,ms
Task Path,:layer_3:module_3_147:kspDebugKotlin,2788,2859,2792,2944,3756,3466,ms
Task Path,:layer_3:module_3_147:compileDebugKotlin,1834,1883,1761,1821,2390,2455,ms
Task Path,:layer_3:module_3_148:kspDebugKotlin,2944,2894,2898,2935,3737,3635,ms
Task Path,:layer_3:module_3_149:kspDebugKotlin,2811,2590,2830,2536,3352,3289,ms
Task Path,:layer_3:module_3_150:kspDebugKotlin,3293,3072,3401,2964,3750,3666,ms
Task Path,:layer_3:module_3_148:compileDebugKotlin,1889,1880,1826,1855,2334,2450,ms
Task Path,:layer_3:module_3_149:compileDebugKotlin,1938,1938,1901,1893,2263,2412,ms
Task Path,:layer_3:module_3_150:compileDebugKotlin,1841,2003,1817,1929,2177,2472,ms
Task Path,:layer_3:module_3_151:kspDebugKotlin,2624,2664,2680,2634,3241,3164,ms
Task Path,:layer_3:module_3_151:compileDebugKotlin,1794,1946,1710,1909,2182,2384,ms
Task Path,:layer_3:module_3_152:kspDebugKotlin,2811,2870,2720,2870,3445,3504,ms
Task Path,:layer_3:module_3_153:kspDebugKotlin,2628,2501,2581,2503,3290,3285,ms
Task Path,:layer_3:module_3_154:kspDebugKotlin,2856,2790,2760,2797,3694,3472,ms
Task Path,:layer_3:module_3_152:compileDebugKotlin,1893,1957,1876,1909,2337,2448,ms
Task Path,:layer_3:module_3_153:compileDebugKotlin,1831,1945,1818,1891,2360,2458,ms
Task Path,:layer_3:module_3_154:compileDebugKotlin,2000,2055,1936,1942,2523,2650,ms
Task Path,:layer_3:module_3_155:kspDebugKotlin,3215,3276,3103,3295,3976,3905,ms
Task Path,:layer_3:module_3_155:compileDebugKotlin,1777,1985,1650,1889,2419,2464,ms
Task Path,:layer_3:module_3_156:kspDebugKotlin,2856,2980,2763,2813,3460,3749,ms
Task Path,:layer_3:module_3_157:kspDebugKotlin,2804,2761,2773,2731,3348,3675,ms
Task Path,:layer_3:module_3_158:kspDebugKotlin,2719,2697,2612,2679,3248,3241,ms
Task Path,:layer_3:module_3_156:compileDebugKotlin,1880,1867,1765,1850,2416,2241,ms
Task Path,:layer_3:module_3_157:compileDebugKotlin,1903,1940,1931,1880,2372,2511,ms
Task Path,:layer_3:module_3_159:kspDebugKotlin,2817,2868,2863,2748,3449,3684,ms
Task Path,:layer_3:module_3_158:compileDebugKotlin,1774,1854,1752,1804,2156,2245,ms
Task Path,:layer_3:module_3_159:compileDebugKotlin,1673,1854,1648,1823,2038,2416,ms
Task Path,:layer_3:module_3_161:kspDebugKotlin,2629,2672,2609,2641,3122,3107,ms
Task Path,:layer_3:module_3_160:kspDebugKotlin,2969,3194,2946,3192,3525,3966,ms
Task Path,:layer_3:module_3_162:kspDebugKotlin,2706,2702,2632,2702,3350,3290,ms
Task Path,:layer_3:module_3_160:compileDebugKotlin,1771,1779,1698,1745,2114,2219,ms
Task Path,:layer_3:module_3_161:compileDebugKotlin,1838,1881,1751,1779,2231,2407,ms
Task Path,:layer_3:module_3_163:kspDebugKotlin,2683,2815,2605,2730,3254,3638,ms
Task Path,:layer_3:module_3_162:compileDebugKotlin,1771,2029,1732,1956,2387,2646,ms
Task Path,:layer_3:module_3_163:compileDebugKotlin,1726,1998,1673,1953,2041,2390,ms
Task Path,:layer_3:module_3_164:kspDebugKotlin,2668,2801,2598,2764,3291,3572,ms
Task Path,:layer_3:module_3_165:kspDebugKotlin,2986,3137,2877,3126,3576,3730,ms
Task Path,:layer_3:module_3_166:kspDebugKotlin,2791,2725,2656,2624,3444,3422,ms
Task Path,:layer_3:module_3_164:compileDebugKotlin,1801,1757,1637,1686,2500,2122,ms
Task Path,:layer_3:module_3_167:kspDebugKotlin,2773,2613,2578,2581,3634,3091,ms
Task Path,:layer_3:module_3_165:compileDebugKotlin,1793,1792,1699,1762,2456,2159,ms
Task Path,:layer_3:module_3_166:compileDebugKotlin,1917,1867,1769,1849,2511,2254,ms
Task Path,:layer_3:module_3_167:compileDebugKotlin,1789,1794,1709,1766,2313,2138,ms
Task Path,:layer_3:module_3_168:kspDebugKotlin,2635,2793,2604,2703,3252,3407,ms
Task Path,:layer_3:module_3_169:kspDebugKotlin,2649,2737,2517,2566,3410,3566,ms
Task Path,:layer_3:module_3_168:compileDebugKotlin,1756,1882,1696,1768,2161,2547,ms
Task Path,:layer_3:module_3_171:kspDebugKotlin,2672,2649,2688,2574,3091,3118,ms
Task Path,:layer_3:module_3_170:kspDebugKotlin,2989,3030,2947,2843,3489,3944,ms
Task Path,:layer_3:module_3_169:compileDebugKotlin,1774,1878,1715,1880,2095,2331,ms
Task Path,:layer_3:module_3_170:compileDebugKotlin,1784,1919,1688,1944,2147,2359,ms
Task Path,:layer_3:module_3_171:compileDebugKotlin,1701,1864,1594,1816,2369,2433,ms
Task Path,:layer_3:module_3_172:kspDebugKotlin,2754,2834,2687,2818,3407,3342,ms
Task Path,:layer_3:module_3_172:compileDebugKotlin,1757,1898,1677,1782,2037,2510,ms
Task Path,:layer_3:module_3_173:kspDebugKotlin,2656,2714,2575,2646,3349,3626,ms
Task Path,:layer_3:module_3_174:kspDebugKotlin,2610,2689,2556,2563,3397,3408,ms
Task Path,:layer_3:module_3_175:kspDebugKotlin,2957,3041,2879,2969,3887,3614,ms
Task Path,:layer_3:module_3_173:compileDebugKotlin,1798,1842,1728,1788,2375,2230,ms
Task Path,:layer_3:module_3_174:compileDebugKotlin,1745,1823,1666,1764,2368,2256,ms
Task Path,:layer_3:module_3_176:kspDebugKotlin,2772,2801,2582,2719,3579,3439,ms
Task Path,:layer_3:module_3_175:compileDebugKotlin,1761,1821,1681,1733,2469,2398,ms
Task Path,:layer_3:module_3_176:compileDebugKotlin,1825,1792,1753,1723,2408,2418,ms
Task Path,:layer_3:module_3_177:kspDebugKotlin,2701,2651,2602,2513,3313,3289,ms
Task Path,:layer_3:module_3_178:kspDebugKotlin,2603,2709,2522,2676,3412,3386,ms
Task Path,:layer_3:module_3_177:compileDebugKotlin,1721,1755,1603,1673,2369,2289,ms
Task Path,:layer_3:module_3_179:kspDebugKotlin,2674,2816,2552,2768,3279,3588,ms
Task Path,:layer_3:module_3_180:kspDebugKotlin,3011,3245,2936,3123,3731,4218,ms
Task Path,:layer_3:module_3_178:compileDebugKotlin,1773,1925,1669,1850,2312,2475,ms
Task Path,:layer_3:module_3_179:compileDebugKotlin,1768,1907,1678,1807,2305,2553,ms
Task Path,:layer_3:module_3_180:compileDebugKotlin,1726,1751,1654,1699,2295,2249,ms
Task Path,:layer_3:module_3_181:kspDebugKotlin,2784,2841,2734,2668,3454,3668,ms
Task Path,:layer_3:module_3_182:kspDebugKotlin,2791,2759,2659,2616,3532,3629,ms
Task Path,:layer_3:module_3_181:compileDebugKotlin,1865,1827,1786,1755,2339,2311,ms
Task Path,:layer_3:module_3_182:compileDebugKotlin,1907,2069,1805,2025,2467,2579,ms
Task Path,:layer_3:module_3_183:kspDebugKotlin,2766,2709,2592,2589,3831,3240,ms
Task Path,:layer_3:module_3_184:kspDebugKotlin,2881,3027,2779,3045,3696,3591,ms
Task Path,:layer_3:module_3_183:compileDebugKotlin,1942,2067,1882,1990,2501,2721,ms
Task Path,:layer_3:module_3_184:compileDebugKotlin,2126,2060,1995,2038,2858,2482,ms
Task Path,:layer_4:module_4_185:kspDebugKotlin,3539,3636,3551,3583,4082,4067,ms
Task Path,:layer_4:module_4_186:kspDebugKotlin,3204,3315,3173,3196,3652,3984,ms
Task Path,:layer_4:module_4_187:kspDebugKotlin,3234,3425,3244,3294,3675,4155,ms
Task Path,:layer_4:module_4_185:compileDebugKotlin,1864,2046,1795,2027,2336,2484,ms
Task Path,:layer_4:module_4_188:kspDebugKotlin,3105,3313,3111,3323,3696,3774,ms
Task Path,:layer_4:module_4_186:compileDebugKotlin,1885,1930,1765,1871,2281,2332,ms
Task Path,:layer_4:module_4_187:compileDebugKotlin,2153,2178,2087,2114,2643,2569,ms
Task Path,:layer_4:module_4_188:compileDebugKotlin,1931,1988,1918,2026,2403,2390,ms
Task Path,:layer_4:module_4_189:kspDebugKotlin,2600,2467,2462,2442,3280,3157,ms
Task Path,:layer_4:module_4_190:kspDebugKotlin,3474,3365,3480,3303,4326,4003,ms
Task Path,:layer_4:module_4_191:kspDebugKotlin,3063,2823,2960,2830,3662,3359,ms
Task Path,:layer_4:module_4_189:compileDebugKotlin,1824,1802,1713,1691,2535,2352,ms
Task Path,:layer_4:module_4_190:compileDebugKotlin,1870,1895,1829,1828,2287,2404,ms
Task Path,:layer_4:module_4_192:kspDebugKotlin,3049,3065,3000,2995,3619,3815,ms
Task Path,:layer_4:module_4_191:compileDebugKotlin,1817,1951,1690,1799,2332,2449,ms
Task Path,:layer_4:module_4_193:kspDebugKotlin,2832,2790,2767,2717,3474,3514,ms
Task Path,:layer_4:module_4_192:compileDebugKotlin,1875,1852,1783,1751,2542,2437,ms
Task Path,:layer_4:module_4_194:kspDebugKotlin,2958,2856,2904,2894,3617,3523,ms
Task Path,:layer_4:module_4_193:compileDebugKotlin,1820,1912,1727,1851,2383,2300,ms
Task Path,:layer_4:module_4_195:kspDebugKotlin,3311,3311,3274,3325,4111,4126,ms
Task Path,:layer_4:module_4_194:compileDebugKotlin,1974,2049,1967,1983,2367,2493,ms
Task Path,:layer_4:module_4_195:compileDebugKotlin,1786,1820,1706,1795,2251,2269,ms
Task Path,:layer_4:module_4_196:kspDebugKotlin,3256,3136,3249,3105,4028,3811,ms
Task Path,:layer_4:module_4_197:kspDebugKotlin,2663,2679,2613,2690,3355,3282,ms
Task Path,:layer_4:module_4_196:compileDebugKotlin,1705,1791,1669,1775,2096,2321,ms
Task Path,:layer_4:module_4_198:kspDebugKotlin,2479,2546,2415,2489,3176,3234,ms
Task Path,:layer_4:module_4_197:compileDebugKotlin,1652,1709,1562,1632,2070,2145,ms
Task Path,:layer_4:module_4_199:kspDebugKotlin,2655,2694,2553,2550,3345,3558,ms
Task Path,:layer_4:module_4_198:compileDebugKotlin,1680,1742,1614,1666,2164,2310,ms
Task Path,:layer_4:module_4_199:compileDebugKotlin,1768,1849,1711,1759,2115,2313,ms
Task Path,:layer_4:module_4_200:kspDebugKotlin,3306,3257,3174,3103,4039,4076,ms
Task Path,:layer_4:module_4_201:kspDebugKotlin,2859,2801,2769,2681,3458,3586,ms
Task Path,:layer_4:module_4_200:compileDebugKotlin,1717,1796,1660,1762,2266,2272,ms
Task Path,:layer_4:module_4_201:compileDebugKotlin,1646,1760,1582,1717,2031,2099,ms
Task Path,:layer_4:module_4_202:kspDebugKotlin,2780,2769,2723,2834,3434,3379,ms
Task Path,:layer_4:module_4_203:kspDebugKotlin,2584,2702,2584,2645,3110,3418,ms
Task Path,:layer_4:module_4_202:compileDebugKotlin,1845,1944,1754,1874,2390,2512,ms
Task Path,:layer_4:module_4_203:compileDebugKotlin,1891,1962,1910,1908,2360,2427,ms
Task Path,:layer_4:module_4_204:kspDebugKotlin,3009,3084,3035,3070,3569,3727,ms
Task Path,:layer_4:module_4_205:kspDebugKotlin,3160,3183,3231,3117,3725,3795,ms
Task Path,:layer_4:module_4_204:compileDebugKotlin,1780,1809,1667,1785,2232,2151,ms
Task Path,:layer_4:module_4_205:compileDebugKotlin,1835,1839,1689,1794,2421,2324,ms
Task Path,:layer_4:module_4_206:kspDebugKotlin,2812,2787,2803,2669,3297,3356,ms
Task Path,:layer_4:module_4_207:kspDebugKotlin,2747,2725,2688,2634,3258,3376,ms
Task Path,:layer_4:module_4_207:compileDebugKotlin,1683,1863,1635,1734,2097,2288,ms
Task Path,:layer_4:module_4_206:compileDebugKotlin,1800,1968,1734,1906,2212,2621,ms
Task Path,:layer_4:module_4_208:kspDebugKotlin,2986,3065,2919,2961,4000,4007,ms
Task Path,:layer_4:module_4_209:kspDebugKotlin,2795,2945,2794,2818,3420,3730,ms
Task Path,:layer_4:module_4_208:compileDebugKotlin,1694,1835,1666,1778,1983,2151,ms
Task Path,:layer_4:module_4_209:compileDebugKotlin,1787,1845,1720,1802,2259,2257,ms
Task Path,:layer_4:module_4_211:kspDebugKotlin,2800,2833,2718,2773,3272,3289,ms
Task Path,:layer_4:module_4_210:kspDebugKotlin,3106,3216,3018,3173,3552,3664,ms
Task Path,:layer_4:module_4_210:compileDebugKotlin,1765,1847,1657,1748,2322,2280,ms
Task Path,:layer_4:module_4_211:compileDebugKotlin,1744,1860,1683,1728,2149,2473,ms
Task Path,:layer_4:module_4_212:kspDebugKotlin,2890,3010,2845,2997,3576,3579,ms
Task Path,:layer_4:module_4_213:kspDebugKotlin,2724,2699,2525,2602,3410,3453,ms
Task Path,:layer_4:module_4_212:compileDebugKotlin,1728,1708,1650,1610,2157,2297,ms
Task Path,:layer_4:module_4_213:compileDebugKotlin,1728,1813,1688,1695,2178,2407,ms
Task Path,:layer_4:module_4_214:kspDebugKotlin,2748,2715,2642,2530,3372,3602,ms
Task Path,:layer_4:module_4_215:kspDebugKotlin,3113,3037,3078,2925,3745,3680,ms
Task Path,:layer_4:module_4_214:compileDebugKotlin,1805,1879,1754,1760,2192,2387,ms
Task Path,:layer_4:module_4_215:compileDebugKotlin,1715,1800,1653,1714,2176,2363,ms
Task Path,:layer_4:module_4_216:kspDebugKotlin,2837,2926,2772,2789,3243,3736,ms
Task Path,:layer_4:module_4_217:kspDebugKotlin,2714,2743,2619,2687,3415,3215,ms
Task Path,:layer_4:module_4_216:compileDebugKotlin,1710,1675,1614,1637,2199,1994,ms
Task Path,:layer_4:module_4_217:compileDebugKotlin,1906,1806,1821,1727,2449,2152,ms
Task Path,:layer_4:module_4_218:kspDebugKotlin,2753,2722,2619,2719,3538,3274,ms
Task Path,:layer_4:module_4_219:kspDebugKotlin,2678,2643,2494,2481,3433,3410,ms
Task Path,:layer_4:module_4_219:compileDebugKotlin,1576,1664,1546,1621,1765,2046,ms
Task Path,:layer_4:module_4_218:compileDebugKotlin,1733,1846,1661,1765,2080,2213,ms
Task Path,:layer_4:module_4_221:kspDebugKotlin,2647,2628,2514,2571,3327,3181,ms
Task Path,:layer_4:module_4_220:kspDebugKotlin,3082,3203,2969,3091,3709,3961,ms
Task Path,:layer_4:module_4_220:compileDebugKotlin,1635,1709,1555,1655,2168,2013,ms
Task Path,:layer_4:module_4_221:compileDebugKotlin,1681,1843,1601,1796,2097,2321,ms
Task Path,:layer_4:module_4_222:kspDebugKotlin,2596,2732,2473,2646,3350,3247,ms
Task Path,:layer_4:module_4_223:kspDebugKotlin,2657,2751,2611,2700,3374,3428,ms
Task Path,:layer_4:module_4_222:compileDebugKotlin,1625,1737,1582,1708,1965,2126,ms
Task Path,:layer_4:module_4_223:compileDebugKotlin,1765,1891,1747,1819,2190,2381,ms
Task Path,:layer_4:module_4_224:kspDebugKotlin,2947,3057,2801,2949,3552,3708,ms
Task Path,:layer_4:module_4_225:kspDebugKotlin,3092,3296,2893,3256,4239,4034,ms
Task Path,:layer_4:module_4_224:compileDebugKotlin,1726,1842,1653,1786,2145,2338,ms
Task Path,:layer_4:module_4_225:compileDebugKotlin,1827,1827,1737,1748,2226,2211,ms
Task Path,:layer_4:module_4_226:kspDebugKotlin,2727,2851,2685,2751,3252,3401,ms
Task Path,:layer_4:module_4_227:kspDebugKotlin,2797,2830,2726,2830,3373,3325,ms
Task Path,:layer_4:module_4_226:compileDebugKotlin,1763,1801,1721,1742,2270,2274,ms
Task Path,:layer_4:module_4_227:compileDebugKotlin,1727,1808,1676,1738,2119,2249,ms
Task Path,:layer_4:module_4_228:kspDebugKotlin,2850,2651,2869,2602,3320,3343,ms
Task Path,:layer_4:module_4_229:kspDebugKotlin,2612,2560,2573,2551,3276,2996,ms
Task Path,:layer_4:module_4_228:compileDebugKotlin,1786,1804,1704,1704,2293,2399,ms
Task Path,:layer_4:module_4_229:compileDebugKotlin,1884,1898,1794,1840,2393,2237,ms
Task Path,:layer_4:module_4_230:kspDebugKotlin,2964,2778,2825,2763,3888,3299,ms
Task Path,:layer_4:module_4_230:compileDebugKotlin,1540,1598,1474,1569,1954,1920,ms
Task Path,:layer_5:module_5_231:mergeDebugResources,2786,2805,2804,2794,3375,3426,ms
Task Path,:layer_5:module_5_231:processDebugResources,1930,1880,1932,1890,2227,2083,ms
Task Path,:layer_5:module_5_231:kspDebugKotlin,2769,2880,2704,2769,3150,3725,ms
Task Path,:layer_5:module_5_231:compileDebugKotlin,3639,3801,3587,3696,4406,4602,ms
Task Path,:layer_5:module_5_231:hiltAggregateDepsDebug,1472,1463,1437,1457,1813,1906,ms
Task Path,:layer_5:module_5_231:mergeExtDexDebug,8296,8411,8238,8318,9162,9329,ms
Task Path,:layer_5:module_5_231:hiltJavaCompileDebug,16710,16342,16850,16424,17853,17476,ms
Task Path,:layer_5:module_5_231:mergeDebugJavaResource,1795,1648,1779,1613,2198,1940,ms
Task Path,:layer_5:module_5_231:dexBuilderDebug,1455,1405,1515,1379,1736,1655,ms
Task Path,:layer_5:module_5_231:mergeLibDexDebug,3108,3028,3097,2899,3708,3492,ms
Task Path,:layer_5:module_5_231:validateSigningDebug,1330,1395,1003,1108,2601,2746,ms
Kotlin Build Reports,Load current classpath snapshot,12.98,12.15,7,6,15,14,ms
Kotlin Build Reports,Connect to Kotlin daemon,13.71,13.35,7,7,18,17,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.07,2.95,3,3,5,5,ms
Kotlin Build Reports,Calculate output size,1.83,1.8,1,1,4,4,ms
Kotlin Build Reports,Spent time before task action,42.32,42.25,39,39,65,64,ms
Kotlin Build Reports,Compiler initialization time,64.72,67.82,57,59,95,98,ms
Kotlin Build Reports,Run compilation,2366.98,2422.65,1979,2054,3394,3438,ms
Kotlin Build Reports,Task action before worker execution,17.85,17.73,13,13,29,28,ms
Kotlin Build Reports,Start gradle worker,2.11,2.07,1,1,4,4,ms
Kotlin Build Reports,Compiler code generation,598.19,565.44,475,448,984,927,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,56.55,39.24,43,32,83,58,ms
Kotlin Build Reports,Run compilation in Gradle worker,2384.83,2440.27,1997,2071,3416,3469,ms
Kotlin Build Reports,Compiler code analysis,659.92,590.56,488,437,1128,989,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,58.67,53.99,45,41,86,79,ms
Kotlin Build Reports,Sources compilation round,2207.93,2260.75,1835,1905,3191,3249,ms
Kotlin Build Reports,Update caches,7.28,6.69,5,4,14,11,ms
Kotlin Build Reports,Clear outputs on rebuild,2.3,3.02,2,2,4,4,ms
Kotlin Build Reports,Incremental compilation in daemon,2349.11,2404.56,1963,2036,3370,3416,ms
Kotlin Build Reports,Compiler IR lowering,353.2,334.59,285,273,568,523,ms
Kotlin Build Reports,Total Gradle task time,2501.55,2552.06,2114,2183,3566,3614,ms
Kotlin Build Reports,Total size of the cache directory,583.06,576.9,582,576,592,586,KB
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,2,2,
Kotlin Build Reports,Size of shrunk classpath snapshot,31.33,31.33,29,29,43,43,KB
Kotlin Build Reports,ABI snapshot size,49.0,18.0,49,18,49,18,B
Kotlin Build Reports,Code generation lines per second,1044,1090,1022,1083,1629,1660,
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Analysis lines per second,982,1081,995,1113,1515,1599,
Kotlin Build Reports,Size of classpath snapshot,11.54,11.42,12,11,19,19,MB
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,169,169,171,171,257,257,
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Number of classpath entries,171,171,172,172,259,259,
Kotlin Build Reports,Number of lines analyzed,484,484,480,480,529,529,
Kotlin Build Reports,Clear jar cache,2.22,2.26,2,1,4,4,ms
Kotlin Build Reports,Store build info,3.72,3.03,3,3,5,5,ms
Kotlin Build Reports,Clear output,2.43,2.19,2,2,5,4,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.27,11.36,11.35,11.38,11.99,12.08,Gb
Build process cpu,Max,96.325,96.4,96.0,96.0,97,97,%
Build processes memory,Max,4.93,4.93,4.97,4.88,5.21,5.33,Gb
Build child processes cpu,Max,95.875,95.9,96.0,96.0,96,96,%
Build child processes memory,Max,5.49,5.6,5.62,5.64,6.03,6.17,Gb
gc-gradle_gc.log,total-collections,203.0,202.0,204.5,205.0,212.9,210.9,
gc-kotlin_gc.log,total-collections,162.0,165.0,165.0,165.5,169.8,171.0,
