Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
Task Path,:domain:weather-login:kspDebugKotlin,2657,2614,2539,2498,3346,3075,ms
Task Path,:domain:video-login:compileDebugKotlin,2285,2182,2178,2093,2871,2552,ms
Task Path,:repository:alarm-identity:kspDebugKotlin,2769,2487,2671,2464,3377,2938,ms
Task Path,:domain:weather-login:compileDebugKotlin,1505,1425,1496,1385,2056,2027,ms
Task Path,:repository:analytics-identity:kspDebugKotlin,3054,2773,3077,2786,3634,3168,ms
Task Path,:repository:alarm-identity:compileDebugKotlin,2120,1856,2203,1839,2493,2157,ms
Task Path,:repository:checkout-identity:kspDebugKotlin,2932,2449,2858,2464,3493,3073,ms
Task Path,:repository:analytics-identity:compileDebugKotlin,2023,1900,1955,1765,2508,2528,ms
Task Path,:repository:account-identity:kspDebugKotlin,2691,2483,2653,2423,3231,2910,ms
Task Path,:repository:account-identity:compileDebugKotlin,1365,1532,1327,1351,1735,2124,ms
Task Path,:repository:article-identity:kspDebugKotlin,2773,2719,2849,2698,3475,3213,ms
Task Path,:repository:calendar-identity:kspDebugKotlin,2596,2633,2532,2623,3135,3242,ms
Task Path,:repository:cart-identity:kspDebugKotlin,2611,2475,2566,2455,3273,2991,ms
Task Path,:repository:article-identity:compileDebugKotlin,2057,1966,1981,1928,2696,2401,ms
Task Path,:repository:cart-identity:compileDebugKotlin,1408,1296,1416,1325,1775,1454,ms
Task Path,:repository:calendar-identity:compileDebugKotlin,2252,2043,2195,2043,2734,2399,ms
Task Path,:repository:checkout-identity:compileDebugKotlin,2164,2146,2128,2102,2562,2508,ms
Task Path,:repository:comment-identity:kspDebugKotlin,2656,2367,2505,2295,3488,3071,ms
Task Path,:repository:event-identity:kspDebugKotlin,2589,2414,2585,2277,3264,3068,ms
Task Path,:repository:feed-identity:kspDebugKotlin,2640,2450,2611,2464,3778,2847,ms
Task Path,:repository:file-identity:kspDebugKotlin,3206,2976,2892,2858,4391,3799,ms
Task Path,:repository:event-identity:compileDebugKotlin,1718,1559,1516,1492,2786,1958,ms
Task Path,:repository:comment-identity:compileDebugKotlin,2107,1964,1871,1925,3226,2303,ms
Task Path,:repository:feed-identity:compileDebugKotlin,1741,1595,1629,1553,2439,2042,ms
Task Path,:repository:file-identity:compileDebugKotlin,2016,2007,2040,1879,2387,3122,ms
Task Path,:repository:forecast-identity:kspDebugKotlin,2587,2500,2545,2506,3245,3085,ms
Task Path,:repository:gallery-identity:kspDebugKotlin,2656,2720,2570,2575,3361,3947,ms
Task Path,:repository:group-identity:kspDebugKotlin,2475,2462,2384,2381,3062,3356,ms
Task Path,:repository:forecast-identity:compileDebugKotlin,1687,1694,1692,1563,1861,2442,ms
Task Path,:repository:identity-checkout:kspDebugKotlin,2859,3001,2859,2863,3410,3888,ms
Task Path,:repository:gallery-identity:compileDebugKotlin,2039,2072,2040,2032,2360,2632,ms
Task Path,:repository:group-identity:compileDebugKotlin,1471,1549,1448,1477,1776,2017,ms
Task Path,:repository:identity-checkout:compileDebugKotlin,1852,1578,1805,1565,2315,1963,ms
Task Path,:repository:identity-identity:kspDebugKotlin,2318,2196,2202,2143,2914,2940,ms
Task Path,:repository:list-identity:kspDebugKotlin,2496,2429,2395,2317,3152,3285,ms
Task Path,:repository:identity-identity:compileDebugKotlin,1188,1189,1135,1126,1644,1751,ms
Task Path,:repository:location-identity:kspDebugKotlin,3025,2847,2990,2711,3776,3734,ms
Task Path,:repository:log-identity:kspDebugKotlin,2646,2429,2512,2358,3471,2906,ms
Task Path,:repository:list-identity:compileDebugKotlin,1894,1744,1797,1659,2668,2068,ms
Task Path,:repository:log-identity:compileDebugKotlin,1606,1549,1469,1436,2289,2068,ms
Task Path,:repository:location-identity:compileDebugKotlin,2138,2062,2077,1951,2820,2544,ms
Task Path,:repository:login-checkout:kspDebugKotlin,2534,2511,2425,2376,3331,3075,ms
Task Path,:repository:login-checkout:compileDebugKotlin,1414,1211,1291,1161,2302,1603,ms
Task Path,:repository:map-identity:kspDebugKotlin,2919,2718,2816,2703,3983,3508,ms
Task Path,:repository:metric-identity:kspDebugKotlin,2543,2481,2446,2358,3003,3234,ms
Task Path,:repository:message-identity:kspDebugKotlin,2765,2656,2619,2638,3538,3130,ms
Task Path,:repository:map-identity:compileDebugKotlin,1580,1660,1546,1559,1866,2317,ms
Task Path,:repository:message-identity:compileDebugKotlin,1326,1516,1295,1397,1484,2237,ms
Task Path,:repository:network-identity:kspDebugKotlin,2527,2485,2554,2400,2780,3172,ms
Task Path,:repository:metric-identity:compileDebugKotlin,1867,1934,1811,1958,2239,2479,ms
Task Path,:repository:network-identity:compileDebugKotlin,1871,1999,1801,1911,2533,2805,ms
Task Path,:repository:news-identity:kspDebugKotlin,2527,2567,2441,2458,3218,3776,ms
Task Path,:repository:note-identity:kspDebugKotlin,2476,2567,2358,2467,3127,3363,ms
Task Path,:repository:notification-identity:kspDebugKotlin,2510,2516,2404,2437,3131,3278,ms
Task Path,:repository:news-identity:compileDebugKotlin,1717,1799,1681,1677,1898,2339,ms
Task Path,:repository:note-identity:compileDebugKotlin,1654,1729,1615,1615,2032,2177,ms
Task Path,:repository:photo-identity:kspDebugKotlin,2319,2501,2194,2342,3008,3261,ms
Task Path,:repository:notification-identity:compileDebugKotlin,1230,1309,1187,1305,1522,1583,ms
Task Path,:repository:photo-identity:compileDebugKotlin,1130,1188,1121,1158,1363,1672,ms
Task Path,:repository:playlist-identity:kspDebugKotlin,2299,2101,2315,1969,2953,2754,ms
Task Path,:repository:podcast-identity:kspDebugKotlin,2633,2621,2493,2404,3545,3659,ms
Task Path,:repository:profile-identity:kspDebugKotlin,2956,2794,2704,2686,3945,3703,ms
Task Path,:repository:playlist-identity:compileDebugKotlin,1688,1555,1564,1480,2577,2119,ms
Task Path,:repository:push-checkout:kspDebugKotlin,2651,2436,2353,2375,3616,2978,ms
Task Path,:repository:podcast-identity:compileDebugKotlin,1551,1371,1458,1385,2136,1536,ms
Task Path,:repository:profile-identity:compileDebugKotlin,1418,1346,1358,1353,1669,1480,ms
Task Path,:repository:push-checkout:compileDebugKotlin,1420,1302,1433,1314,1755,1527,ms
Task Path,:repository:report-identity:kspDebugKotlin,2196,2064,2112,2073,2899,2353,ms
Task Path,:repository:report-identity:compileDebugKotlin,1238,1136,1136,1126,1796,1412,ms
Task Path,:repository:search-identity:kspDebugKotlin,2300,2309,2262,2252,2724,2801,ms
Task Path,:repository:session-identity:kspDebugKotlin,2280,2258,2264,2152,2947,2750,ms
Task Path,:repository:setting-identity:kspDebugKotlin,2570,2648,2583,2574,3073,3213,ms
Task Path,:repository:session-identity:compileDebugKotlin,1479,1624,1463,1426,1743,2389,ms
Task Path,:repository:search-identity:compileDebugKotlin,2045,2229,1961,1940,2483,3096,ms
Task Path,:repository:share-identity:kspDebugKotlin,2489,2620,2362,2430,2992,3664,ms
Task Path,:repository:setting-identity:compileDebugKotlin,1987,2057,1855,1873,2713,2893,ms
Task Path,:repository:share-identity:compileDebugKotlin,1548,1371,1498,1342,2033,1608,ms
Task Path,:repository:status-identity:kspDebugKotlin,2545,2329,2495,2230,3412,3025,ms
Task Path,:repository:sync-identity:kspDebugKotlin,2520,2223,2343,2128,3197,2733,ms
Task Path,:repository:timer-identity:kspDebugKotlin,2685,2589,2553,2409,3389,3217,ms
Task Path,:repository:status-identity:compileDebugKotlin,1967,1972,1804,1918,2643,2579,ms
Task Path,:repository:sync-identity:compileDebugKotlin,1459,1434,1358,1269,2050,2041,ms
Task Path,:repository:todo-identity:kspDebugKotlin,2621,2573,2575,2627,3130,3099,ms
Task Path,:repository:timer-identity:compileDebugKotlin,1808,1757,1797,1676,2308,2017,ms
Task Path,:repository:todo-identity:compileDebugKotlin,1593,1613,1563,1517,1976,2159,ms
Task Path,:repository:user-identity:kspDebugKotlin,2590,2311,2534,2303,3059,2931,ms
Task Path,:repository:video-identity:kspDebugKotlin,2422,2384,2372,2289,2884,2843,ms
Task Path,:repository:weather-identity:kspDebugKotlin,2365,2299,2297,2210,2744,2769,ms
Task Path,:repository:weather-identity:compileDebugKotlin,1185,1377,1133,1295,1461,1844,ms
Task Path,:repository:video-identity:compileDebugKotlin,1339,1450,1267,1407,1569,1849,ms
Task Path,:repository:user-identity:compileDebugKotlin,1766,1717,1694,1631,2257,2072,ms
Task Path,:repository:contact-checkout:kspDebugKotlin,2601,2778,2602,2563,2949,3487,ms
Task Path,:repository:contact-checkout:compileDebugKotlin,1846,1897,1813,1818,2398,2322,ms
Task Path,:model:account-checkout:kspDebugKotlin,2869,3114,2815,3097,3472,4006,ms
Task Path,:repository:document-identity:kspDebugKotlin,2773,3042,2739,2978,3520,4142,ms
Task Path,:repository:media-identity:kspDebugKotlin,2631,2854,2589,2862,3137,3817,ms
Task Path,:model:account-checkout:compileDebugKotlin,1887,1920,1757,1861,2731,2666,ms
Task Path,:repository:document-identity:compileDebugKotlin,1723,1859,1680,1744,2070,2295,ms
Task Path,:repository:media-identity:compileDebugKotlin,1601,1725,1603,1644,1905,2160,ms
Task Path,:model:article-checkout:kspDebugKotlin,2641,2704,2477,2552,3572,3582,ms
Task Path,:model:article-checkout:compileDebugKotlin,1577,1624,1490,1549,2349,2266,ms
Task Path,:model:alarm-checkout:kspDebugKotlin,2719,2532,2566,2505,3791,3328,ms
Task Path,:repository:audio-identity:kspDebugKotlin,3300,2968,3038,2956,4445,3787,ms
Task Path,:model:cart-checkout:kspDebugKotlin,3078,2662,3070,2610,3853,3285,ms
Task Path,:model:alarm-checkout:compileDebugKotlin,1748,1515,1702,1428,2454,1932,ms
Task Path,:repository:audio-identity:compileDebugKotlin,1756,1599,1674,1540,2505,1932,ms
Task Path,:model:checkout-cart:kspDebugKotlin,3357,3007,3233,2861,4518,3546,ms
Task Path,:model:cart-checkout:compileDebugKotlin,1963,1871,1897,1921,2573,2207,ms
Task Path,:model:checkout-cart:compileDebugKotlin,1800,1903,1718,1852,2326,2290,ms
Task Path,:repository:task-identity:kspDebugKotlin,2638,2970,2645,2872,3005,3739,ms
Task Path,:model:calendar-checkout:kspDebugKotlin,2961,3067,2840,3024,3440,3760,ms
Task Path,:repository:post-identity:kspDebugKotlin,2359,2535,2341,2548,2790,2986,ms
Task Path,:repository:task-identity:compileDebugKotlin,1320,1358,1290,1278,1717,1838,ms
Task Path,:repository:post-identity:compileDebugKotlin,1129,1259,1071,1168,1497,1849,ms
Task Path,:model:calendar-checkout:compileDebugKotlin,1534,1807,1523,1650,1761,2418,ms
Task Path,:model:feed-checkout:kspDebugKotlin,2688,3144,2706,3364,3096,3676,ms
Task Path,:model:checkout-checkout:kspDebugKotlin,2407,2570,2284,2302,3041,3282,ms
Task Path,:model:feed-checkout:compileDebugKotlin,1866,1920,1769,1847,2437,2466,ms
Task Path,:model:event-checkout:kspDebugKotlin,2399,2476,2260,2371,3212,3053,ms
Task Path,:model:contact-cart:kspDebugKotlin,2481,2536,2387,2479,3137,3137,ms
Task Path,:model:checkout-checkout:compileDebugKotlin,1418,1614,1361,1468,1987,2028,ms
Task Path,:model:contact-cart:compileDebugKotlin,1170,1383,1157,1338,1491,1754,ms
Task Path,:model:event-checkout:compileDebugKotlin,1292,1339,1173,1289,1780,1841,ms
Task Path,:model:file-checkout:kspDebugKotlin,2574,2413,2377,2313,3494,3305,ms
Task Path,:model:group-checkout:kspDebugKotlin,2548,2189,2558,2192,3224,2605,ms
Task Path,:model:group-checkout:compileDebugKotlin,1249,1319,1213,1248,1528,1771,ms
Task Path,:model:file-checkout:compileDebugKotlin,1511,1472,1469,1434,1917,1952,ms
Task Path,:model:identity-cart:kspDebugKotlin,2541,2303,2537,2246,2994,2940,ms
Task Path,:model:list-checkout:kspDebugKotlin,2519,2550,2529,2431,3031,3307,ms
Task Path,:model:identity-cart:compileDebugKotlin,1218,1325,1196,1301,1486,1677,ms
Task Path,:model:list-checkout:compileDebugKotlin,1897,1864,1827,1798,2448,2308,ms
Task Path,:model:log-checkout:kspDebugKotlin,2298,2281,2334,2277,2603,2729,ms
Task Path,:model:map-checkout:kspDebugKotlin,2515,2623,2475,2498,3076,3409,ms
Task Path,:model:media-checkout:kspDebugKotlin,2573,2676,2531,2539,3213,3609,ms
Task Path,:model:log-checkout:compileDebugKotlin,1587,1650,1538,1508,2107,2369,ms
Task Path,:model:map-checkout:compileDebugKotlin,1747,1855,1723,1808,1945,2549,ms
Task Path,:model:metric-checkout:kspDebugKotlin,2351,2610,2314,2459,2675,3205,ms
Task Path,:model:media-checkout:compileDebugKotlin,1846,2054,1818,1947,2170,2734,ms
Task Path,:model:metric-checkout:compileDebugKotlin,1123,1233,1159,1190,1289,1783,ms
Task Path,:model:news-checkout:kspDebugKotlin,2517,2537,2421,2395,3097,3125,ms
Task Path,:model:network-checkout:kspDebugKotlin,2611,2976,2605,3006,3136,3855,ms
Task Path,:model:news-checkout:compileDebugKotlin,1570,1449,1460,1394,2139,1798,ms
Task Path,:model:note-checkout:kspDebugKotlin,2759,2532,2785,2363,3372,3183,ms
Task Path,:model:network-checkout:compileDebugKotlin,1919,1736,1851,1634,2402,2236,ms
Task Path,:model:notification-checkout:kspDebugKotlin,3180,3026,3364,2884,3626,3504,ms
Task Path,:model:note-checkout:compileDebugKotlin,1691,1676,1685,1601,2169,2044,ms
Task Path,:model:notification-checkout:compileDebugKotlin,1918,1853,1825,1858,2359,2119,ms
Task Path,:model:profile-checkout:kspDebugKotlin,2578,2700,2450,2609,3324,3222,ms
Task Path,:model:podcast-checkout:kspDebugKotlin,2635,2584,2502,2556,3342,3152,ms
Task Path,:model:profile-checkout:compileDebugKotlin,1443,1580,1381,1477,1754,2007,ms
Task Path,:model:podcast-checkout:compileDebugKotlin,1679,1763,1604,1686,2226,2499,ms
Task Path,:model:push-cart:kspDebugKotlin,2632,2801,2506,2731,3277,3600,ms
Task Path,:model:report-checkout:kspDebugKotlin,2809,3074,2712,2881,3698,4054,ms
Task Path,:model:report-checkout:compileDebugKotlin,1481,1580,1340,1511,2127,2215,ms
Task Path,:model:push-cart:compileDebugKotlin,1924,2043,1726,1982,2717,2443,ms
Task Path,:model:search-checkout:kspDebugKotlin,2689,2901,2518,2862,3676,3634,ms
Task Path,:model:session-checkout:kspDebugKotlin,2620,2812,2461,2653,3314,3605,ms
Task Path,:model:search-checkout:compileDebugKotlin,2046,2024,2002,1930,2501,2688,ms
Task Path,:model:session-checkout:compileDebugKotlin,1785,1744,1659,1673,2300,2327,ms
Task Path,:model:share-checkout:kspDebugKotlin,2754,2937,2744,2781,3292,3716,ms
Task Path,:model:sync-checkout:kspDebugKotlin,2720,2758,2711,2622,3116,3524,ms
Task Path,:model:share-checkout:compileDebugKotlin,1964,1971,1957,1876,2330,2576,ms
Task Path,:model:user-checkout:kspDebugKotlin,2557,2430,2532,2297,3164,3066,ms
Task Path,:model:task-checkout:kspDebugKotlin,2672,2588,2719,2535,3118,3078,ms
Task Path,:model:sync-checkout:compileDebugKotlin,2106,1970,2071,1971,2611,2477,ms
Task Path,:model:user-checkout:compileDebugKotlin,1324,1341,1322,1293,1916,1938,ms
Task Path,:model:task-checkout:compileDebugKotlin,1929,1979,1879,1921,2373,2585,ms
Task Path,:model:audio-checkout:kspDebugKotlin,2464,2493,2397,2379,2961,3033,ms
Task Path,:model:analytics-checkout:kspDebugKotlin,2650,2736,2615,2741,3244,3412,ms
Task Path,:model:document-checkout:kspDebugKotlin,3010,3084,2957,2959,3614,3911,ms
Task Path,:model:analytics-checkout:compileDebugKotlin,1819,1834,1767,1680,2299,2500,ms
Task Path,:model:audio-checkout:compileDebugKotlin,1840,1796,1676,1622,2400,2385,ms
Task Path,:entity:identity-user:kspDebugKotlin,2910,2922,2864,2776,3464,3696,ms
Task Path,:model:document-checkout:compileDebugKotlin,1695,1744,1650,1647,2171,2252,ms
Task Path,:entity:identity-user:compileDebugKotlin,1924,1961,1925,1813,2192,2597,ms
Task Path,:model:forecast-checkout:kspDebugKotlin,2632,2870,2519,2741,3250,3414,ms
Task Path,:model:gallery-checkout:kspDebugKotlin,2797,2778,2824,2867,3754,3213,ms
Task Path,:model:location-checkout:kspDebugKotlin,2598,2728,2600,2856,3419,3217,ms
Task Path,:model:forecast-checkout:compileDebugKotlin,1675,1634,1560,1542,2099,2357,ms
Task Path,:model:location-checkout:compileDebugKotlin,1306,1276,1199,1239,1760,1513,ms
Task Path,:data:account-user:kspDebugKotlin,2588,2751,2759,2732,3386,3713,ms
Task Path,:model:gallery-checkout:compileDebugKotlin,1891,1974,1851,1947,2383,2611,ms
Task Path,:data:account-user:compileDebugKotlin,1274,1277,1192,1262,1779,1615,ms
Task Path,:model:login-cart:kspDebugKotlin,2466,2591,2370,2650,3255,3204,ms
Task Path,:model:message-checkout:kspDebugKotlin,2478,2494,2512,2476,3158,3014,ms
Task Path,:model:post-checkout:kspDebugKotlin,2659,2884,2561,2908,3137,3589,ms
Task Path,:model:setting-checkout:kspDebugKotlin,2647,2715,2614,2790,3130,3194,ms
Task Path,:model:login-cart:compileDebugKotlin,1706,1783,1592,1725,2167,2289,ms
Task Path,:model:message-checkout:compileDebugKotlin,1342,1558,1339,1448,1577,2126,ms
Task Path,:model:setting-checkout:compileDebugKotlin,1629,1599,1551,1547,1977,1827,ms
Task Path,:model:post-checkout:compileDebugKotlin,1874,1734,1824,1710,2326,2067,ms
Task Path,:model:todo-checkout:kspDebugKotlin,2347,2343,2496,2350,2708,2656,ms
Task Path,:model:timer-checkout:kspDebugKotlin,2558,2446,2604,2441,2999,2764,ms
Task Path,:model:todo-checkout:compileDebugKotlin,1340,1414,1271,1316,1863,1927,ms
Task Path,:model:timer-checkout:compileDebugKotlin,1858,1910,1788,1828,2245,2508,ms
Task Path,:model:weather-checkout:kspDebugKotlin,2861,3162,2794,3082,3270,3577,ms
Task Path,:model:video-checkout:kspDebugKotlin,2920,3053,2832,2987,3496,3679,ms
Task Path,:model:photo-checkout:kspDebugKotlin,2592,2601,2642,2624,3061,3023,ms
Task Path,:model:video-checkout:compileDebugKotlin,1985,2035,1858,1984,2558,2597,ms
Task Path,:model:weather-checkout:compileDebugKotlin,2016,2077,1883,1994,2643,2831,ms
Task Path,:model:photo-checkout:compileDebugKotlin,1463,1453,1293,1306,2142,2265,ms
Task Path,:model:playlist-checkout:kspDebugKotlin,3043,3232,2987,3107,3850,4160,ms
Task Path,:model:playlist-checkout:compileDebugKotlin,1549,1439,1403,1412,2150,1681,ms
Task Path,:entity:alarm-cart:kspDebugKotlin,2673,2650,2638,2579,3282,3149,ms
Task Path,:model:status-checkout:kspDebugKotlin,2546,2414,2590,2361,3085,3007,ms
Task Path,:entity:audio-cart:kspDebugKotlin,2488,2530,2543,2489,3043,3001,ms
Task Path,:model:status-checkout:compileDebugKotlin,1276,1300,1193,1208,1839,1887,ms
Task Path,:entity:audio-cart:compileDebugKotlin,1376,1477,1301,1352,1989,2123,ms
Task Path,:entity:alarm-cart:compileDebugKotlin,1931,2065,1864,1973,2393,2861,ms
Task Path,:entity:calendar-cart:kspDebugKotlin,2635,2855,2610,2884,3102,3628,ms
Task Path,:entity:article-cart:kspDebugKotlin,2427,2689,2386,2770,2867,3239,ms
Task Path,:entity:calendar-cart:compileDebugKotlin,1748,1988,1691,1941,2142,2665,ms
Task Path,:entity:article-cart:compileDebugKotlin,1524,1603,1482,1500,1862,2056,ms
Task Path,:model:comment-checkout:kspDebugKotlin,2710,2884,2733,2694,3159,4057,ms
Task Path,:entity:comment-cart:kspDebugKotlin,3207,3455,3168,3282,3807,4411,ms
Task Path,:model:comment-checkout:compileDebugKotlin,1947,1974,1872,1859,2335,2518,ms
Task Path,:entity:comment-cart:compileDebugKotlin,1771,1757,1775,1723,2183,2241,ms
Task Path,:entity:contact-user:kspDebugKotlin,2922,2951,2931,2875,3436,3454,ms
Task Path,:entity:event-cart:kspDebugKotlin,2988,3008,3136,2800,3568,3602,ms
Task Path,:entity:contact-user:compileDebugKotlin,1922,1664,1849,1604,2550,2139,ms
Task Path,:entity:cart-cart:kspDebugKotlin,2777,2764,2919,2743,3264,3435,ms
Task Path,:entity:checkout-user:kspDebugKotlin,2926,2858,2964,2800,3888,3594,ms
Task Path,:entity:cart-user:kspDebugKotlin,3078,3033,3171,3008,3829,3765,ms
Task Path,:entity:cart-cart:compileDebugKotlin,1965,1829,1826,1839,2630,2274,ms
Task Path,:entity:cart-user:compileDebugKotlin,1530,1486,1431,1529,2092,1600,ms
Task Path,:entity:event-cart:compileDebugKotlin,1903,1909,1751,1929,2547,2211,ms
Task Path,:entity:checkout-user:compileDebugKotlin,1667,1690,1602,1682,2064,2121,ms
Task Path,:entity:feed-cart:kspDebugKotlin,2093,2256,2148,2323,2633,2829,ms
Task Path,:entity:file-cart:kspDebugKotlin,2238,2340,2173,2360,2827,2978,ms
Task Path,:entity:group-cart:kspDebugKotlin,2593,2838,2433,2923,3411,3237,ms
Task Path,:entity:list-cart:kspDebugKotlin,2576,2794,2471,2980,3105,3285,ms
Task Path,:entity:feed-cart:compileDebugKotlin,1422,1463,1361,1412,1780,1833,ms
Task Path,:entity:file-cart:compileDebugKotlin,1457,1468,1382,1428,1896,1970,ms
Task Path,:entity:list-cart:compileDebugKotlin,1641,1656,1624,1546,1890,2457,ms
Task Path,:entity:group-cart:compileDebugKotlin,2063,2101,1929,1884,2640,3022,ms
Task Path,:entity:location-cart:kspDebugKotlin,2315,2362,2140,2311,3032,3286,ms
Task Path,:entity:log-cart:kspDebugKotlin,2733,2754,2577,2756,3338,3323,ms
Task Path,:entity:location-cart:compileDebugKotlin,1170,1206,1137,1184,1511,1506,ms
Task Path,:entity:login-user:kspDebugKotlin,2503,2514,2462,2411,2883,2921,ms
Task Path,:entity:metric-cart:kspDebugKotlin,2486,2519,2425,2451,3268,2979,ms
Task Path,:entity:log-cart:compileDebugKotlin,1821,1646,1636,1592,2626,2073,ms
Task Path,:entity:metric-cart:compileDebugKotlin,1822,1617,1752,1495,2337,2302,ms
Task Path,:entity:login-user:compileDebugKotlin,2229,2025,2116,1905,2894,2720,ms
Task Path,:entity:network-cart:kspDebugKotlin,2766,2626,2682,2443,3358,3261,ms
Task Path,:entity:note-cart:kspDebugKotlin,2832,2563,2786,2481,3414,3040,ms
Task Path,:entity:network-cart:compileDebugKotlin,1541,1537,1446,1466,2082,2054,ms
Task Path,:entity:note-cart:compileDebugKotlin,1366,1379,1292,1270,1760,1834,ms
Task Path,:entity:notification-cart:kspDebugKotlin,2639,2621,2464,2575,3274,3048,ms
Task Path,:entity:photo-cart:kspDebugKotlin,3080,3008,3032,2944,3763,3490,ms
Task Path,:entity:playlist-cart:kspDebugKotlin,2528,2501,2395,2446,3173,2932,ms
Task Path,:entity:notification-cart:compileDebugKotlin,1947,1918,1830,1813,2506,2511,ms
Task Path,:entity:photo-cart:compileDebugKotlin,1833,1932,1740,1843,2289,2478,ms
Task Path,:entity:podcast-cart:kspDebugKotlin,2598,2813,2560,2805,3291,3355,ms
Task Path,:entity:playlist-cart:compileDebugKotlin,1308,1471,1304,1402,1737,1917,ms
Task Path,:entity:podcast-cart:compileDebugKotlin,1795,1793,1710,1734,2523,2180,ms
Task Path,:entity:post-cart:kspDebugKotlin,2652,2792,2399,2684,3569,3725,ms
Task Path,:entity:profile-cart:kspDebugKotlin,2627,2777,2608,2794,3423,3560,ms
Task Path,:entity:push-user:kspDebugKotlin,3061,3248,2948,3199,3814,4474,ms
Task Path,:entity:profile-cart:compileDebugKotlin,1355,1377,1316,1238,1892,2013,ms
Task Path,:entity:post-cart:compileDebugKotlin,2157,2188,2022,2091,2773,2889,ms
Task Path,:entity:push-user:compileDebugKotlin,1381,1276,1278,1183,2078,1743,ms
Task Path,:entity:report-cart:kspDebugKotlin,2864,2871,2950,2910,3660,3898,ms
Task Path,:entity:search-cart:kspDebugKotlin,2234,2349,2269,2205,2926,2988,ms
Task Path,:entity:report-cart:compileDebugKotlin,1959,1888,1840,1796,2560,2489,ms
Task Path,:entity:search-cart:compileDebugKotlin,1840,1791,1688,1639,2345,2483,ms
Task Path,:entity:session-cart:kspDebugKotlin,2448,2585,2430,2504,2854,3154,ms
Task Path,:entity:setting-cart:kspDebugKotlin,3023,3137,3088,3077,3506,3688,ms
Task Path,:entity:session-cart:compileDebugKotlin,1690,1607,1724,1510,2188,1963,ms
Task Path,:entity:setting-cart:compileDebugKotlin,2055,2159,1912,1963,2647,2865,ms
Task Path,:entity:status-cart:kspDebugKotlin,2662,2802,2525,2673,3392,3582,ms
Task Path,:entity:task-cart:kspDebugKotlin,2648,2880,2660,2948,3191,3732,ms
Task Path,:entity:timer-cart:kspDebugKotlin,2699,2831,2668,2693,3235,3691,ms
Task Path,:entity:status-cart:compileDebugKotlin,2174,2112,2004,2039,2990,2852,ms
Task Path,:entity:task-cart:compileDebugKotlin,1991,2069,1916,2057,2406,2632,ms
Task Path,:entity:todo-cart:kspDebugKotlin,2867,2960,2866,2946,3461,3527,ms
Task Path,:entity:timer-cart:compileDebugKotlin,1530,1622,1470,1560,1868,2096,ms
Task Path,:entity:todo-cart:compileDebugKotlin,1919,2104,1966,2021,2233,2722,ms
Task Path,:entity:account-cart:kspDebugKotlin,2906,3114,2950,3071,3556,3737,ms
Task Path,:entity:document-cart:kspDebugKotlin,3206,3178,3279,3218,3905,3743,ms
Task Path,:entity:gallery-cart:kspDebugKotlin,3233,3156,3275,3170,3867,3728,ms
Task Path,:entity:account-cart:compileDebugKotlin,1927,1845,1773,1738,2569,2266,ms
Task Path,:entity:document-cart:compileDebugKotlin,2137,2107,2101,2167,2542,2461,ms
Task Path,:data:alarm-user:kspDebugKotlin,3352,3506,3293,3438,4219,4138,ms
Task Path,:entity:gallery-cart:compileDebugKotlin,2094,2209,2104,2240,2480,2617,ms
Task Path,:data:alarm-user:compileDebugKotlin,1694,1766,1627,1705,2145,2376,ms
Task Path,:entity:media-cart:kspDebugKotlin,2746,2873,2620,2792,3409,3769,ms
Task Path,:entity:message-cart:kspDebugKotlin,2725,2813,2719,2812,3257,3560,ms
Task Path,:entity:media-cart:compileDebugKotlin,1390,1427,1340,1341,1772,1983,ms
Task Path,:entity:news-cart:kspDebugKotlin,2774,2796,2827,2701,3236,3668,ms
Task Path,:entity:message-cart:compileDebugKotlin,1619,1699,1472,1515,2294,2369,ms
Task Path,:entity:share-cart:kspDebugKotlin,2827,2816,2767,2745,3468,3546,ms
Task Path,:entity:news-cart:compileDebugKotlin,2268,2273,2162,2269,2817,2903,ms
Task Path,:entity:share-cart:compileDebugKotlin,2344,2364,2287,2335,2848,2856,ms
Task Path,:entity:user-cart:kspDebugKotlin,3101,3109,3122,3084,3791,3742,ms
Task Path,:entity:video-cart:kspDebugKotlin,3046,3176,2980,3175,4524,3847,ms
Task Path,:entity:user-cart:compileDebugKotlin,1899,2177,1987,2239,2530,2672,ms
Task Path,:entity:weather-cart:kspDebugKotlin,3395,3088,3132,3165,5188,3609,ms
Task Path,:entity:video-cart:compileDebugKotlin,2636,2498,2565,2530,3579,3118,ms
Task Path,:entity:map-cart:kspDebugKotlin,3970,3622,3746,3432,5409,4849,ms
Task Path,:entity:weather-cart:compileDebugKotlin,2298,2259,2186,2124,3100,3306,ms
Task Path,:entity:map-cart:compileDebugKotlin,2756,2810,2449,2629,4206,4295,ms
Task Path,:data:audio-user:kspDebugKotlin,4046,4221,3826,4067,5541,5971,ms
Task Path,:entity:analytics-cart:kspDebugKotlin,4225,4383,3758,4239,6155,5757,ms
Task Path,:entity:analytics-cart:compileDebugKotlin,2127,2281,1781,1784,3495,3666,ms
Task Path,:data:audio-user:compileDebugKotlin,2972,2710,2348,2434,4911,4195,ms
