Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
:domain:audio-login:compileDebugKotlin,Start gradle worker,2.05,3.24,1,3,4,7,ms
:domain:audio-login:compileDebugKotlin,Compiler IR lowering,283.88,,289,,400,,ms
:domain:audio-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:audio-login:compileDebugKotlin,Code generation lines per second,865,,848,,1144,,
:domain:audio-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:audio-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:audio-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:audio-login:compileDebugKotlin,Total size of the cache directory,551.8,,552,,552,,KB
:domain:audio-login:compileDebugKotlin,Size of classpath snapshot,7.9,,8,,8,,MB
:domain:audio-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,133,,133,,133,,
:domain:audio-login:compileDebugKotlin,Number of lines analyzed,380,,380,,380,,
:domain:audio-login:compileDebugKotlin,Analysis lines per second,927,,920,,1192,,
:domain:audio-login:compileDebugKotlin,Number of classpath entries,134,,134,,134,,
:domain:audio-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:audio-login:compileDebugKotlin,Size of shrunk classpath snapshot,49.2,,49,,49,,KB
:domain:audio-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.6,,3,,9,,ms
:domain:audio-login:compileDebugKotlin,Clear jar cache,2.14,,2,,4,,ms
:domain:audio-login:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:domain:calendar-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,30.28,,24,,51,,ms
:domain:calendar-login:compileDebugKotlin,Incremental compilation in daemon,2502.3,,2452,,2855,,ms
:domain:calendar-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,24.13,,19,,42,,ms
:domain:calendar-login:compileDebugKotlin,Spent time before task action,42.08,54.46,41,54,58,74,ms
:domain:calendar-login:compileDebugKotlin,Remove duplicate classes,3.43,,3,,6,,ms
:domain:calendar-login:compileDebugKotlin,Run compilation,2519.15,,2472,,2873,,ms
:domain:calendar-login:compileDebugKotlin,Update caches,7.38,,7,,12,,ms
:domain:calendar-login:compileDebugKotlin,Compiler backend,225.58,,205,,309,,ms
:domain:calendar-login:compileDebugKotlin,Total Gradle task time,2698.18,32596.03,2613,32518,3065,34372,ms
:domain:calendar-login:compileDebugKotlin,Compiler code analysis,614.0,,589,,773,,ms
:domain:calendar-login:compileDebugKotlin,Compiler translation to IR,909.4,,879,,1210,,ms
:domain:calendar-login:compileDebugKotlin,Compiler code generation,636.1,,588,,899,,ms
:domain:calendar-login:compileDebugKotlin,Sources compilation round,2395.93,,2344,,2745,,ms
:domain:calendar-login:compileDebugKotlin,Connect to Kotlin daemon,7.55,68.28,7,67,11,97,ms
:domain:calendar-login:compileDebugKotlin,Load current classpath snapshot,3.98,,3,,8,,ms
:domain:calendar-login:compileDebugKotlin,Task action before worker execution,23.75,27.54,22,25,31,42,ms
:domain:calendar-login:compileDebugKotlin,Run compilation in Gradle worker,2531.23,32421.9,2482,32385,2892,34233,ms
:domain:calendar-login:compileDebugKotlin,Calculate output size,1.45,,1,,3,,ms
:domain:calendar-login:compileDebugKotlin,Compiler initialization time,48.43,,47,,69,,ms
:domain:calendar-login:compileDebugKotlin,Compiler IR lowering,410.03,,394,,578,,ms
:domain:calendar-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:calendar-login:compileDebugKotlin,Code generation lines per second,1037,,1063,,1345,,
:domain:calendar-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:calendar-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:calendar-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:calendar-login:compileDebugKotlin,Total size of the cache directory,645.0,,645,,645,,KB
:domain:calendar-login:compileDebugKotlin,Size of classpath snapshot,5.8,,6,,6,,MB
:domain:calendar-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,,102,,102,,
:domain:calendar-login:compileDebugKotlin,Number of lines analyzed,625,,625,,625,,
:domain:calendar-login:compileDebugKotlin,Analysis lines per second,1064,,1061,,1342,,
:domain:calendar-login:compileDebugKotlin,Number of classpath entries,103,,103,,103,,
:domain:calendar-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:calendar-login:compileDebugKotlin,Size of shrunk classpath snapshot,42.5,,43,,43,,KB
:domain:calendar-login:compileDebugKotlin,Clear jar cache,2.25,,1,,4,,ms
:domain:calendar-login:compileDebugKotlin,Start gradle worker,1.44,2.42,1,2,3,5,ms
:domain:calendar-login:compileDebugKotlin,Save shrunk current classpath snapshot,1.8,,1,,3,,ms
:domain:calendar-login:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:domain:calendar-login:compileDebugKotlin,Clear output,7.0,2.0,7,1,7,4,ms
:domain:cart-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.75,,43,,66,,ms
:domain:cart-login:compileDebugKotlin,Incremental compilation in daemon,1670.23,,1650,,2003,,ms
:domain:cart-login:compileDebugKotlin,Clear jar cache,1.79,,1,,3,,ms
:domain:cart-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.42,,34,,48,,ms
:domain:cart-login:compileDebugKotlin,Spent time before task action,37.08,55.21,37,56,50,80,ms
:domain:cart-login:compileDebugKotlin,Remove duplicate classes,6.6,,6,,11,,ms
:domain:cart-login:compileDebugKotlin,Run compilation,1685.25,,1667,,2028,,ms
:domain:cart-login:compileDebugKotlin,Update caches,2.85,,2,,5,,ms
:domain:cart-login:compileDebugKotlin,Compiler backend,117.9,,105,,180,,ms
:domain:cart-login:compileDebugKotlin,Total Gradle task time,1832.6,28241.41,1790,28113,2206,30145,ms
:domain:cart-login:compileDebugKotlin,Compiler code analysis,393.4,,378,,503,,ms
:domain:cart-login:compileDebugKotlin,Compiler translation to IR,608.13,,557,,769,,ms
:domain:cart-login:compileDebugKotlin,Compiler code generation,307.48,,287,,435,,ms
:domain:cart-login:compileDebugKotlin,Sources compilation round,1554.43,,1539,,1886,,ms
:domain:cart-login:compileDebugKotlin,Connect to Kotlin daemon,8.53,79.44,8,79,15,106,ms
:domain:cart-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.5,,3,,6,,ms
:domain:cart-login:compileDebugKotlin,Load current classpath snapshot,7.63,,7,,12,,ms
:domain:cart-login:compileDebugKotlin,Task action before worker execution,15.7,26.33,17,28,24,36,ms
:domain:cart-login:compileDebugKotlin,Run compilation in Gradle worker,1698.75,28108.26,1675,27994,2041,29985,ms
:domain:cart-login:compileDebugKotlin,Calculate output size,1.65,,1,,4,,ms
:domain:cart-login:compileDebugKotlin,Compiler initialization time,67.72,,66,,104,,ms
:domain:cart-login:compileDebugKotlin,Start gradle worker,1.57,2.59,1,2,3,6,ms
:domain:cart-login:compileDebugKotlin,Compiler IR lowering,188.95,,169,,259,,ms
:domain:cart-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:cart-login:compileDebugKotlin,Code generation lines per second,1034,,995,,1566,,
:domain:cart-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:cart-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:cart-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:cart-login:compileDebugKotlin,Total size of the cache directory,538.0,,538,,538,,KB
:domain:cart-login:compileDebugKotlin,Size of classpath snapshot,8.1,,8,,8,,MB
:domain:cart-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,136,,136,,136,,
:domain:cart-login:compileDebugKotlin,Number of lines analyzed,286,,286,,286,,
:domain:cart-login:compileDebugKotlin,Analysis lines per second,745,,756,,920,,
:domain:cart-login:compileDebugKotlin,Number of classpath entries,137,,137,,137,,
:domain:cart-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:cart-login:compileDebugKotlin,Size of shrunk classpath snapshot,50.4,,50,,50,,KB
:domain:cart-login:compileDebugKotlin,Clear output,4.0,3.6,4,3,4,8,ms
:domain:cart-login:compileDebugKotlin,Store build info,2.5,,3,,3,,ms
:domain:cart-login:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:domain:checkout-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.42,,39,,62,,ms
:domain:checkout-login:compileDebugKotlin,Incremental compilation in daemon,2398.73,,2330,,2868,,ms
:domain:checkout-login:compileDebugKotlin,Clear jar cache,2.39,,2,,6,,ms
:domain:checkout-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.8,,31,,52,,ms
:domain:checkout-login:compileDebugKotlin,Spent time before task action,36.3,61.77,36,62,49,87,ms
:domain:checkout-login:compileDebugKotlin,Remove duplicate classes,4.33,,3,,8,,ms
:domain:checkout-login:compileDebugKotlin,Run compilation,2416.43,,2348,,2893,,ms
:domain:checkout-login:compileDebugKotlin,Update caches,6.7,,6,,10,,ms
:domain:checkout-login:compileDebugKotlin,Compiler backend,239.68,,225,,293,,ms
:domain:checkout-login:compileDebugKotlin,Total Gradle task time,2633.4,33017.21,2562,32809,3076,35038,ms
:domain:checkout-login:compileDebugKotlin,Compiler code analysis,544.25,,494,,784,,ms
:domain:checkout-login:compileDebugKotlin,Compiler translation to IR,869.93,,847,,1031,,ms
:domain:checkout-login:compileDebugKotlin,Compiler code generation,624.98,,614,,779,,ms
:domain:checkout-login:compileDebugKotlin,Sources compilation round,2274.93,,2231,,2747,,ms
:domain:checkout-login:compileDebugKotlin,Connect to Kotlin daemon,50.7,82.9,7,85,67,106,ms
:domain:checkout-login:compileDebugKotlin,Load current classpath snapshot,5.33,,5,,9,,ms
:domain:checkout-login:compileDebugKotlin,Task action before worker execution,16.33,32.64,15,31,24,48,ms
:domain:checkout-login:compileDebugKotlin,Run compilation in Gradle worker,2471.55,32831.21,2416,32678,2918,34881,ms
:domain:checkout-login:compileDebugKotlin,Calculate output size,1.98,,1,,4,,ms
:domain:checkout-login:compileDebugKotlin,Compiler initialization time,58.68,,60,,85,,ms
:domain:checkout-login:compileDebugKotlin,Compiler IR lowering,384.8,,343,,554,,ms
:domain:checkout-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:checkout-login:compileDebugKotlin,Code generation lines per second,963,,939,,1232,,
:domain:checkout-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:checkout-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:checkout-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,2,,
:domain:checkout-login:compileDebugKotlin,Total size of the cache directory,636.8,,637,,637,,KB
:domain:checkout-login:compileDebugKotlin,Size of classpath snapshot,6.5,,7,,7,,MB
:domain:checkout-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,111,,112,,112,,
:domain:checkout-login:compileDebugKotlin,Number of lines analyzed,577,,577,,577,,
:domain:checkout-login:compileDebugKotlin,Analysis lines per second,1134,,1168,,1466,,
:domain:checkout-login:compileDebugKotlin,Number of classpath entries,113,,113,,113,,
:domain:checkout-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:checkout-login:compileDebugKotlin,Size of shrunk classpath snapshot,47.4,,47,,47,,KB
:domain:checkout-login:compileDebugKotlin,Start gradle worker,1.89,3.46,1,2,4,9,ms
:domain:checkout-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.63,,2,,6,,ms
:domain:checkout-login:compileDebugKotlin,Clear output,1.0,4.0,1,4,1,6,ms
:domain:checkout-login:compileDebugKotlin,Store build info,5.0,,5,,5,,ms
:domain:comment-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.0,,31,,74,,ms
:domain:comment-login:compileDebugKotlin,Incremental compilation in daemon,2551.18,,2522,,3096,,ms
:domain:comment-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,29.43,,23,,51,,ms
:domain:comment-login:compileDebugKotlin,Spent time before task action,41.65,65.62,41,63,57,102,ms
:domain:comment-login:compileDebugKotlin,Remove duplicate classes,7.4,,5,,10,,ms
:domain:comment-login:compileDebugKotlin,Run compilation,2570.53,,2543,,3130,,ms
:domain:comment-login:compileDebugKotlin,Update caches,9.82,,6,,11,,ms
:domain:comment-login:compileDebugKotlin,Compiler backend,260.18,,208,,354,,ms
:domain:comment-login:compileDebugKotlin,Total Gradle task time,2768.75,33090.44,2730,32952,3392,35243,ms
:domain:comment-login:compileDebugKotlin,Compiler code analysis,606.13,,572,,804,,ms
:domain:comment-login:compileDebugKotlin,Compiler translation to IR,894.93,,851,,1106,,ms
:domain:comment-login:compileDebugKotlin,Compiler code generation,667.13,,631,,858,,ms
:domain:comment-login:compileDebugKotlin,Sources compilation round,2425.25,,2393,,2929,,ms
:domain:comment-login:compileDebugKotlin,Connect to Kotlin daemon,20.15,80.1,7,85,18,109,ms
:domain:comment-login:compileDebugKotlin,Load current classpath snapshot,8.25,,5,,11,,ms
:domain:comment-login:compileDebugKotlin,Task action before worker execution,33.92,32.15,22,35,31,44,ms
:domain:comment-login:compileDebugKotlin,Run compilation in Gradle worker,2594.53,32910.0,2568,32688,3136,35121,ms
:domain:comment-login:compileDebugKotlin,Calculate output size,1.78,,1,,4,,ms
:domain:comment-login:compileDebugKotlin,Compiler initialization time,51.93,,45,,74,,ms
:domain:comment-login:compileDebugKotlin,Start gradle worker,2.18,3.13,1,3,5,8,ms
:domain:comment-login:compileDebugKotlin,Compiler IR lowering,406.55,,360,,539,,ms
:domain:comment-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:comment-login:compileDebugKotlin,Code generation lines per second,992,,951,,1329,,
:domain:comment-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:comment-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:comment-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:comment-login:compileDebugKotlin,Total size of the cache directory,639.7,,640,,640,,KB
:domain:comment-login:compileDebugKotlin,Size of classpath snapshot,7.9,,8,,8,,MB
:domain:comment-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,132,,132,,132,,
:domain:comment-login:compileDebugKotlin,Number of lines analyzed,601,,601,,601,,
:domain:comment-login:compileDebugKotlin,Analysis lines per second,1071,,1050,,1474,,
:domain:comment-login:compileDebugKotlin,Number of classpath entries,133,,133,,133,,
:domain:comment-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:comment-login:compileDebugKotlin,Size of shrunk classpath snapshot,50.7,,51,,51,,KB
:domain:comment-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,,2,,8,,ms
:domain:comment-login:compileDebugKotlin,Clear jar cache,2.0,,2,,4,,ms
:domain:comment-login:compileDebugKotlin,Store build info,2.0,,2,,2,,ms
:domain:contact-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.03,,32,,63,,ms
:domain:contact-identity:compileDebugKotlin,Incremental compilation in daemon,1572.4,,1512,,2146,,ms
:domain:contact-identity:compileDebugKotlin,Clear jar cache,2.42,,2,,5,,ms
:domain:contact-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.03,,24,,47,,ms
:domain:contact-identity:compileDebugKotlin,Spent time before task action,34.17,54.49,35,57,50,67,ms
:domain:contact-identity:compileDebugKotlin,Remove duplicate classes,5.73,,5,,9,,ms
:domain:contact-identity:compileDebugKotlin,Run compilation,1591.3,,1529,,2165,,ms
:domain:contact-identity:compileDebugKotlin,Update caches,1.55,,1,,4,,ms
:domain:contact-identity:compileDebugKotlin,Compiler backend,92.5,,84,,126,,ms
:domain:contact-identity:compileDebugKotlin,Total Gradle task time,1717.53,26720.77,1641,26549,2324,28048,ms
:domain:contact-identity:compileDebugKotlin,Compiler code analysis,423.5,,370,,673,,ms
:domain:contact-identity:compileDebugKotlin,Compiler translation to IR,572.23,,560,,761,,ms
:domain:contact-identity:compileDebugKotlin,Compiler code generation,243.08,,217,,386,,ms
:domain:contact-identity:compileDebugKotlin,Sources compilation round,1471.48,,1422,,2009,,ms
:domain:contact-identity:compileDebugKotlin,Connect to Kotlin daemon,7.23,75.54,5,79,13,92,ms
:domain:contact-identity:compileDebugKotlin,Save shrunk current classpath snapshot,3.5,,3,,5,,ms
:domain:contact-identity:compileDebugKotlin,Load current classpath snapshot,6.38,,6,,10,,ms
:domain:contact-identity:compileDebugKotlin,Task action before worker execution,14.0,25.9,13,27,23,41,ms
:domain:contact-identity:compileDebugKotlin,Run compilation in Gradle worker,1602.83,26593.49,1540,26416,2175,27914,ms
:domain:contact-identity:compileDebugKotlin,Calculate output size,1.58,,1,,4,,ms
:domain:contact-identity:compileDebugKotlin,Compiler initialization time,57.9,,57,,82,,ms
:domain:contact-identity:compileDebugKotlin,Start gradle worker,2.14,3.58,1,3,5,7,ms
:domain:contact-identity:compileDebugKotlin,Compiler IR lowering,149.95,,123,,233,,ms
:domain:contact-identity:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:contact-identity:compileDebugKotlin,Code generation lines per second,1176,,1211,,1524,,
:domain:contact-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:contact-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:contact-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:contact-identity:compileDebugKotlin,Total size of the cache directory,533.8,,534,,534,,KB
:domain:contact-identity:compileDebugKotlin,Size of classpath snapshot,8.0,,8,,8,,MB
:domain:contact-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,130,,130,,130,,
:domain:contact-identity:compileDebugKotlin,Number of lines analyzed,263,,263,,263,,
:domain:contact-identity:compileDebugKotlin,Analysis lines per second,681,,710,,933,,
:domain:contact-identity:compileDebugKotlin,Number of classpath entries,131,,131,,131,,
:domain:contact-identity:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:contact-identity:compileDebugKotlin,Size of shrunk classpath snapshot,51.0,,51,,51,,KB
:domain:document-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.9,,32,,55,,ms
:domain:document-login:compileDebugKotlin,Incremental compilation in daemon,1501.15,,1475,,1730,,ms
:domain:document-login:compileDebugKotlin,Clear jar cache,1.96,,1,,5,,ms
:domain:document-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.45,,24,,44,,ms
:domain:document-login:compileDebugKotlin,Spent time before task action,31.78,42.62,28,38,51,69,ms
:domain:document-login:compileDebugKotlin,Remove duplicate classes,4.2,,4,,6,,ms
:domain:document-login:compileDebugKotlin,Run compilation,1514.5,,1488,,1745,,ms
:domain:document-login:compileDebugKotlin,Update caches,1.93,,2,,4,,ms
:domain:document-login:compileDebugKotlin,Compiler backend,96.18,,89,,145,,ms
:domain:document-login:compileDebugKotlin,Total Gradle task time,1638.73,26788.77,1600,26644,1897,28149,ms
:domain:document-login:compileDebugKotlin,Compiler code analysis,389.13,,376,,480,,ms
:domain:document-login:compileDebugKotlin,Compiler translation to IR,539.13,,522,,608,,ms
:domain:document-login:compileDebugKotlin,Compiler code generation,264.1,,238,,352,,ms
:domain:document-login:compileDebugKotlin,Sources compilation round,1402.03,,1363,,1655,,ms
:domain:document-login:compileDebugKotlin,Connect to Kotlin daemon,10.95,68.56,7,66,15,99,ms
:domain:document-login:compileDebugKotlin,Load current classpath snapshot,5.0,,4,,9,,ms
:domain:document-login:compileDebugKotlin,Task action before worker execution,13.1,21.0,10,19,22,35,ms
:domain:document-login:compileDebugKotlin,Run compilation in Gradle worker,1529.05,26676.21,1496,26489,1753,28064,ms
:domain:document-login:compileDebugKotlin,Calculate output size,1.55,,1,,4,,ms
:domain:document-login:compileDebugKotlin,Compiler initialization time,51.35,,50,,77,,ms
:domain:document-login:compileDebugKotlin,Start gradle worker,1.7,2.19,1,1,4,5,ms
:domain:document-login:compileDebugKotlin,Compiler IR lowering,167.38,,144,,248,,ms
:domain:document-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:document-login:compileDebugKotlin,Code generation lines per second,1136,,1152,,1551,,
:domain:document-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:document-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:document-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:document-login:compileDebugKotlin,Total size of the cache directory,534.4,,534,,534,,KB
:domain:document-login:compileDebugKotlin,Size of classpath snapshot,7.2,,7,,7,,MB
:domain:document-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,120,,120,,120,,
:domain:document-login:compileDebugKotlin,Number of lines analyzed,274,,274,,274,,
:domain:document-login:compileDebugKotlin,Analysis lines per second,744,,728,,952,,
:domain:document-login:compileDebugKotlin,Number of classpath entries,121,,121,,121,,
:domain:document-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:document-login:compileDebugKotlin,Size of shrunk classpath snapshot,50.1,,50,,50,,KB
:domain:document-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.2,,2,,3,,ms
:domain:event-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.6,,32,,60,,ms
:domain:event-login:compileDebugKotlin,Incremental compilation in daemon,2086.3,,2018,,2646,,ms
:domain:event-login:compileDebugKotlin,Clear jar cache,2.33,,2,,6,,ms
:domain:event-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.08,,24,,47,,ms
:domain:event-login:compileDebugKotlin,Spent time before task action,37.92,67.95,37,67,53,88,ms
:domain:event-login:compileDebugKotlin,Remove duplicate classes,5.28,,4,,9,,ms
:domain:event-login:compileDebugKotlin,Run compilation,2106.75,,2088,,2667,,ms
:domain:event-login:compileDebugKotlin,Update caches,4.78,,4,,7,,ms
:domain:event-login:compileDebugKotlin,Compiler backend,189.98,,177,,269,,ms
:domain:event-login:compileDebugKotlin,Total Gradle task time,2269.88,31576.64,2226,31642,2868,33229,ms
:domain:event-login:compileDebugKotlin,Compiler code analysis,443.53,,435,,558,,ms
:domain:event-login:compileDebugKotlin,Compiler translation to IR,798.38,,742,,1119,,ms
:domain:event-login:compileDebugKotlin,Compiler code generation,504.13,,483,,715,,ms
:domain:event-login:compileDebugKotlin,Sources compilation round,1968.48,,1917,,2497,,ms
:domain:event-login:compileDebugKotlin,Connect to Kotlin daemon,13.18,74.67,6,72,27,92,ms
:domain:event-login:compileDebugKotlin,Load current classpath snapshot,5.78,,5,,10,,ms
:domain:event-login:compileDebugKotlin,Task action before worker execution,16.58,34.9,14,30,24,47,ms
:domain:event-login:compileDebugKotlin,Run compilation in Gradle worker,2124.28,31386.82,2100,31407,2678,33019,ms
:domain:event-login:compileDebugKotlin,Calculate output size,1.45,,1,,3,,ms
:domain:event-login:compileDebugKotlin,Compiler initialization time,60.2,,59,,89,,ms
:domain:event-login:compileDebugKotlin,Compiler IR lowering,313.55,,291,,422,,ms
:domain:event-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:event-login:compileDebugKotlin,Code generation lines per second,1089,,1068,,1465,,
:domain:event-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:event-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:event-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:event-login:compileDebugKotlin,Total size of the cache directory,583.9,,584,,584,,KB
:domain:event-login:compileDebugKotlin,Size of classpath snapshot,8.6,,9,,9,,MB
:domain:event-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,140,,140,,140,,
:domain:event-login:compileDebugKotlin,Number of lines analyzed,516,,516,,516,,
:domain:event-login:compileDebugKotlin,Analysis lines per second,1188,,1185,,1469,,
:domain:event-login:compileDebugKotlin,Number of classpath entries,141,,141,,141,,
:domain:event-login:compileDebugKotlin,Total compiler iteration,1,,1,,1,,
:domain:event-login:compileDebugKotlin,Size of shrunk classpath snapshot,52.9,,53,,53,,KB
:domain:event-login:compileDebugKotlin,Start gradle worker,1.71,7.97,1,3,3,7,ms
:domain:event-login:compileDebugKotlin,Save shrunk current classpath snapshot,1.2,,1,,3,,ms
:domain:event-login:compileDebugKotlin,Clear output,1.0,2.5,1,3,1,4,ms
:domain:feed-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.38,,28,,88,,ms
:domain:feed-login:compileDebugKotlin,Incremental compilation in daemon,1840.28,,1814,,2190,,ms
:domain:feed-login:compileDebugKotlin,Clear jar cache,2.18,,1,,5,,ms
:domain:feed-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.93,,22,,45,,ms
:domain:feed-login:compileDebugKotlin,Spent time before task action,34.33,49.85,33,51,49,65,ms
:domain:feed-login:compileDebugKotlin,Remove duplicate classes,5.55,,3,,8,,ms
:domain:feed-login:compileDebugKotlin,Run compilation,1854.4,,1828,,2205,,ms
:domain:feed-login:compileDebugKotlin,Update caches,4.58,,4,,7,,ms
:domain:feed-login:compileDebugKotlin,Compiler backend,158.18,,150,,218,,ms
:domain:feed-login:compileDebugKotlin,Total Gradle task time,2012.7,30178.82,1982,29968,2344,32074,ms
:domain:feed-login:compileDebugKotlin,Compiler code analysis,431.05,,385,,625,,ms
:domain:feed-login:compileDebugKotlin,Compiler translation to IR,660.83,,648,,777,,ms
:domain:feed-login:compileDebugKotlin,Compiler code generation,426.08,,406,,576,,ms
:domain:feed-login:compileDebugKotlin,Sources compilation round,1722.95,,1716,,2099,,ms
:domain:feed-login:compileDebugKotlin,Connect to Kotlin daemon,18.27,70.41,7,71,14,89,ms
:domain:feed-login:compileDebugKotlin,Load current classpath snapshot,5.95,,4,,9,,ms
:domain:feed-login:compileDebugKotlin,Task action before worker execution,15.15,26.62,14,24,24,39,ms
:domain:feed-login:compileDebugKotlin,Run compilation in Gradle worker,1876.55,30039.44,1849,29836,2226,31935,ms
:domain:feed-login:compileDebugKotlin,Calculate output size,2.0,,1,,5,,ms
:domain:feed-login:compileDebugKotlin,Compiler initialization time,52.25,,50,,76,,ms
:domain:feed-login:compileDebugKotlin,Start gradle worker,1.76,3.47,1,3,3,7,ms
:domain:feed-login:compileDebugKotlin,Compiler IR lowering,267.4,,251,,358,,ms
:domain:feed-login:compileDebugKotlin,ABI snapshot size,18.0,,18,,18,,B
:domain:feed-login:compileDebugKotlin,Code generation lines per second,1083,,1088,,1366,,
:domain:feed-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,,1,,1,,
:domain:feed-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,,1,,1,,
:domain:feed-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,,1,,1,,
:domain:feed-login:compileDebugKotlin,Total size of the cache directory,567.9,,568,,568,,KB
:domain:feed-login:compileDebugKotlin,Size of classpath snapshot,6.5,,7,,7,,MB
:domain:feed-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,111,,111,,111,,
:domain:feed-login:compileDebugKotlin,Number of lines analyzed,442,,442,,442,,
