Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:feature:settings:compileDemoDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Code generation lines per second,665,634,663,618,832,818,
:feature:settings:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,94,94,94,94,94,94,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileDemoDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileDemoDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileDemoDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileDemoDebugKotlin,Analysis lines per second,479,499,486,479,576,609,
:feature:settings:compileDemoDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileDemoDebugKotlin,Store build info,3.0,,3,,3,,ms
:feature:settings:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.47,2.23,2,2,4,5,ms
:feature:settings:compileDemoDebugKotlin,Clear output,2.5,2.5,3,2,4,4,ms
:feature:settings:compileDemoDebugKotlin,Write history file,3.0,2.0,3,2,3,2,ms
:feature:settings:compileProdDebugKotlin,Sources compilation round,1240.12,1170.08,1133,1044,1748,1586,ms
:feature:settings:compileProdDebugKotlin,Compiler code analysis,465.2,417.86,427,396,668,597,ms
:feature:settings:compileProdDebugKotlin,Compiler IR lowering,117.98,121.26,106,103,190,191,ms
:feature:settings:compileProdDebugKotlin,Compiler IR translation,414.16,391.12,351,344,646,579,ms
:feature:settings:compileProdDebugKotlin,Compiler initialization time,69.26,63.2,59,50,100,97,ms
:feature:settings:compileProdDebugKotlin,Incremental compilation in daemon,1332.7,1259.54,1207,1116,1865,1732,ms
:feature:settings:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,42.7,42.82,36,34,77,70,ms
:feature:settings:compileProdDebugKotlin,Task action before worker execution,13.1,13.18,10,10,21,22,ms
:feature:settings:compileProdDebugKotlin,Total Gradle task time,1441.52,1366.84,1285,1191,1993,1882,ms
:feature:settings:compileProdDebugKotlin,Run compilation,1347.48,1272.9,1219,1126,1887,1770,ms
:feature:settings:compileProdDebugKotlin,Clear jar cache,3.06,2.5,2,2,7,5,ms
:feature:settings:compileProdDebugKotlin,Compiler code generation,286.4,287.96,258,251,453,466,ms
:feature:settings:compileProdDebugKotlin,Calculate output size,1.37,1.42,1,1,3,3,ms
:feature:settings:compileProdDebugKotlin,Load current classpath snapshot,6.44,6.04,5,5,14,11,ms
:feature:settings:compileProdDebugKotlin,Start gradle worker,1.36,1.52,1,1,1,3,ms
:feature:settings:compileProdDebugKotlin,Run compilation in Gradle worker,1359.72,1282.32,1224,1132,1898,1800,ms
:feature:settings:compileProdDebugKotlin,Compiler IR generation,167.96,166.12,153,141,246,291,ms
:feature:settings:compileProdDebugKotlin,Spent time before task action,16.62,17.24,14,14,26,27,ms
:feature:settings:compileProdDebugKotlin,Connect to Kotlin daemon,8.92,6.42,6,5,15,10,ms
:feature:settings:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,41.12,41.22,34,33,76,68,ms
:feature:settings:compileProdDebugKotlin,Update caches,2.42,2.08,2,2,5,4,ms
:feature:settings:compileProdDebugKotlin,Compiler IR translation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:feature:settings:compileProdDebugKotlin,Number of lines for code generation,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Compiler IR generation line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Code generation lines per second,1576,1584,1601,1649,2167,2322,
:feature:settings:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:settings:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:settings:compileProdDebugKotlin,Compiler IR lowering line number,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:settings:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.9,49.9,50,50,50,50,KB
:feature:settings:compileProdDebugKotlin,Total size of the cache directory,528.5,528.5,529,529,529,529,KB
:feature:settings:compileProdDebugKotlin,Analysis lines per second,965,1046,968,1043,1310,1312,
:feature:settings:compileProdDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:feature:settings:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.0,3.0,2,3,3,5,ms
:feature:settings:compileProdDebugKotlin,Write history file,6.0,,6,,6,,ms
:feature:settings:compileProdDebugKotlin,Clear output,1.5,2.0,2,2,2,3,ms
:feature:settings:compileProdDebugKotlin,Store build info,1.0,3.0,1,2,1,6,ms
:feature:topic:compileDemoDebugKotlin,Sources compilation round,3059.16,3032.56,3086,2977,3528,3524,ms
:feature:topic:compileDemoDebugKotlin,Compiler code analysis,1103.88,1069.12,1073,1081,1282,1304,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering,327.02,324.14,315,307,454,424,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR translation,1035.62,1085.3,1044,1059,1255,1363,ms
:feature:topic:compileDemoDebugKotlin,Compiler initialization time,87.58,84.76,90,83,112,117,ms
:feature:topic:compileDemoDebugKotlin,Incremental compilation in daemon,3271.8,3217.58,3258,3164,3836,3664,ms
:feature:topic:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,90.16,83.56,86,82,138,113,ms
:feature:topic:compileDemoDebugKotlin,Task action before worker execution,24.06,29.72,22,20,35,36,ms
:feature:topic:compileDemoDebugKotlin,Total Gradle task time,3522.22,3564.6,3481,3409,4028,4118,ms
:feature:topic:compileDemoDebugKotlin,Run compilation,3303.42,3265.22,3280,3207,3858,3789,ms
:feature:topic:compileDemoDebugKotlin,Clear jar cache,2.94,3.0,2,2,7,5,ms
:feature:topic:compileDemoDebugKotlin,Compiler code generation,825.56,787.24,799,761,1015,1040,ms
:feature:topic:compileDemoDebugKotlin,Calculate output size,1.94,2.16,1,1,4,4,ms
:feature:topic:compileDemoDebugKotlin,Load current classpath snapshot,19.24,20.26,17,17,26,23,ms
:feature:topic:compileDemoDebugKotlin,Start gradle worker,14.06,80.32,3,1,7,8,ms
:feature:topic:compileDemoDebugKotlin,Run compilation in Gradle worker,3330.92,3282.06,3293,3221,3906,3806,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR generation,498.22,462.54,463,448,692,651,ms
:feature:topic:compileDemoDebugKotlin,Spent time before task action,29.0,28.42,29,29,39,36,ms
:feature:topic:compileDemoDebugKotlin,Connect to Kotlin daemon,22.1,11.82,11,11,19,16,ms
:feature:topic:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,87.3,80.5,84,78,133,111,ms
:feature:topic:compileDemoDebugKotlin,Update caches,10.78,10.92,8,9,16,12,ms
:feature:topic:compileDemoDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Code generation lines per second,815,855,809,849,1081,1099,
:feature:topic:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,95,95,95,95,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileDemoDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileDemoDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileDemoDebugKotlin,Analysis lines per second,595,616,602,598,706,774,
:feature:topic:compileDemoDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.13,2.5,1,2,4,5,ms
:feature:topic:compileDemoDebugKotlin,Write history file,1.0,,1,,1,,ms
:feature:topic:compileDemoDebugKotlin,Store build info,3.67,5.0,3,5,5,5,ms
:feature:topic:compileProdDebugKotlin,Sources compilation round,1567.56,1441.74,1330,1248,2242,2050,ms
:feature:topic:compileProdDebugKotlin,Compiler code analysis,570.26,521.52,510,467,790,723,ms
:feature:topic:compileProdDebugKotlin,Compiler IR lowering,143.18,135.4,127,119,222,216,ms
:feature:topic:compileProdDebugKotlin,Compiler IR translation,544.42,516.24,453,416,850,798,ms
:feature:topic:compileProdDebugKotlin,Compiler initialization time,66.98,59.4,53,46,105,91,ms
:feature:topic:compileProdDebugKotlin,Incremental compilation in daemon,1679.9,1539.24,1447,1330,2362,2163,ms
:feature:topic:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,43.64,37.6,33,32,70,66,ms
:feature:topic:compileProdDebugKotlin,Task action before worker execution,16.26,13.06,10,10,26,22,ms
:feature:topic:compileProdDebugKotlin,Total Gradle task time,2070.04,2247.04,1554,1427,3747,4892,ms
:feature:topic:compileProdDebugKotlin,Run compilation,1694.68,1551.56,1473,1345,2383,2182,ms
:feature:topic:compileProdDebugKotlin,Clear jar cache,2.42,6.43,2,4,5,26,ms
:feature:topic:compileProdDebugKotlin,Compiler code generation,379.98,338.3,330,308,551,468,ms
:feature:topic:compileProdDebugKotlin,Calculate output size,1.4,1.25,1,1,2,2,ms
:feature:topic:compileProdDebugKotlin,Load current classpath snapshot,6.3,6.14,5,5,11,13,ms
:feature:topic:compileProdDebugKotlin,Start gradle worker,31.04,31.64,1,1,4,3,ms
:feature:topic:compileProdDebugKotlin,Run compilation in Gradle worker,1705.02,1561.34,1479,1356,2394,2196,ms
:feature:topic:compileProdDebugKotlin,Compiler IR generation,236.44,202.42,204,184,381,274,ms
:feature:topic:compileProdDebugKotlin,Spent time before task action,19.22,14.16,12,12,27,23,ms
:feature:topic:compileProdDebugKotlin,Connect to Kotlin daemon,7.34,6.7,5,5,13,11,ms
:feature:topic:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,41.98,35.98,32,31,68,63,ms
:feature:topic:compileProdDebugKotlin,Update caches,4.14,4.4,3,3,8,6,ms
:feature:topic:compileProdDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:topic:compileProdDebugKotlin,Number of lines for code generation,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Compiler IR generation line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Code generation lines per second,1885,2042,1960,2097,2579,2739,
:feature:topic:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:topic:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:topic:compileProdDebugKotlin,Compiler IR lowering line number,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:topic:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.6,92.6,93,93,93,93,KB
:feature:topic:compileProdDebugKotlin,Total size of the cache directory,572.3,572.3,572,572,572,572,KB
:feature:topic:compileProdDebugKotlin,Analysis lines per second,1234,1339,1269,1383,1734,1832,
:feature:topic:compileProdDebugKotlin,Number of lines analyzed,646,646,646,646,646,646,
:feature:topic:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.75,1.83,1,1,3,4,ms
:feature:topic:compileProdDebugKotlin,Store build info,2.0,2.0,2,2,3,2,ms
:feature:topic:compileProdDebugKotlin,Write history file,1.0,,1,,1,,ms
:feature:topic:compileProdDebugKotlin,Clear output,3.0,,3,,5,,ms
:lint:compileKotlin,Sources compilation round,854.04,856.66,844,832,1006,1097,ms
:lint:compileKotlin,Compiler code analysis,472.96,467.82,477,442,561,634,ms
:lint:compileKotlin,Compiler IR lowering,72.02,71.64,75,73,101,106,ms
:lint:compileKotlin,Compiler IR translation,127.3,137.1,124,136,184,188,ms
:lint:compileKotlin,Compiler initialization time,139.5,140.9,135,137,194,195,ms
:lint:compileKotlin,Incremental compilation in daemon,1405.76,1403.42,1393,1372,1710,1652,ms
:lint:compileKotlin,Shrink and save current classpath snapshot after compilation,498.86,497.86,498,479,632,627,ms
:lint:compileKotlin,Task action before worker execution,40.24,26.76,6,8,134,93,ms
:lint:compileKotlin,Total Gradle task time,9402.08,9327.5,9315,9297,10309,10312,ms
:lint:compileKotlin,Run compilation,1425.84,1428.48,1416,1392,1736,1668,ms
:lint:compileKotlin,Clear jar cache,3.63,2.0,2,2,12,4,ms
:lint:compileKotlin,Compiler code generation,107.62,103.88,104,108,144,146,ms
:lint:compileKotlin,Calculate output size,1.58,1.56,1,1,4,4,ms
:lint:compileKotlin,Load current classpath snapshot,349.36,349.14,347,333,455,446,ms
:lint:compileKotlin,Start gradle worker,183.6,97.94,11,6,656,590,ms
:lint:compileKotlin,Run compilation in Gradle worker,1439.66,1441.6,1425,1407,1746,1684,ms
:lint:compileKotlin,Compiler IR generation,35.16,31.68,36,33,45,47,ms
:lint:compileKotlin,Spent time before task action,7630.7,7624.5,7714,7663,8197,8515,ms
:lint:compileKotlin,Connect to Kotlin daemon,9.38,9.96,8,9,17,19,ms
:lint:compileKotlin,Shrink current classpath snapshot non-incrementally,496.88,496.38,497,478,631,626,ms
:lint:compileKotlin,Update caches,1.62,1.46,1,1,4,3,ms
:lint:compileKotlin,Compiler IR translation line number,287,287,287,287,287,287,
:lint:compileKotlin,Size of classpath snapshot,17.6,17.6,18,18,18,18,MB
:lint:compileKotlin,Number of cache misses when loading classpath entry snapshots,24,24,24,24,24,24,
:lint:compileKotlin,Number of lines for code generation,287,287,287,287,287,287,
:lint:compileKotlin,Compiler IR generation line number,287,287,287,287,287,287,
:lint:compileKotlin,Code generation lines per second,3015,3067,2759,2657,4541,5002,
:lint:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:lint:compileKotlin,Number of cache hits when loading classpath entry snapshots,5,5,5,5,5,5,
:lint:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:lint:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:lint:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:lint:compileKotlin,Compiler IR lowering line number,287,287,287,287,287,287,
:lint:compileKotlin,Number of classpath entries,29,29,29,29,29,29,
:lint:compileKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:lint:compileKotlin,Total size of the cache directory,483.1,483.1,483,483,483,483,KB
:lint:compileKotlin,Analysis lines per second,624,633,602,650,794,749,
:lint:compileKotlin,Number of lines analyzed,287,287,287,287,287,287,
:lint:compileKotlin,Save shrunk current classpath snapshot,6.38,3.29,3,3,20,9,ms
:lint:compileKotlin,Write history file,4.0,2.0,4,2,6,2,ms
:sync:sync-test:compileDemoDebugKotlin,Sources compilation round,261.62,250.84,249,245,385,354,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code analysis,152.76,135.62,143,137,255,195,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering,22.46,21.02,21,20,32,30,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation,32.76,44.68,31,37,47,56,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler initialization time,31.16,30.86,30,29,45,55,ms
:sync:sync-test:compileDemoDebugKotlin,Incremental compilation in daemon,339.7,330.56,318,308,469,443,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,25.32,26.0,24,28,38,37,ms
:sync:sync-test:compileDemoDebugKotlin,Task action before worker execution,17.32,19.12,16,18,25,26,ms
:sync:sync-test:compileDemoDebugKotlin,Total Gradle task time,505.38,476.3,467,464,640,622,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation,359.92,350.9,333,335,494,465,ms
:sync:sync-test:compileDemoDebugKotlin,Clear jar cache,1.57,7.27,1,2,3,46,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code generation,39.94,35.12,38,34,55,52,ms
:sync:sync-test:compileDemoDebugKotlin,Calculate output size,1.86,1.32,1,1,4,3,ms
:sync:sync-test:compileDemoDebugKotlin,Load current classpath snapshot,3.8,3.64,4,3,8,8,ms
:sync:sync-test:compileDemoDebugKotlin,Start gradle worker,26.17,1.96,1,1,4,4,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation in Gradle worker,377.3,366.74,351,348,509,515,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation,17.08,13.66,13,15,23,20,ms
:sync:sync-test:compileDemoDebugKotlin,Spent time before task action,22.56,21.0,21,20,31,31,ms
:sync:sync-test:compileDemoDebugKotlin,Connect to Kotlin daemon,14.58,11.58,12,10,21,16,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,24.44,24.5,24,26,37,37,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Code generation lines per second,2250,2263,1920,2117,3600,3737,
:sync:sync-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,59,59,60,60,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.1,6.1,6,6,6,6,KB
:sync:sync-test:compileDemoDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileDemoDebugKotlin,Analysis lines per second,540,573,504,526,837,835,
:sync:sync-test:compileDemoDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Update caches,3.6,2.75,4,3,5,6,ms
:sync:sync-test:compileDemoDebugKotlin,Store build info,3.0,1.0,3,1,3,1,ms
:sync:sync-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.0,8.75,2,4,2,24,ms
:sync:sync-test:compileDemoDebugKotlin,Clear output,2.0,5.0,2,5,2,7,ms
:sync:sync-test:compileProdDebugKotlin,Sources compilation round,257.68,262.14,246,258,398,369,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code analysis,143.84,148.74,145,145,194,210,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering,21.96,25.58,22,24,32,31,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation,36.64,36.18,32,40,55,48,ms
:sync:sync-test:compileProdDebugKotlin,Compiler initialization time,32.36,29.28,26,30,47,42,ms
:sync:sync-test:compileProdDebugKotlin,Incremental compilation in daemon,336.2,340.72,304,331,498,490,ms
:sync:sync-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,27.92,28.7,28,28,37,40,ms
:sync:sync-test:compileProdDebugKotlin,Task action before worker execution,21.1,19.32,18,19,30,26,ms
:sync:sync-test:compileProdDebugKotlin,Total Gradle task time,476.68,473.44,461,475,652,611,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation,355.7,359.66,323,351,511,511,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code generation,39.44,41.56,39,40,54,57,ms
:sync:sync-test:compileProdDebugKotlin,Calculate output size,1.58,1.56,1,1,4,4,ms
:sync:sync-test:compileProdDebugKotlin,Load current classpath snapshot,3.72,6.82,4,4,7,8,ms
:sync:sync-test:compileProdDebugKotlin,Start gradle worker,5.07,1.77,1,1,5,4,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation in Gradle worker,370.74,374.84,349,366,528,531,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation,16.94,15.6,14,14,24,24,ms
:sync:sync-test:compileProdDebugKotlin,Spent time before task action,19.74,20.1,19,18,29,28,ms
:sync:sync-test:compileProdDebugKotlin,Connect to Kotlin daemon,12.22,12.6,10,12,16,19,ms
:sync:sync-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,26.66,27.46,26,25,37,39,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileProdDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Code generation lines per second,2151,2039,1846,1823,3412,3258,
:sync:sync-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,7.1,7.1,7,7,7,7,KB
:sync:sync-test:compileProdDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileProdDebugKotlin,Analysis lines per second,560,534,498,498,834,790,
:sync:sync-test:compileProdDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Clear jar cache,2.17,1.64,2,1,3,3,ms
:sync:sync-test:compileProdDebugKotlin,Write history file,2.0,,2,,2,,ms
:sync:sync-test:compileProdDebugKotlin,Update caches,3.17,1.75,3,2,6,3,ms
:sync:sync-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.0,11.5,3,12,3,18,ms
:sync:sync-test:compileProdDebugKotlin,Clear output,3.0,3.0,3,3,3,3,ms
:sync:work:compileDemoDebugKotlin,Sources compilation round,1014.76,1012.3,983,984,1268,1233,ms
:sync:work:compileDemoDebugKotlin,Compiler code analysis,592.22,592.1,569,573,744,757,ms
:sync:work:compileDemoDebugKotlin,Compiler IR lowering,132.5,130.7,129,125,175,179,ms
:sync:work:compileDemoDebugKotlin,Compiler IR translation,92.46,96.18,91,89,128,139,ms
:sync:work:compileDemoDebugKotlin,Compiler initialization time,37.64,39.64,36,37,53,58,ms
:sync:work:compileDemoDebugKotlin,Incremental compilation in daemon,1152.06,1136.32,1123,1127,1403,1351,ms
:sync:work:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,40.7,40.08,40,42,55,56,ms
:sync:work:compileDemoDebugKotlin,Task action before worker execution,30.6,31.1,26,26,51,43,ms
:sync:work:compileDemoDebugKotlin,Total Gradle task time,2426.38,2715.08,1320,1420,6976,6966,ms
:sync:work:compileDemoDebugKotlin,Run compilation,1174.36,1159.68,1145,1148,1424,1383,ms
:sync:work:compileDemoDebugKotlin,Compiler code generation,284.96,276.68,280,272,363,356,ms
:sync:work:compileDemoDebugKotlin,Calculate output size,2.1,1.96,1,1,4,4,ms
:sync:work:compileDemoDebugKotlin,Load current classpath snapshot,8.3,8.44,7,8,13,14,ms
:sync:work:compileDemoDebugKotlin,Start gradle worker,573.13,634.34,2,3,346,3077,ms
:sync:work:compileDemoDebugKotlin,Run compilation in Gradle worker,1195.06,1175.5,1167,1159,1440,1395,ms
:sync:work:compileDemoDebugKotlin,Compiler IR generation,152.02,145.46,151,145,199,190,ms
:sync:work:compileDemoDebugKotlin,Spent time before task action,23.9,23.12,24,23,32,31,ms
:sync:work:compileDemoDebugKotlin,Connect to Kotlin daemon,16.38,12.02,11,11,23,21,ms
:sync:work:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,39.02,37.98,37,40,52,53,ms
:sync:work:compileDemoDebugKotlin,Update caches,6.38,7.24,6,7,11,12,ms
:sync:work:compileDemoDebugKotlin,Compiler IR translation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:work:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,7,7,
:sync:work:compileDemoDebugKotlin,Number of lines for code generation,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Compiler IR generation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Code generation lines per second,1834,1889,1771,1823,2474,2621,
:sync:work:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,54,54,55,55,55,55,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
