Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
Task Path,:domain:video-login:compileDebugKotlin,2246,32884,2191,33085,2779,34530,ms
Task Path,:domain:weather-login:compileDebugKotlin,1515,27034,1472,27002,1887,28081,ms
Task Path,:repository:alarm-identity:kspDebugKotlin,2578,21996,2598,21949,2934,23059,ms
Task Path,:repository:analytics-identity:kspDebugKotlin,3012,22294,2973,22269,3595,23484,ms
Task Path,:repository:account-identity:kspDebugKotlin,2648,21179,2501,21231,3230,22280,ms
Task Path,:repository:article-identity:kspDebugKotlin,2784,22060,2700,21940,3439,23358,ms
Task Path,:repository:account-identity:compileDebugKotlin,1487,26316,1440,26394,1888,27858,ms
Task Path,:repository:analytics-identity:compileDebugKotlin,2024,31350,1910,31201,2571,32907,ms
Task Path,:repository:alarm-identity:compileDebugKotlin,2135,31448,2105,31506,2608,33043,ms
Task Path,:repository:article-identity:compileDebugKotlin,2019,31708,1960,31456,2496,33482,ms
Task Path,:repository:calendar-identity:kspDebugKotlin,2632,21494,2518,21597,3277,22601,ms
Task Path,:repository:checkout-identity:kspDebugKotlin,2747,21716,2693,21728,3475,23047,ms
Task Path,:repository:cart-identity:kspDebugKotlin,2431,20712,2365,20689,3052,21928,ms
Task Path,:repository:comment-identity:kspDebugKotlin,2347,22177,2393,22015,3034,23859,ms
Task Path,:repository:cart-identity:compileDebugKotlin,1391,27015,1340,26967,1747,28993,ms
Task Path,:repository:calendar-identity:compileDebugKotlin,2209,33250,2123,33221,2923,35809,ms
Task Path,:repository:checkout-identity:compileDebugKotlin,2199,33386,2078,33403,2771,35114,ms
Task Path,:repository:comment-identity:compileDebugKotlin,2027,31548,1959,31478,2452,33514,ms
Task Path,:repository:event-identity:kspDebugKotlin,2411,20152,2373,19991,3035,21837,ms
Task Path,:repository:feed-identity:kspDebugKotlin,2501,20361,2478,20292,2978,21633,ms
Task Path,:repository:forecast-identity:kspDebugKotlin,2542,22028,2451,21972,3239,23522,ms
Task Path,:repository:file-identity:kspDebugKotlin,3106,22768,2979,22796,3802,23950,ms
Task Path,:repository:feed-identity:compileDebugKotlin,1631,29575,1572,29703,2017,30912,ms
Task Path,:repository:event-identity:compileDebugKotlin,1662,29274,1579,29295,2133,30911,ms
Task Path,:repository:forecast-identity:compileDebugKotlin,1789,29561,1752,29383,2147,31360,ms
Task Path,:repository:file-identity:compileDebugKotlin,2023,33367,1957,33377,2491,35499,ms
Task Path,:repository:gallery-identity:kspDebugKotlin,2668,21858,2577,21752,3324,23424,ms
Task Path,:repository:group-identity:kspDebugKotlin,2552,20465,2486,20281,3052,22079,ms
Task Path,:repository:identity-identity:kspDebugKotlin,2269,20737,2239,20710,2894,21998,ms
Task Path,:repository:identity-checkout:kspDebugKotlin,2991,22839,2949,22698,3550,24534,ms
Task Path,:repository:gallery-identity:compileDebugKotlin,2249,33430,2145,33672,2833,34840,ms
Task Path,:repository:group-identity:compileDebugKotlin,1573,28740,1500,28842,1981,30268,ms
Task Path,:repository:identity-identity:compileDebugKotlin,1257,24298,1190,24028,1678,26092,ms
Task Path,:repository:identity-checkout:compileDebugKotlin,1740,30643,1695,30703,2167,32336,ms
Task Path,:repository:list-identity:kspDebugKotlin,2492,20911,2403,20777,3136,22323,ms
Task Path,:repository:log-identity:kspDebugKotlin,2615,20605,2539,20721,3244,21788,ms
Task Path,:repository:location-identity:kspDebugKotlin,3086,22643,3033,22641,3759,23825,ms
Task Path,:repository:login-checkout:kspDebugKotlin,2568,21703,2516,21720,3010,23211,ms
Task Path,:repository:list-identity:compileDebugKotlin,1879,30984,1794,30886,2333,32813,ms
Task Path,:repository:log-identity:compileDebugKotlin,1479,27786,1424,27625,1833,29395,ms
Task Path,:repository:login-checkout:compileDebugKotlin,1243,25104,1202,25147,1552,26274,ms
Task Path,:repository:location-identity:compileDebugKotlin,2098,33372,2021,33351,2488,35218,ms
Task Path,:repository:message-identity:kspDebugKotlin,2823,21759,2717,21602,3387,23112,ms
Task Path,:repository:metric-identity:kspDebugKotlin,2688,21385,2672,21216,3186,22689,ms
Task Path,:repository:map-identity:kspDebugKotlin,2783,22066,2762,22010,3306,23388,ms
Task Path,:repository:network-identity:kspDebugKotlin,2658,21752,2534,21774,3150,23189,ms
Task Path,:repository:message-identity:compileDebugKotlin,1357,26680,1298,26580,1495,28028,ms
Task Path,:repository:map-identity:compileDebugKotlin,1672,29404,1602,29375,2096,31038,ms
Task Path,:repository:network-identity:compileDebugKotlin,1800,30362,1723,30246,2267,32179,ms
Task Path,:repository:metric-identity:compileDebugKotlin,1877,31890,1799,31862,2118,33647,ms
Task Path,:repository:news-identity:kspDebugKotlin,2430,21141,2330,21028,3094,22441,ms
Task Path,:repository:note-identity:kspDebugKotlin,2420,21234,2390,21136,2979,22774,ms
Task Path,:repository:notification-identity:kspDebugKotlin,2510,20401,2365,20223,3185,21619,ms
Task Path,:repository:photo-identity:kspDebugKotlin,2453,21277,2286,21262,2927,22354,ms
Task Path,:repository:note-identity:compileDebugKotlin,1754,29816,1662,29837,2256,31728,ms
Task Path,:repository:notification-identity:compileDebugKotlin,1328,26086,1239,25978,1801,27245,ms
Task Path,:repository:news-identity:compileDebugKotlin,1809,30918,1721,30757,2298,32633,ms
Task Path,:repository:photo-identity:compileDebugKotlin,1249,24856,1146,24864,1815,26037,ms
Task Path,:repository:playlist-identity:kspDebugKotlin,2260,20318,2128,20294,2988,21440,ms
Task Path,:repository:podcast-identity:kspDebugKotlin,2533,21524,2432,21376,3037,22935,ms
Task Path,:repository:push-checkout:kspDebugKotlin,2459,21341,2375,21566,2983,22721,ms
Task Path,:repository:profile-identity:kspDebugKotlin,2763,21746,2603,21585,3430,22924,ms
Task Path,:repository:playlist-identity:compileDebugKotlin,1508,29132,1454,29326,1700,30384,ms
Task Path,:repository:podcast-identity:compileDebugKotlin,1429,27585,1378,27569,1754,29217,ms
Task Path,:repository:push-checkout:compileDebugKotlin,1446,27334,1362,27360,1911,29108,ms
Task Path,:repository:profile-identity:compileDebugKotlin,1443,27712,1368,27385,1825,29630,ms
Task Path,:repository:report-identity:kspDebugKotlin,2271,19957,2242,19624,2981,21573,ms
Task Path,:repository:report-identity:compileDebugKotlin,1173,25973,1124,25819,1497,27597,ms
Task Path,:repository:search-identity:kspDebugKotlin,2385,21465,2281,21061,2790,23385,ms
Task Path,:repository:session-identity:kspDebugKotlin,2358,20524,2306,20215,2774,22168,ms
Task Path,:repository:setting-identity:kspDebugKotlin,2591,22211,2462,22290,3137,23522,ms
Task Path,:repository:session-identity:compileDebugKotlin,1525,27804,1427,27689,1973,29466,ms
Task Path,:repository:search-identity:compileDebugKotlin,2056,32588,1962,32447,2515,34027,ms
Task Path,:repository:share-identity:kspDebugKotlin,2575,20801,2489,20780,2965,22260,ms
Task Path,:repository:setting-identity:compileDebugKotlin,2054,32758,1938,32723,2437,34517,ms
Task Path,:repository:share-identity:compileDebugKotlin,1536,29095,1477,29081,1902,30935,ms
Task Path,:repository:status-identity:kspDebugKotlin,2541,21887,2579,21735,3060,23443,ms
Task Path,:repository:sync-identity:kspDebugKotlin,2517,21068,2539,20920,3021,22803,ms
Task Path,:repository:timer-identity:kspDebugKotlin,2684,22031,2620,21979,3128,23270,ms
Task Path,:repository:status-identity:compileDebugKotlin,1991,31654,1894,31470,2472,34028,ms
Task Path,:repository:sync-identity:compileDebugKotlin,1354,26707,1301,26677,1698,28246,ms
Task Path,:repository:timer-identity:compileDebugKotlin,1826,30142,1702,29984,2411,32176,ms
Task Path,:repository:todo-identity:kspDebugKotlin,2584,21023,2456,20858,3030,22435,ms
Task Path,:repository:todo-identity:compileDebugKotlin,1642,29173,1549,28974,2109,30858,ms
Task Path,:repository:user-identity:kspDebugKotlin,2557,21267,2419,21028,3094,23220,ms
Task Path,:repository:video-identity:kspDebugKotlin,2455,20955,2392,20747,3041,22550,ms
Task Path,:repository:weather-identity:kspDebugKotlin,2360,20922,2252,20839,2864,22457,ms
Task Path,:repository:user-identity:compileDebugKotlin,1768,29849,1705,29570,2206,31786,ms
Task Path,:repository:weather-identity:compileDebugKotlin,1250,23889,1204,23928,1670,25541,ms
Task Path,:repository:video-identity:compileDebugKotlin,1401,26496,1310,26323,1775,27898,ms
Task Path,:repository:contact-checkout:kspDebugKotlin,2552,21010,2438,20974,2878,22236,ms
Task Path,:repository:contact-checkout:compileDebugKotlin,1945,30895,1907,30919,2351,32430,ms
Task Path,:model:account-checkout:kspDebugKotlin,2946,22251,2958,22171,3468,23545,ms
Task Path,:repository:document-identity:kspDebugKotlin,2804,20966,2872,20945,3275,22149,ms
Task Path,:repository:media-identity:kspDebugKotlin,2683,20625,2683,20593,3149,21850,ms
Task Path,:model:account-checkout:compileDebugKotlin,1876,29424,1741,29288,2232,31069,ms
Task Path,:repository:media-identity:compileDebugKotlin,1692,29243,1579,29040,2041,30673,ms
Task Path,:repository:document-identity:compileDebugKotlin,1827,30075,1757,29909,2254,32433,ms
Task Path,:model:article-checkout:kspDebugKotlin,2630,20459,2477,20433,3238,21439,ms
Task Path,:model:article-checkout:compileDebugKotlin,1454,27380,1382,27319,1846,28695,ms
Task Path,:model:alarm-checkout:kspDebugKotlin,2556,20623,2477,20423,3188,21986,ms
Task Path,:repository:audio-identity:kspDebugKotlin,2919,22047,2854,22049,3445,23322,ms
Task Path,:model:cart-checkout:kspDebugKotlin,2654,21773,2507,21803,3374,22976,ms
Task Path,:model:alarm-checkout:compileDebugKotlin,1539,27706,1424,27731,2020,29715,ms
Task Path,:repository:audio-identity:compileDebugKotlin,1654,28572,1534,28432,2103,30445,ms
Task Path,:model:checkout-cart:kspDebugKotlin,3029,22474,2941,22330,3515,23995,ms
Task Path,:model:cart-checkout:compileDebugKotlin,1894,30317,1836,30167,2267,32265,ms
Task Path,:model:checkout-cart:compileDebugKotlin,1829,32109,1754,32029,2270,33978,ms
Task Path,:repository:task-identity:kspDebugKotlin,2721,21870,2659,21850,3260,23095,ms
Task Path,:model:calendar-checkout:kspDebugKotlin,2983,22526,2913,22373,3543,24276,ms
Task Path,:repository:post-identity:kspDebugKotlin,2469,21234,2340,21215,3104,23214,ms
Task Path,:repository:task-identity:compileDebugKotlin,1340,26045,1247,25784,1772,27704,ms
Task Path,:repository:post-identity:compileDebugKotlin,1194,23729,1095,23682,1676,25418,ms
Task Path,:model:calendar-checkout:compileDebugKotlin,1739,29395,1617,29227,2224,31637,ms
Task Path,:model:feed-checkout:kspDebugKotlin,2933,21901,2736,21850,3532,23139,ms
Task Path,:model:checkout-checkout:kspDebugKotlin,2442,20205,2359,19883,2991,21749,ms
Task Path,:model:event-checkout:kspDebugKotlin,2346,19956,2273,19904,2934,21229,ms
Task Path,:model:feed-checkout:compileDebugKotlin,1890,31397,1748,31332,2450,32935,ms
Task Path,:model:checkout-checkout:compileDebugKotlin,1444,27918,1392,27748,1696,29501,ms
Task Path,:model:contact-cart:kspDebugKotlin,2468,20887,2373,20818,2903,22420,ms
Task Path,:model:event-checkout:compileDebugKotlin,1194,26359,1137,26149,1419,28246,ms
Task Path,:model:contact-cart:compileDebugKotlin,1170,24980,1164,24723,1428,26796,ms
Task Path,:model:file-checkout:kspDebugKotlin,2287,20309,2225,20051,2861,21760,ms
Task Path,:model:group-checkout:kspDebugKotlin,2296,20164,2209,19859,2784,21576,ms
Task Path,:model:identity-cart:kspDebugKotlin,2474,19971,2445,19731,2971,21128,ms
Task Path,:model:file-checkout:compileDebugKotlin,1502,28493,1444,28309,1787,30549,ms
Task Path,:model:group-checkout:compileDebugKotlin,1324,26300,1283,26275,1593,27633,ms
Task Path,:model:list-checkout:kspDebugKotlin,2593,21565,2465,21428,2970,23854,ms
Task Path,:model:identity-cart:compileDebugKotlin,1315,26699,1314,26583,1571,28347,ms
Task Path,:model:list-checkout:compileDebugKotlin,1963,32066,1903,31876,2463,34838,ms
Task Path,:model:log-checkout:kspDebugKotlin,2459,20875,2447,20901,2965,22375,ms
Task Path,:model:map-checkout:kspDebugKotlin,2702,21382,2614,21397,3254,23005,ms
Task Path,:model:media-checkout:kspDebugKotlin,2745,21523,2728,21456,3263,22968,ms
Task Path,:model:metric-checkout:kspDebugKotlin,2446,20755,2340,20638,2973,22837,ms
Task Path,:model:log-checkout:compileDebugKotlin,1686,28787,1584,28632,2203,30677,ms
Task Path,:model:map-checkout:compileDebugKotlin,1804,30961,1720,30842,2221,32745,ms
Task Path,:model:media-checkout:compileDebugKotlin,1991,32333,1862,32138,2615,34608,ms
Task Path,:model:metric-checkout:compileDebugKotlin,1245,24578,1131,24180,1887,26548,ms
Task Path,:model:network-checkout:kspDebugKotlin,2898,22207,2772,22100,3551,23392,ms
Task Path,:model:news-checkout:kspDebugKotlin,2500,20371,2405,20321,3008,21559,ms
Task Path,:model:network-checkout:compileDebugKotlin,1819,30806,1695,30502,2312,32574,ms
Task Path,:model:note-checkout:kspDebugKotlin,2605,20356,2487,20215,3093,21728,ms
Task Path,:model:notification-checkout:kspDebugKotlin,3151,22737,3143,22524,3712,24650,ms
Task Path,:model:news-checkout:compileDebugKotlin,1584,28515,1500,28311,1978,30093,ms
Task Path,:model:note-checkout:compileDebugKotlin,1774,30554,1655,30538,2129,32213,ms
Task Path,:model:notification-checkout:compileDebugKotlin,1967,31693,1883,31391,2362,34232,ms
Task Path,:model:podcast-checkout:kspDebugKotlin,2713,21111,2680,20967,3181,22466,ms
Task Path,:model:profile-checkout:kspDebugKotlin,2666,20827,2554,20601,3216,21803,ms
Task Path,:model:podcast-checkout:compileDebugKotlin,1698,29550,1638,29223,2056,31212,ms
Task Path,:model:push-cart:kspDebugKotlin,2723,21271,2631,21156,3202,22642,ms
Task Path,:model:profile-checkout:compileDebugKotlin,1554,28379,1528,28370,1873,30422,ms
Task Path,:model:report-checkout:kspDebugKotlin,3002,22326,2892,22155,3743,23536,ms
Task Path,:model:push-cart:compileDebugKotlin,2050,32071,1919,32074,2577,33699,ms
Task Path,:model:report-checkout:compileDebugKotlin,1399,26940,1361,26705,1717,28545,ms
Task Path,:model:search-checkout:kspDebugKotlin,2697,21158,2577,20894,3277,23088,ms
Task Path,:model:session-checkout:kspDebugKotlin,2576,20913,2522,20840,3063,22850,ms
Task Path,:model:session-checkout:compileDebugKotlin,1667,30058,1625,29949,2019,32363,ms
Task Path,:model:search-checkout:compileDebugKotlin,1949,31908,1850,31757,2418,34028,ms
Task Path,:model:share-checkout:kspDebugKotlin,2644,20828,2566,20747,3108,22130,ms
Task Path,:model:sync-checkout:kspDebugKotlin,2616,21320,2535,20986,3098,23411,ms
Task Path,:model:sync-checkout:compileDebugKotlin,2080,33210,1917,33088,2564,36055,ms
Task Path,:model:share-checkout:compileDebugKotlin,2057,33506,1951,33251,2600,36064,ms
Task Path,:model:task-checkout:kspDebugKotlin,2657,21431,2545,21291,3184,23397,ms
Task Path,:model:user-checkout:kspDebugKotlin,2547,20687,2405,20602,2979,22431,ms
Task Path,:model:user-checkout:compileDebugKotlin,1357,25630,1267,25693,1711,27524,ms
Task Path,:model:task-checkout:compileDebugKotlin,2010,30954,1864,30875,2559,32707,ms
Task Path,:model:analytics-checkout:kspDebugKotlin,2712,20879,2573,20685,3293,22224,ms
Task Path,:model:audio-checkout:kspDebugKotlin,2538,21071,2467,21136,2982,22338,ms
Task Path,:model:audio-checkout:compileDebugKotlin,1689,29844,1651,29715,1942,31305,ms
Task Path,:model:analytics-checkout:compileDebugKotlin,1791,31471,1713,31264,2130,33405,ms
Task Path,:entity:identity-user:kspDebugKotlin,2753,21746,2648,21566,3412,23950,ms
Task Path,:model:document-checkout:kspDebugKotlin,2917,22775,2816,22611,3433,24863,ms
Task Path,:entity:identity-user:compileDebugKotlin,2044,31878,1942,31703,2576,33426,ms
Task Path,:model:document-checkout:compileDebugKotlin,1772,29601,1693,29676,2267,31350,ms
Task Path,:model:forecast-checkout:kspDebugKotlin,2643,20500,2600,20323,3192,22240,ms
Task Path,:model:gallery-checkout:kspDebugKotlin,2724,21618,2693,21546,3213,23162,ms
Task Path,:model:forecast-checkout:compileDebugKotlin,1556,28291,1451,28216,2042,29999,ms
Task Path,:data:account-user:kspDebugKotlin,2563,19908,2487,20044,3042,21283,ms
Task Path,:model:gallery-checkout:compileDebugKotlin,1958,30417,1848,30198,2341,32438,ms
Task Path,:model:location-checkout:kspDebugKotlin,2592,20347,2576,20280,3002,21797,ms
Task Path,:data:account-user:compileDebugKotlin,1286,25424,1244,25308,1420,26793,ms
Task Path,:model:login-cart:kspDebugKotlin,2524,20754,2484,20751,3028,21791,ms
Task Path,:model:location-checkout:compileDebugKotlin,1319,25224,1254,25161,1560,26565,ms
Task Path,:model:message-checkout:kspDebugKotlin,2423,20754,2426,20706,2914,22076,ms
Task Path,:model:login-cart:compileDebugKotlin,1691,29609,1605,29557,2010,31472,ms
Task Path,:model:message-checkout:compileDebugKotlin,1503,26715,1466,26567,1860,28088,ms
Task Path,:model:post-checkout:kspDebugKotlin,2719,21616,2668,21600,3188,23037,ms
Task Path,:model:setting-checkout:kspDebugKotlin,2670,21086,2605,21042,3127,22312,ms
Task Path,:model:post-checkout:compileDebugKotlin,1844,31294,1770,30750,2386,33228,ms
Task Path,:model:setting-checkout:compileDebugKotlin,1668,29972,1613,29877,2047,31766,ms
Task Path,:model:timer-checkout:kspDebugKotlin,2601,21051,2577,20881,3199,22600,ms
Task Path,:model:todo-checkout:kspDebugKotlin,2357,20807,2303,20651,2834,22493,ms
Task Path,:model:todo-checkout:compileDebugKotlin,1375,26692,1275,26661,1898,28071,ms
Task Path,:model:timer-checkout:compileDebugKotlin,1952,32437,1865,32504,2497,34441,ms
Task Path,:model:video-checkout:kspDebugKotlin,3042,22947,2855,22918,3868,24409,ms
Task Path,:model:weather-checkout:kspDebugKotlin,2983,22396,2814,22270,3758,23666,ms
Task Path,:model:photo-checkout:kspDebugKotlin,2583,19657,2475,19595,3089,20943,ms
Task Path,:model:video-checkout:compileDebugKotlin,2085,33111,1926,33102,2551,34719,ms
Task Path,:model:weather-checkout:compileDebugKotlin,1950,32759,1825,32479,2406,34827,ms
Task Path,:model:photo-checkout:compileDebugKotlin,1338,26974,1246,26757,1709,28569,ms
Task Path,:model:playlist-checkout:kspDebugKotlin,3042,22066,2958,21914,3552,24108,ms
Task Path,:model:playlist-checkout:compileDebugKotlin,1423,28151,1364,27766,1722,30778,ms
Task Path,:entity:alarm-cart:kspDebugKotlin,2599,20657,2479,20741,3316,21966,ms
Task Path,:model:status-checkout:kspDebugKotlin,2320,19652,2141,19327,2871,21136,ms
Task Path,:entity:audio-cart:kspDebugKotlin,2444,19503,2325,19514,2975,20873,ms
Task Path,:model:status-checkout:compileDebugKotlin,1205,24334,1132,24256,1547,26025,ms
Task Path,:entity:alarm-cart:compileDebugKotlin,1951,31839,1787,31507,2537,33861,ms
Task Path,:entity:audio-cart:compileDebugKotlin,1377,26193,1253,26105,2002,27511,ms
Task Path,:entity:calendar-cart:kspDebugKotlin,2678,20976,2518,20847,3313,22228,ms
Task Path,:entity:calendar-cart:compileDebugKotlin,1914,31770,1835,31465,2374,34440,ms
Task Path,:entity:article-cart:kspDebugKotlin,2528,21012,2379,20810,3180,22535,ms
Task Path,:model:comment-checkout:kspDebugKotlin,2763,21124,2570,20714,3451,22868,ms
Task Path,:entity:comment-cart:kspDebugKotlin,3197,21940,3069,22029,3991,23467,ms
Task Path,:entity:article-cart:compileDebugKotlin,1579,26935,1486,26913,1976,28369,ms
Task Path,:model:comment-checkout:compileDebugKotlin,2040,31421,1916,31248,2566,34079,ms
Task Path,:entity:comment-cart:compileDebugKotlin,1758,30230,1629,30013,2197,31918,ms
Task Path,:entity:contact-user:kspDebugKotlin,2887,21134,2867,21059,3472,22367,ms
Task Path,:entity:event-cart:kspDebugKotlin,3083,23348,2892,23173,3837,25331,ms
Task Path,:entity:cart-cart:kspDebugKotlin,2695,20661,2533,20664,3394,21707,ms
Task Path,:entity:checkout-user:kspDebugKotlin,2795,20497,2788,20349,3488,22298,ms
Task Path,:entity:cart-user:kspDebugKotlin,3032,21169,2958,20954,3813,22251,ms
Task Path,:entity:contact-user:compileDebugKotlin,1766,30033,1636,29859,2359,31950,ms
Task Path,:entity:cart-cart:compileDebugKotlin,1955,31579,1828,31162,2488,33493,ms
Task Path,:entity:cart-user:compileDebugKotlin,1558,28946,1478,28734,2043,30435,ms
Task Path,:entity:checkout-user:compileDebugKotlin,1720,30654,1686,30482,2096,32259,ms
Task Path,:entity:event-cart:compileDebugKotlin,1942,32251,1821,32065,2552,34743,ms
Task Path,:entity:feed-cart:kspDebugKotlin,2064,19856,1943,20035,2565,21041,ms
Task Path,:entity:file-cart:kspDebugKotlin,2132,19758,2141,19451,2574,21098,ms
Task Path,:entity:group-cart:kspDebugKotlin,2534,20750,2439,20669,3183,22397,ms
Task Path,:entity:feed-cart:compileDebugKotlin,1470,27776,1389,27538,1917,29620,ms
Task Path,:entity:list-cart:kspDebugKotlin,2523,20442,2437,20216,2952,21954,ms
Task Path,:entity:file-cart:compileDebugKotlin,1428,27730,1350,27588,1859,29880,ms
Task Path,:entity:group-cart:compileDebugKotlin,2034,34110,1949,33924,2592,36525,ms
Task Path,:entity:list-cart:compileDebugKotlin,1612,30903,1552,30695,1943,32665,ms
Task Path,:entity:location-cart:kspDebugKotlin,2183,20396,2120,20330,2997,22029,ms
Task Path,:entity:log-cart:kspDebugKotlin,2680,22220,2548,22124,3393,24187,ms
Task Path,:entity:location-cart:compileDebugKotlin,1273,25857,1169,25639,1785,27467,ms
Task Path,:entity:login-user:kspDebugKotlin,2731,21016,2559,20752,3439,23225,ms
Task Path,:entity:metric-cart:kspDebugKotlin,2564,20624,2449,20523,3127,22164,ms
Task Path,:entity:log-cart:compileDebugKotlin,1796,31084,1684,30934,2309,33306,ms
Task Path,:entity:metric-cart:compileDebugKotlin,1631,29665,1546,29357,2133,31487,ms
Task Path,:entity:login-user:compileDebugKotlin,2051,32610,1863,32304,2664,34469,ms
Task Path,:entity:network-cart:kspDebugKotlin,2572,21887,2475,21846,3156,23818,ms
Task Path,:entity:note-cart:kspDebugKotlin,2701,21254,2586,21261,3371,22365,ms
Task Path,:entity:network-cart:compileDebugKotlin,1525,28864,1465,28468,1964,31199,ms
Task Path,:entity:note-cart:compileDebugKotlin,1416,27328,1312,27071,1879,30160,ms
Task Path,:entity:notification-cart:kspDebugKotlin,2693,21158,2602,20786,3175,23022,ms
Task Path,:entity:photo-cart:kspDebugKotlin,3060,22631,2939,22413,3533,24510,ms
Task Path,:entity:notification-cart:compileDebugKotlin,1944,32734,1848,32585,2318,34204,ms
Task Path,:entity:playlist-cart:kspDebugKotlin,2579,21852,2491,21745,3050,23197,ms
Task Path,:entity:photo-cart:compileDebugKotlin,1879,31744,1787,31560,2311,33629,ms
Task Path,:entity:podcast-cart:kspDebugKotlin,2670,21112,2583,20944,3442,22816,ms
Task Path,:entity:playlist-cart:compileDebugKotlin,1370,24816,1275,24733,1900,26685,ms
Task Path,:entity:podcast-cart:compileDebugKotlin,1795,32353,1628,32268,2239,34744,ms
Task Path,:entity:post-cart:kspDebugKotlin,2610,21132,2513,21009,3271,22825,ms
Task Path,:entity:profile-cart:kspDebugKotlin,2490,20461,2355,20214,2930,22156,ms
Task Path,:entity:push-user:kspDebugKotlin,2943,22958,2935,22841,3638,25093,ms
Task Path,:entity:profile-cart:compileDebugKotlin,1343,25897,1268,25614,1657,27866,ms
Task Path,:entity:post-cart:compileDebugKotlin,2166,32346,1994,32158,2601,34477,ms
Task Path,:entity:report-cart:kspDebugKotlin,2709,21247,2657,21094,3398,22714,ms
Task Path,:entity:push-user:compileDebugKotlin,1327,24813,1180,24682,1915,26354,ms
Task Path,:entity:search-cart:kspDebugKotlin,2370,20926,2290,20649,2988,22580,ms
Task Path,:entity:report-cart:compileDebugKotlin,1933,33124,1780,33075,2406,35212,ms
Task Path,:entity:session-cart:kspDebugKotlin,2471,20666,2443,20513,2890,21921,ms
Task Path,:entity:search-cart:compileDebugKotlin,1802,29735,1615,29607,2290,31167,ms
Task Path,:entity:setting-cart:kspDebugKotlin,3118,24303,2972,24287,3725,25696,ms
Task Path,:entity:session-cart:compileDebugKotlin,1667,27900,1617,27708,2102,29200,ms
Task Path,:entity:status-cart:kspDebugKotlin,2650,20921,2569,20703,3184,22672,ms
Task Path,:entity:task-cart:kspDebugKotlin,2708,21271,2586,21261,3258,22549,ms
Task Path,:entity:setting-cart:compileDebugKotlin,2103,31594,2091,31557,2528,33336,ms
Task Path,:entity:status-cart:compileDebugKotlin,2099,32944,1973,32826,2718,34956,ms
Task Path,:entity:timer-cart:kspDebugKotlin,2702,21103,2584,21195,3277,22480,ms
Task Path,:entity:task-cart:compileDebugKotlin,2071,31653,1895,31473,2628,33012,ms
Task Path,:entity:timer-cart:compileDebugKotlin,1650,28451,1561,28401,2057,30097,ms
Task Path,:entity:todo-cart:kspDebugKotlin,3026,23260,2948,23260,3929,25550,ms
Task Path,:entity:account-cart:kspDebugKotlin,2886,20719,2770,20545,3630,22718,ms
Task Path,:entity:todo-cart:compileDebugKotlin,2048,30131,1969,29840,2501,32102,ms
Task Path,:entity:document-cart:kspDebugKotlin,3107,21781,3106,21802,3646,23147,ms
Task Path,:entity:gallery-cart:kspDebugKotlin,3042,21903,3072,21902,3479,23289,ms
Task Path,:entity:account-cart:compileDebugKotlin,1922,30664,1727,30617,2511,32741,ms
Task Path,:entity:document-cart:compileDebugKotlin,2221,33356,2097,33318,2909,35436,ms
Task Path,:entity:gallery-cart:compileDebugKotlin,2156,32765,2056,32691,2760,35011,ms
Task Path,:data:alarm-user:kspDebugKotlin,3483,24624,3499,24561,4131,26249,ms
Task Path,:entity:media-cart:kspDebugKotlin,2774,19439,2794,19251,3460,20920,ms
Task Path,:data:alarm-user:compileDebugKotlin,1790,27063,1665,26926,2500,28587,ms
Task Path,:entity:media-cart:compileDebugKotlin,1534,25803,1336,25701,2082,27863,ms
Task Path,:entity:message-cart:kspDebugKotlin,2911,20501,2894,20508,3499,22141,ms
Task Path,:entity:news-cart:kspDebugKotlin,2829,20939,2817,20847,3444,22067,ms
Task Path,:entity:share-cart:kspDebugKotlin,3006,22323,2974,22073,3776,23982,ms
Task Path,:entity:message-cart:compileDebugKotlin,1759,27848,1696,27567,2359,30320,ms
Task Path,:entity:news-cart:compileDebugKotlin,2227,29366,2225,29070,2811,31751,ms
Task Path,:entity:user-cart:kspDebugKotlin,3135,20582,3122,20364,3803,21951,ms
Task Path,:entity:share-cart:compileDebugKotlin,2397,29770,2375,29905,2880,31227,ms
Task Path,:entity:video-cart:kspDebugKotlin,3072,21033,3080,20890,4026,22665,ms
Task Path,:entity:user-cart:compileDebugKotlin,2024,29419,2071,29463,2560,30844,ms
Task Path,:entity:weather-cart:kspDebugKotlin,3071,20877,3034,20568,3698,22575,ms
Task Path,:entity:weather-cart:compileDebugKotlin,2144,29582,2087,29448,2620,31370,ms
Task Path,:entity:video-cart:compileDebugKotlin,2528,33177,2466,33114,2858,34744,ms
Task Path,:entity:map-cart:kspDebugKotlin,3784,22663,3612,22629,4816,24201,ms
Task Path,:data:audio-user:kspDebugKotlin,3846,21241,3681,21045,5100,22582,ms
Task Path,:entity:map-cart:compileDebugKotlin,2680,32015,2375,31863,4303,33859,ms
Task Path,:data:audio-user:compileDebugKotlin,2890,32462,2437,32363,4281,34401,ms
Task Path,:data:analytics-user:kspDebugKotlin,4855,20834,4959,20915,5723,22362,ms
Task Path,:entity:analytics-cart:kspDebugKotlin,4378,20061,4563,19756,5313,21296,ms
Task Path,:data:analytics-user:compileDebugKotlin,1928,28999,1698,28796,3732,30795,ms
