Category,Metric,varianta_kotlin_2.3.10 Mean,variantb_kotlin_2.3.20 Mean,varianta_kotlin_2.3.10 P50,variantb_kotlin_2.3.20 P50,varianta_kotlin_2.3.10 P90,variantb_kotlin_2.3.20 P90,Unit
:domain:feed-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,39.18,42.2,39,35,57,65,ms
:domain:feed-login:compileDebugKotlin,Clear jar cache,1.67,,1,,4,,ms
:domain:feed-login:compileDebugKotlin,Run compilation,1842.48,1872.98,1814,1827,2281,2229,ms
:domain:feed-login:compileDebugKotlin,Load current classpath snapshot,6.32,10.42,5,6,9,11,ms
:domain:feed-login:compileDebugKotlin,Compiler initialization time,51.36,58.52,40,52,69,92,ms
:domain:feed-login:compileDebugKotlin,Incremental compilation in daemon,1828.26,1840.34,1800,1802,2264,2170,ms
:domain:feed-login:compileDebugKotlin,Start gradle worker,2.2,2.61,2,2,4,5,ms
:domain:feed-login:compileDebugKotlin,Connect to Kotlin daemon,8.8,,8,,15,,ms
:domain:feed-login:compileDebugKotlin,Compiler code analysis,488.22,486.1,472,448,645,673,ms
:domain:feed-login:compileDebugKotlin,Sources compilation round,1704.36,1713.72,1686,1685,2112,2055,ms
:domain:feed-login:compileDebugKotlin,Compiler IR lowering,225.3,222.36,216,208,305,283,ms
:domain:feed-login:compileDebugKotlin,Update caches,3.84,4.18,4,4,8,8,ms
:domain:feed-login:compileDebugKotlin,Compiler translation to IR,619.98,615.38,588,597,857,766,ms
:domain:feed-login:compileDebugKotlin,Remove duplicate classes,5.4,9.04,5,5,8,9,ms
:domain:feed-login:compileDebugKotlin,Total Gradle task time,2000.5,2030.18,1967,1979,2433,2451,ms
:domain:feed-login:compileDebugKotlin,Compiler backend,112.12,115.54,105,106,174,168,ms
:domain:feed-login:compileDebugKotlin,Calculate output size,1.81,2.4,1,1,4,5,ms
:domain:feed-login:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:domain:feed-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:feed-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:feed-login:compileDebugKotlin,Analysis lines per second,603,605,594,627,763,768,
:domain:feed-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,102,103,103,103,103,
:domain:feed-login:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:domain:feed-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:feed-login:compileDebugKotlin,Total size of the cache directory,541.6,550.7,542,551,542,551,KB
:domain:feed-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:feed-login:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:domain:feed-login:compileDebugKotlin,Code generation lines per second,892,896,869,906,1198,1245,
:domain:feed-login:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:domain:feed-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:feed-login:compileDebugKotlin,Clear outputs on rebuild,5.0,3.0,5,3,5,5,ms
:domain:feed-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.71,3.0,3,3,5,4,ms
:domain:feed-login:compileDebugKotlin,Store build info,1.5,4.0,2,4,2,4,ms
:domain:file-login:compileDebugKotlin,Compiler code generation,364.16,335.94,364,328,470,421,ms
:domain:file-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.02,31.86,31,31,46,53,ms
:domain:file-login:compileDebugKotlin,Run compilation in Gradle worker,1809.54,1861.54,1786,1849,2186,2230,ms
:domain:file-login:compileDebugKotlin,Task action before worker execution,16.3,14.98,17,15,23,20,ms
:domain:file-login:compileDebugKotlin,Spent time before task action,40.96,38.62,39,36,54,51,ms
:domain:file-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.6,44.48,39,38,55,69,ms
:domain:file-login:compileDebugKotlin,Run compilation,1793.1,1838.36,1778,1818,2172,2175,ms
:domain:file-login:compileDebugKotlin,Load current classpath snapshot,5.46,7.08,5,6,9,9,ms
:domain:file-login:compileDebugKotlin,Compiler initialization time,72.7,66.44,55,65,89,93,ms
:domain:file-login:compileDebugKotlin,Incremental compilation in daemon,1778.16,1803.58,1744,1784,2151,2152,ms
:domain:file-login:compileDebugKotlin,Start gradle worker,2.74,2.56,3,2,6,5,ms
:domain:file-login:compileDebugKotlin,Connect to Kotlin daemon,11.18,,8,,17,,ms
:domain:file-login:compileDebugKotlin,Compiler code analysis,465.6,498.38,454,467,581,621,ms
:domain:file-login:compileDebugKotlin,Sources compilation round,1657.66,1668.7,1639,1656,2035,1996,ms
:domain:file-login:compileDebugKotlin,Compiler IR lowering,245.64,224.52,245,222,330,300,ms
:domain:file-login:compileDebugKotlin,Update caches,4.26,3.86,4,4,8,8,ms
:domain:file-login:compileDebugKotlin,Compiler translation to IR,564.28,557.86,542,564,683,688,ms
:domain:file-login:compileDebugKotlin,Remove duplicate classes,4.74,6.02,5,5,8,8,ms
:domain:file-login:compileDebugKotlin,Total Gradle task time,1954.1,1999.42,1931,1993,2317,2383,ms
:domain:file-login:compileDebugKotlin,Compiler backend,118.04,110.96,113,110,170,149,ms
:domain:file-login:compileDebugKotlin,Calculate output size,2.04,2.5,1,1,4,5,ms
:domain:file-login:compileDebugKotlin,Number of classpath entries,117,117,117,117,117,117,
:domain:file-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:file-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:file-login:compileDebugKotlin,Analysis lines per second,626,588,618,601,796,715,
:domain:file-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,116,116,116,116,116,116,
:domain:file-login:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:domain:file-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:file-login:compileDebugKotlin,Total size of the cache directory,541.6,550.7,542,551,542,551,KB
:domain:file-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:file-login:compileDebugKotlin,Size of classpath snapshot,6.2,6.2,6,6,6,6,MB
:domain:file-login:compileDebugKotlin,Code generation lines per second,808,865,772,857,1028,1111,
:domain:file-login:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:domain:file-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:file-login:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:domain:file-login:compileDebugKotlin,Clear jar cache,2.35,,1,,7,,ms
:domain:file-login:compileDebugKotlin,Store build info,6.0,4.33,6,5,6,6,ms
:domain:file-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.67,3,2,3,5,ms
:domain:file-login:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:domain:forecast-contact:compileDebugKotlin,Compiler code generation,348.2,321.52,313,311,478,387,ms
:domain:forecast-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.94,31.3,31,28,46,49,ms
:domain:forecast-contact:compileDebugKotlin,Run compilation in Gradle worker,1784.08,1833.54,1762,1819,2150,2164,ms
:domain:forecast-contact:compileDebugKotlin,Task action before worker execution,19.72,14.98,16,15,28,22,ms
:domain:forecast-contact:compileDebugKotlin,Spent time before task action,43.1,40.88,40,37,53,51,ms
:domain:forecast-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.66,40.22,39,37,51,59,ms
:domain:forecast-contact:compileDebugKotlin,Clear jar cache,1.93,,2,,4,,ms
:domain:forecast-contact:compileDebugKotlin,Run compilation,1761.04,1814.62,1751,1814,2087,2148,ms
:domain:forecast-contact:compileDebugKotlin,Load current classpath snapshot,5.5,6.36,5,6,9,9,ms
:domain:forecast-contact:compileDebugKotlin,Compiler initialization time,48.54,51.06,44,49,83,76,ms
:domain:forecast-contact:compileDebugKotlin,Incremental compilation in daemon,1740.82,1780.16,1731,1777,2070,2117,ms
:domain:forecast-contact:compileDebugKotlin,Connect to Kotlin daemon,15.66,,8,,14,,ms
:domain:forecast-contact:compileDebugKotlin,Compiler code analysis,457.82,484.3,428,479,539,571,ms
:domain:forecast-contact:compileDebugKotlin,Sources compilation round,1614.28,1660.7,1586,1679,1961,1960,ms
:domain:forecast-contact:compileDebugKotlin,Compiler IR lowering,245.46,217.96,221,214,333,277,ms
:domain:forecast-contact:compileDebugKotlin,Update caches,7.68,3.76,3,3,6,6,ms
:domain:forecast-contact:compileDebugKotlin,Compiler translation to IR,570.26,594.22,558,575,682,761,ms
:domain:forecast-contact:compileDebugKotlin,Remove duplicate classes,4.12,4.8,3,5,8,8,ms
:domain:forecast-contact:compileDebugKotlin,Total Gradle task time,1932.66,1974.74,1916,1940,2257,2310,ms
:domain:forecast-contact:compileDebugKotlin,Compiler backend,102.26,103.0,92,91,151,136,ms
:domain:forecast-contact:compileDebugKotlin,Calculate output size,2.54,2.23,1,1,6,5,ms
:domain:forecast-contact:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:domain:forecast-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:forecast-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:forecast-contact:compileDebugKotlin,Analysis lines per second,643,598,655,587,783,769,
:domain:forecast-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,103,103,103,103,103,
:domain:forecast-contact:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:domain:forecast-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:forecast-contact:compileDebugKotlin,Total size of the cache directory,548.2,557.3,548,557,548,557,KB
:domain:forecast-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:forecast-contact:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:domain:forecast-contact:compileDebugKotlin,Code generation lines per second,862,920,896,901,1160,1219,
:domain:forecast-contact:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:domain:forecast-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:forecast-contact:compileDebugKotlin,Start gradle worker,2.46,1.79,2,1,4,4,ms
:domain:forecast-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.25,3,3,3,5,ms
:domain:forecast-contact:compileDebugKotlin,Store build info,6.0,10.0,6,10,6,18,ms
:domain:gallery-contact:compileDebugKotlin,Compiler code generation,304.78,302.72,292,287,410,406,ms
:domain:gallery-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.56,29.4,19,25,40,49,ms
:domain:gallery-contact:compileDebugKotlin,Run compilation in Gradle worker,1802.88,1803.9,1825,1755,2143,2227,ms
:domain:gallery-contact:compileDebugKotlin,Task action before worker execution,15.64,15.32,16,15,25,24,ms
:domain:gallery-contact:compileDebugKotlin,Spent time before task action,42.04,40.44,40,39,61,60,ms
:domain:gallery-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,32.42,36.9,24,34,47,63,ms
:domain:gallery-contact:compileDebugKotlin,Clear jar cache,1.23,,1,,2,,ms
:domain:gallery-contact:compileDebugKotlin,Run compilation,1781.9,1778.92,1769,1721,2125,2222,ms
:domain:gallery-contact:compileDebugKotlin,Load current classpath snapshot,3.98,5.12,3,5,8,10,ms
:domain:gallery-contact:compileDebugKotlin,Compiler initialization time,48.14,63.62,46,51,76,91,ms
:domain:gallery-contact:compileDebugKotlin,Incremental compilation in daemon,1768.94,1746.34,1755,1688,2114,2197,ms
:domain:gallery-contact:compileDebugKotlin,Connect to Kotlin daemon,17.9,,9,,18,,ms
:domain:gallery-contact:compileDebugKotlin,Compiler code analysis,492.86,502.68,483,486,620,631,ms
:domain:gallery-contact:compileDebugKotlin,Sources compilation round,1658.34,1633.3,1665,1576,2006,2108,ms
:domain:gallery-contact:compileDebugKotlin,Compiler IR lowering,212.72,215.68,198,185,314,275,ms
:domain:gallery-contact:compileDebugKotlin,Update caches,3.08,3.26,2,2,5,7,ms
:domain:gallery-contact:compileDebugKotlin,Compiler translation to IR,594.16,541.38,589,521,762,655,ms
:domain:gallery-contact:compileDebugKotlin,Remove duplicate classes,3.3,4.12,2,4,5,9,ms
:domain:gallery-contact:compileDebugKotlin,Total Gradle task time,1943.44,1940.28,1955,1870,2354,2349,ms
:domain:gallery-contact:compileDebugKotlin,Compiler backend,91.5,86.58,90,81,129,130,ms
:domain:gallery-contact:compileDebugKotlin,Calculate output size,6.17,2.12,1,1,4,4,ms
:domain:gallery-contact:compileDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:domain:gallery-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:gallery-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:gallery-contact:compileDebugKotlin,Analysis lines per second,604,593,592,588,747,751,
:domain:gallery-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,98,98,98,98,98,
:domain:gallery-contact:compileDebugKotlin,Size of shrunk classpath snapshot,25.1,29.7,25,30,25,30,KB
:domain:gallery-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:gallery-contact:compileDebugKotlin,Total size of the cache directory,549.7,550.9,550,551,550,551,KB
:domain:gallery-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:gallery-contact:compileDebugKotlin,Size of classpath snapshot,5.6,5.6,6,6,6,6,MB
:domain:gallery-contact:compileDebugKotlin,Code generation lines per second,994,1049,979,995,1339,1521,
:domain:gallery-contact:compileDebugKotlin,Number of lines analyzed,286,286,286,286,286,286,
:domain:gallery-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:gallery-contact:compileDebugKotlin,Start gradle worker,2.68,2.57,2,2,6,5,ms
:domain:gallery-contact:compileDebugKotlin,Clear output,1.5,2.0,2,2,2,3,ms
:domain:gallery-contact:compileDebugKotlin,Store build info,2.33,1.33,3,1,3,2,ms
:domain:gallery-contact:compileDebugKotlin,Clear outputs on rebuild,3.0,1.0,3,1,3,1,ms
:domain:gallery-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,4.0,3,2,3,11,ms
:domain:group-login:compileDebugKotlin,Compiler code generation,296.46,359.66,292,334,399,479,ms
:domain:group-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.66,32.46,26,34,44,49,ms
:domain:group-login:compileDebugKotlin,Run compilation in Gradle worker,1789.98,1879.5,1787,1811,2094,2380,ms
:domain:group-login:compileDebugKotlin,Task action before worker execution,18.22,16.98,18,18,27,25,ms
:domain:group-login:compileDebugKotlin,Spent time before task action,45.28,44.58,44,41,65,61,ms
:domain:group-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.78,40.74,35,43,55,65,ms
:domain:group-login:compileDebugKotlin,Run compilation,1773.3,1872.28,1772,1807,2061,2339,ms
:domain:group-login:compileDebugKotlin,Load current classpath snapshot,5.22,6.16,5,6,9,11,ms
:domain:group-login:compileDebugKotlin,Compiler initialization time,49.42,63.3,44,56,80,85,ms
:domain:group-login:compileDebugKotlin,Incremental compilation in daemon,1757.5,1841.3,1761,1787,2052,2310,ms
:domain:group-login:compileDebugKotlin,Start gradle worker,2.94,3.32,2,3,6,7,ms
:domain:group-login:compileDebugKotlin,Connect to Kotlin daemon,13.48,,9,,17,,ms
:domain:group-login:compileDebugKotlin,Compiler code analysis,505.06,506.18,499,477,640,685,ms
:domain:group-login:compileDebugKotlin,Sources compilation round,1642.8,1724.12,1644,1671,1937,2204,ms
:domain:group-login:compileDebugKotlin,Compiler IR lowering,210.58,253.92,197,225,304,368,ms
:domain:group-login:compileDebugKotlin,Update caches,3.26,3.86,2,4,7,6,ms
:domain:group-login:compileDebugKotlin,Compiler translation to IR,572.96,573.42,573,533,691,694,ms
:domain:group-login:compileDebugKotlin,Remove duplicate classes,4.28,5.36,4,5,8,9,ms
:domain:group-login:compileDebugKotlin,Total Gradle task time,1932.02,2017.1,1915,1939,2261,2543,ms
:domain:group-login:compileDebugKotlin,Compiler backend,85.34,105.26,74,95,127,152,ms
:domain:group-login:compileDebugKotlin,Calculate output size,2.21,2.27,2,2,4,4,ms
:domain:group-login:compileDebugKotlin,Number of classpath entries,133,133,133,133,133,133,
:domain:group-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:group-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:group-login:compileDebugKotlin,Analysis lines per second,589,588,572,599,784,740,
:domain:group-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,132,132,132,132,132,132,
:domain:group-login:compileDebugKotlin,Size of shrunk classpath snapshot,25.1,29.7,25,30,25,30,KB
:domain:group-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:group-login:compileDebugKotlin,Total size of the cache directory,548.2,549.3,548,549,548,549,KB
:domain:group-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:group-login:compileDebugKotlin,Size of classpath snapshot,6.8,6.8,7,7,7,7,MB
:domain:group-login:compileDebugKotlin,Code generation lines per second,1050,909,979,855,1481,1302,
:domain:group-login:compileDebugKotlin,Number of lines analyzed,286,286,286,286,286,286,
:domain:group-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:group-login:compileDebugKotlin,Clear jar cache,2.0,,1,,4,,ms
:domain:group-login:compileDebugKotlin,Store build info,3.2,1.5,3,2,5,2,ms
:domain:group-login:compileDebugKotlin,Clear output,3.5,1.0,4,1,4,1,ms
:domain:group-login:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:domain:identity-login:compileDebugKotlin,Compiler code generation,257.94,279.7,250,268,347,398,ms
:domain:identity-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.14,35.14,26,37,50,58,ms
:domain:identity-login:compileDebugKotlin,Run compilation in Gradle worker,1583.52,1804.94,1574,1763,1918,2266,ms
:domain:identity-login:compileDebugKotlin,Task action before worker execution,15.24,15.62,15,15,21,23,ms
:domain:identity-login:compileDebugKotlin,Spent time before task action,41.96,40.0,40,37,59,62,ms
:domain:identity-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.76,43.8,33,46,58,70,ms
:domain:identity-login:compileDebugKotlin,Clear jar cache,2.33,,2,,4,,ms
:domain:identity-login:compileDebugKotlin,Run compilation,1568.16,1777.12,1548,1712,1908,2176,ms
:domain:identity-login:compileDebugKotlin,Load current classpath snapshot,4.72,6.46,5,6,9,12,ms
:domain:identity-login:compileDebugKotlin,Compiler initialization time,49.54,69.42,47,64,73,111,ms
:domain:identity-login:compileDebugKotlin,Incremental compilation in daemon,1553.28,1731.62,1537,1680,1891,2121,ms
:domain:identity-login:compileDebugKotlin,Start gradle worker,2.39,2.89,2,3,4,6,ms
:domain:identity-login:compileDebugKotlin,Connect to Kotlin daemon,10.56,,8,,16,,ms
:domain:identity-login:compileDebugKotlin,Compiler code analysis,430.5,463.06,417,446,537,590,ms
:domain:identity-login:compileDebugKotlin,Sources compilation round,1436.94,1593.12,1441,1540,1755,1965,ms
:domain:identity-login:compileDebugKotlin,Compiler IR lowering,174.6,188.16,158,181,254,252,ms
:domain:identity-login:compileDebugKotlin,Update caches,3.32,5.48,2,4,7,8,ms
:domain:identity-login:compileDebugKotlin,Compiler translation to IR,501.02,550.14,484,501,625,685,ms
:domain:identity-login:compileDebugKotlin,Remove duplicate classes,3.96,5.74,4,5,7,11,ms
:domain:identity-login:compileDebugKotlin,Total Gradle task time,1717.76,1953.18,1712,1921,2071,2471,ms
:domain:identity-login:compileDebugKotlin,Compiler backend,82.84,91.04,77,86,117,125,ms
:domain:identity-login:compileDebugKotlin,Calculate output size,2.18,2.46,1,1,4,6,ms
:domain:identity-login:compileDebugKotlin,Number of classpath entries,110,110,110,110,110,110,
:domain:identity-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:identity-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:identity-login:compileDebugKotlin,Analysis lines per second,610,573,607,566,810,731,
:domain:identity-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,109,109,109,109,109,109,
:domain:identity-login:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,27.8,23,28,23,28,KB
:domain:identity-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:identity-login:compileDebugKotlin,Total size of the cache directory,540.7,541.8,541,542,541,542,KB
:domain:identity-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:identity-login:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:domain:identity-login:compileDebugKotlin,Code generation lines per second,1051,953,1011,944,1471,1270,
:domain:identity-login:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:domain:identity-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:identity-login:compileDebugKotlin,Store build info,1.67,,2,,2,,ms
:domain:identity-login:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:domain:identity-login:compileDebugKotlin,Clear output,2.5,,3,,3,,ms
:domain:location-login:compileDebugKotlin,Compiler code generation,255.12,264.36,246,255,397,353,ms
:domain:location-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.22,32.66,26,30,44,49,ms
:domain:location-login:compileDebugKotlin,Run compilation in Gradle worker,1531.88,1711.32,1521,1709,1882,2083,ms
:domain:location-login:compileDebugKotlin,Task action before worker execution,14.38,16.78,15,16,23,24,ms
:domain:location-login:compileDebugKotlin,Spent time before task action,42.74,45.68,39,42,57,66,ms
:domain:location-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,35.52,40.62,36,37,52,59,ms
:domain:location-login:compileDebugKotlin,Clear jar cache,2.43,,2,,4,,ms
:domain:location-login:compileDebugKotlin,Run compilation,1511.42,1701.94,1514,1706,1834,2081,ms
:domain:location-login:compileDebugKotlin,Load current classpath snapshot,5.5,6.2,5,6,10,11,ms
:domain:location-login:compileDebugKotlin,Compiler initialization time,44.74,69.32,40,59,74,91,ms
:domain:location-login:compileDebugKotlin,Incremental compilation in daemon,1496.64,1643.26,1492,1611,1818,2019,ms
:domain:location-login:compileDebugKotlin,Start gradle worker,2.21,2.19,2,1,4,4,ms
:domain:location-login:compileDebugKotlin,Connect to Kotlin daemon,16.96,,8,,17,,ms
:domain:location-login:compileDebugKotlin,Compiler code analysis,418.3,439.68,402,441,517,545,ms
:domain:location-login:compileDebugKotlin,Sources compilation round,1391.56,1518.74,1410,1484,1684,1890,ms
:domain:location-login:compileDebugKotlin,Compiler IR lowering,167.84,169.88,145,166,251,242,ms
:domain:location-login:compileDebugKotlin,Update caches,4.12,4.12,4,4,8,8,ms
:domain:location-login:compileDebugKotlin,Compiler translation to IR,489.38,545.92,485,515,609,705,ms
:domain:location-login:compileDebugKotlin,Remove duplicate classes,4.34,5.4,4,5,8,9,ms
:domain:location-login:compileDebugKotlin,Total Gradle task time,1661.94,1849.56,1649,1861,2021,2262,ms
:domain:location-login:compileDebugKotlin,Compiler backend,86.96,94.1,77,97,127,140,ms
:domain:location-login:compileDebugKotlin,Calculate output size,2.04,2.29,1,1,4,4,ms
:domain:location-login:compileDebugKotlin,Number of classpath entries,115,115,115,115,115,115,
:domain:location-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:location-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:location-login:compileDebugKotlin,Analysis lines per second,620,594,629,573,747,762,
:domain:location-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,114,114,114,114,114,114,
:domain:location-login:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,27.8,23,28,23,28,KB
:domain:location-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:location-login:compileDebugKotlin,Total size of the cache directory,540.7,541.8,541,542,541,542,KB
:domain:location-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:location-login:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:domain:location-login:compileDebugKotlin,Code generation lines per second,1071,1016,1026,991,1472,1481,
:domain:location-login:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:domain:location-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:location-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.0,2,2,4,3,ms
:domain:login-login:compileDebugKotlin,Compiler code generation,335.04,326.34,331,315,457,479,ms
:domain:login-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.16,35.94,32,35,54,50,ms
:domain:login-login:compileDebugKotlin,Run compilation in Gradle worker,1752.78,1837.76,1722,1859,2071,2081,ms
:domain:login-login:compileDebugKotlin,Task action before worker execution,14.74,16.36,14,16,24,24,ms
:domain:login-login:compileDebugKotlin,Spent time before task action,38.46,42.2,40,42,58,58,ms
:domain:login-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.26,47.52,39,46,67,65,ms
:domain:login-login:compileDebugKotlin,Clear jar cache,1.65,,1,,4,,ms
:domain:login-login:compileDebugKotlin,Run compilation,1739.24,1823.16,1710,1856,2056,2074,ms
:domain:login-login:compileDebugKotlin,Load current classpath snapshot,5.98,5.9,6,5,9,9,ms
:domain:login-login:compileDebugKotlin,Compiler initialization time,49.08,62.22,46,61,79,102,ms
:domain:login-login:compileDebugKotlin,Incremental compilation in daemon,1726.02,1789.2,1696,1815,2044,2033,ms
:domain:login-login:compileDebugKotlin,Start gradle worker,2.42,2.4,1,2,5,5,ms
:domain:login-login:compileDebugKotlin,Connect to Kotlin daemon,10.04,,7,,14,,ms
:domain:login-login:compileDebugKotlin,Compiler code analysis,449.44,476.92,449,468,547,576,ms
:domain:login-login:compileDebugKotlin,Sources compilation round,1597.46,1659.88,1559,1683,1907,1897,ms
:domain:login-login:compileDebugKotlin,Compiler IR lowering,226.26,221.52,208,201,348,361,ms
:domain:login-login:compileDebugKotlin,Update caches,4.22,4.22,4,4,7,8,ms
:domain:login-login:compileDebugKotlin,Compiler translation to IR,573.34,575.08,555,555,734,723,ms
:domain:login-login:compileDebugKotlin,Remove duplicate classes,5.26,5.3,5,5,9,9,ms
:domain:login-login:compileDebugKotlin,Total Gradle task time,1888.76,1988.4,1850,1976,2244,2258,ms
:domain:login-login:compileDebugKotlin,Compiler backend,108.34,104.3,102,92,168,164,ms
:domain:login-login:compileDebugKotlin,Calculate output size,8.75,2.52,1,1,5,4,ms
:domain:login-login:compileDebugKotlin,Number of classpath entries,126,126,126,126,126,126,
:domain:login-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:login-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:login-login:compileDebugKotlin,Analysis lines per second,643,614,626,600,784,789,
:domain:login-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,125,125,125,125,125,125,
:domain:login-login:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:domain:login-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
