Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:core:datastore:compileDemoDebugKotlin,Run compilation in Gradle worker,3357.56,4148.18,3356,4145,3687,4451,ms
:core:datastore:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.5,6.5,5,5,7,12,ms
:core:datastore:compileDemoDebugKotlin,Clear jar cache,2.78,3.34,2,3,7,6,ms
:core:datastore:compileDemoDebugKotlin,Compiler IR generation,836.44,1258.96,831,1263,1007,1409,ms
:core:datastore:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,Number of lines analyzed,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Number of lines for code generation,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Compiler IR lowering line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Compiler IR generation line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Compiler IR translation line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:datastore:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,10,7,10,7,10,
:core:datastore:compileDemoDebugKotlin,Size of shrunk classpath snapshot,77.9,77.9,78,78,78,78,KB
:core:datastore:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,42,39,42,39,42,39,
:core:datastore:compileDemoDebugKotlin,Analysis lines per second,296,275,289,276,357,317,
:core:datastore:compileDemoDebugKotlin,Code generation lines per second,338,235,331,235,399,261,
:core:datastore:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,Total size of the cache directory,531.6,531.6,532,532,532,532,KB
:core:datastore:compileDemoDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:datastore:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,3.0,2,2,3,6,ms
:core:datastore:compileDemoDebugKotlin,Write history file,3.4,,3,,5,,ms
:core:datastore:compileDemoDebugKotlin,Clear output,3.5,3.33,4,2,4,6,ms
:core:datastore:compileDemoDebugKotlin,Store build info,4.0,3.0,4,3,5,3,ms
:core:datastore:compileProdDebugKotlin,Compiler code analysis,667.86,694.88,660,688,845,915,ms
:core:datastore:compileProdDebugKotlin,Update caches,4.36,4.3,4,4,8,8,ms
:core:datastore:compileProdDebugKotlin,Compiler IR lowering,175.24,193.18,178,191,222,257,ms
:core:datastore:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,33.38,31.1,32,33,43,46,ms
:core:datastore:compileProdDebugKotlin,Spent time before task action,23.36,33.8,23,25,31,37,ms
:core:datastore:compileProdDebugKotlin,Connect to Kotlin daemon,15.68,14.34,12,12,28,22,ms
:core:datastore:compileProdDebugKotlin,Compiler initialization time,31.06,40.26,31,34,45,54,ms
:core:datastore:compileProdDebugKotlin,Task action before worker execution,23.38,32.82,23,25,36,44,ms
:core:datastore:compileProdDebugKotlin,Sources compilation round,1212.28,1289.06,1214,1259,1528,1616,ms
:core:datastore:compileProdDebugKotlin,Run compilation,1360.26,1467.58,1371,1461,1697,1778,ms
:core:datastore:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,35.48,33.8,34,36,47,48,ms
:core:datastore:compileProdDebugKotlin,Compiler code generation,432.92,462.68,413,455,580,567,ms
:core:datastore:compileProdDebugKotlin,Incremental compilation in daemon,1338.72,1426.6,1352,1398,1673,1739,ms
:core:datastore:compileProdDebugKotlin,Compiler IR translation,73.98,84.06,72,80,95,114,ms
:core:datastore:compileProdDebugKotlin,Total Gradle task time,1590.16,1743.6,1602,1696,1895,2147,ms
:core:datastore:compileProdDebugKotlin,Start gradle worker,16.59,74.65,1,3,61,336,ms
:core:datastore:compileProdDebugKotlin,Calculate output size,2.24,1.82,1,1,4,4,ms
:core:datastore:compileProdDebugKotlin,Load current classpath snapshot,6.04,6.8,6,6,10,12,ms
:core:datastore:compileProdDebugKotlin,Run compilation in Gradle worker,1383.32,1486.68,1394,1484,1720,1796,ms
:core:datastore:compileProdDebugKotlin,Clear jar cache,3.82,2.27,4,1,8,6,ms
:core:datastore:compileProdDebugKotlin,Compiler IR generation,257.2,269.02,252,263,363,365,ms
:core:datastore:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Number of lines analyzed,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Number of lines for code generation,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Compiler IR lowering line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Compiler IR generation line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Compiler IR translation line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:datastore:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Size of shrunk classpath snapshot,77.9,77.9,78,78,78,78,KB
:core:datastore:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:datastore:compileProdDebugKotlin,Analysis lines per second,687,662,668,641,903,882,
:core:datastore:compileProdDebugKotlin,Code generation lines per second,1078,984,1069,970,1478,1252,
:core:datastore:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Total size of the cache directory,531.6,531.6,532,532,532,532,KB
:core:datastore:compileProdDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:datastore:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.71,3.1,3,3,5,6,ms
:core:datastore:compileProdDebugKotlin,Write history file,2.5,5.0,3,6,3,6,ms
:core:datastore:compileProdDebugKotlin,Store build info,2.0,5.0,2,6,3,6,ms
:core:datastore:compileProdDebugKotlin,Clear output,2.5,3.0,3,3,4,4,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler code analysis,3059.98,3895.9,3065,3855,3334,4272,ms
:core:datastore-proto:compileDemoDebugKotlin,Update caches,15.88,17.52,15,17,20,25,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR lowering,276.82,295.12,272,281,369,388,ms
:core:datastore-proto:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,67.56,82.26,65,77,95,124,ms
:core:datastore-proto:compileDemoDebugKotlin,Spent time before task action,81.94,76.14,78,74,115,96,ms
:core:datastore-proto:compileDemoDebugKotlin,Connect to Kotlin daemon,30.98,21.1,25,21,72,31,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler initialization time,49.94,43.1,46,43,63,59,ms
:core:datastore-proto:compileDemoDebugKotlin,Task action before worker execution,28.64,29.9,26,27,44,39,ms
:core:datastore-proto:compileDemoDebugKotlin,Sources compilation round,4108.14,5122.18,4104,5094,4412,5428,ms
:core:datastore-proto:compileDemoDebugKotlin,Run compilation,4379.68,5436.52,4389,5393,4690,5745,ms
:core:datastore-proto:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,68.8,83.9,67,78,95,125,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler code generation,712.18,820.98,706,827,857,941,ms
:core:datastore-proto:compileDemoDebugKotlin,Incremental compilation in daemon,4336.34,5396.12,4327,5359,4639,5710,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR translation,277.02,351.12,274,349,370,438,ms
:core:datastore-proto:compileDemoDebugKotlin,Total Gradle task time,4634.1,5687.94,4641,5647,4945,6013,ms
:core:datastore-proto:compileDemoDebugKotlin,Start gradle worker,4.77,4.5,3,3,13,8,ms
:core:datastore-proto:compileDemoDebugKotlin,Calculate output size,2.64,3.66,1,3,6,7,ms
:core:datastore-proto:compileDemoDebugKotlin,Load current classpath snapshot,15.88,20.78,16,19,22,30,ms
:core:datastore-proto:compileDemoDebugKotlin,Run compilation in Gradle worker,4419.56,5466.66,4429,5417,4767,5778,ms
:core:datastore-proto:compileDemoDebugKotlin,Clear jar cache,2.65,2.44,2,1,5,5,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR generation,434.82,525.42,444,516,554,623,ms
:core:datastore-proto:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-proto:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,Number of lines analyzed,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Number of lines for code generation,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR lowering line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR generation line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR translation line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Size of classpath snapshot,1.9,1.9,2,2,2,2,MB
:core:datastore-proto:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,3,3,3,3,3,
:core:datastore-proto:compileDemoDebugKotlin,Size of shrunk classpath snapshot,3.2,3.2,3,3,3,3,KB
:core:datastore-proto:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,6,6,6,6,6,6,
:core:datastore-proto:compileDemoDebugKotlin,Analysis lines per second,276,217,275,219,301,239,
:core:datastore-proto:compileDemoDebugKotlin,Code generation lines per second,1209,1048,1194,1020,1508,1194,
:core:datastore-proto:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,Total size of the cache directory,585.2,585.2,585,585,585,585,KB
:core:datastore-proto:compileDemoDebugKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:datastore-proto:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.14,4.11,3,3,8,9,ms
:core:datastore-proto:compileDemoDebugKotlin,Write history file,3.5,5.0,4,5,6,5,ms
:core:datastore-proto:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:core:datastore-proto:compileDemoDebugKotlin,Clear output,1.0,3.0,1,3,1,3,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler code analysis,1056.84,1106.5,1050,1086,1435,1397,ms
:core:datastore-proto:compileProdDebugKotlin,Update caches,6.78,6.58,6,6,11,12,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR lowering,78.7,85.82,70,78,145,115,ms
:core:datastore-proto:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,21.02,32.4,21,21,32,43,ms
:core:datastore-proto:compileProdDebugKotlin,Spent time before task action,15.66,16.4,15,15,25,24,ms
:core:datastore-proto:compileProdDebugKotlin,Connect to Kotlin daemon,14.04,29.34,10,11,20,27,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler initialization time,15.88,26.1,17,20,25,32,ms
:core:datastore-proto:compileProdDebugKotlin,Task action before worker execution,18.9,20.04,17,20,25,29,ms
:core:datastore-proto:compileProdDebugKotlin,Sources compilation round,1355.82,1463.12,1307,1439,1688,1811,ms
:core:datastore-proto:compileProdDebugKotlin,Run compilation,1481.76,1635.9,1420,1607,1787,1962,ms
:core:datastore-proto:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,22.04,33.08,22,22,33,43,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler code generation,179.54,205.26,170,184,257,290,ms
:core:datastore-proto:compileProdDebugKotlin,Incremental compilation in daemon,1462.24,1611.9,1403,1580,1768,1940,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR translation,97.4,117.38,92,106,148,175,ms
:core:datastore-proto:compileProdDebugKotlin,Total Gradle task time,1658.94,1892.12,1631,1810,1971,2499,ms
:core:datastore-proto:compileProdDebugKotlin,Calculate output size,2.18,3.04,1,4,4,6,ms
:core:datastore-proto:compileProdDebugKotlin,Load current classpath snapshot,3.34,4.0,2,3,7,9,ms
:core:datastore-proto:compileProdDebugKotlin,Run compilation in Gradle worker,1500.22,1670.12,1436,1663,1801,1990,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR generation,100.36,118.86,95,109,145,168,ms
:core:datastore-proto:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-proto:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,Number of lines analyzed,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Number of lines for code generation,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Compiler IR lowering line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Compiler IR generation line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Compiler IR translation line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Size of classpath snapshot,1.9,1.9,2,2,2,2,MB
:core:datastore-proto:compileProdDebugKotlin,Size of shrunk classpath snapshot,3.2,3.2,3,3,3,3,KB
:core:datastore-proto:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,9,9,9,9,9,9,
:core:datastore-proto:compileProdDebugKotlin,Analysis lines per second,826,799,803,776,1013,1012,
:core:datastore-proto:compileProdDebugKotlin,Code generation lines per second,5203,4605,4958,4594,7249,6381,
:core:datastore-proto:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,Total size of the cache directory,585.2,585.2,585,585,585,585,KB
:core:datastore-proto:compileProdDebugKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:datastore-proto:compileProdDebugKotlin,Start gradle worker,22.7,14.63,3,4,35,9,ms
:core:datastore-proto:compileProdDebugKotlin,Clear jar cache,2.35,2.3,1,1,7,6,ms
:core:datastore-proto:compileProdDebugKotlin,Clear output,2.33,3.83,2,3,4,9,ms
:core:datastore-proto:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.8,4.25,3,4,6,6,ms
:core:datastore-proto:compileProdDebugKotlin,Write history file,3.0,4.0,3,4,3,4,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code analysis,186.38,199.52,189,196,226,257,ms
:core:datastore-test:compileDemoDebugKotlin,Update caches,2.1,3.83,2,4,4,10,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR lowering,58.84,54.84,48,53,71,77,ms
:core:datastore-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,27.98,31.48,26,26,42,39,ms
:core:datastore-test:compileDemoDebugKotlin,Spent time before task action,22.12,25.92,20,26,33,35,ms
:core:datastore-test:compileDemoDebugKotlin,Connect to Kotlin daemon,10.08,9.72,9,8,15,14,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler initialization time,34.0,35.06,33,35,55,54,ms
:core:datastore-test:compileDemoDebugKotlin,Task action before worker execution,24.44,25.94,22,23,36,41,ms
:core:datastore-test:compileDemoDebugKotlin,Sources compilation round,353.32,374.02,348,358,431,501,ms
:core:datastore-test:compileDemoDebugKotlin,Run compilation,460.22,497.34,450,481,586,640,ms
:core:datastore-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,29.16,32.76,28,27,43,40,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code generation,86.4,88.34,76,83,107,132,ms
:core:datastore-test:compileDemoDebugKotlin,Incremental compilation in daemon,441.34,474.68,433,463,563,618,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation,41.06,45.5,43,42,55,63,ms
:core:datastore-test:compileDemoDebugKotlin,Total Gradle task time,597.96,673.38,591,614,735,958,ms
:core:datastore-test:compileDemoDebugKotlin,Calculate output size,3.2,2.3,1,1,6,5,ms
:core:datastore-test:compileDemoDebugKotlin,Load current classpath snapshot,3.94,7.36,3,4,7,7,ms
:core:datastore-test:compileDemoDebugKotlin,Run compilation in Gradle worker,473.64,510.92,463,491,596,663,ms
:core:datastore-test:compileDemoDebugKotlin,Clear jar cache,1.5,3.16,1,1,3,6,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation,26.94,33.04,26,28,42,50,ms
:core:datastore-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,55,55,56,56,
:core:datastore-test:compileDemoDebugKotlin,Analysis lines per second,394,366,371,357,540,525,
:core:datastore-test:compileDemoDebugKotlin,Code generation lines per second,998,885,927,848,1455,1307,
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileDemoDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileDemoDebugKotlin,Start gradle worker,8.66,13.14,3,2,13,10,ms
:core:datastore-test:compileDemoDebugKotlin,Clear output,2.0,,2,,2,,ms
:core:datastore-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.33,2.5,2,3,4,3,ms
:core:datastore-test:compileDemoDebugKotlin,Write history file,3.0,,3,,3,,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code analysis,181.36,193.28,178,191,234,270,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering,43.8,46.7,43,48,63,71,ms
:core:datastore-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,26.58,26.26,26,19,37,36,ms
:core:datastore-test:compileProdDebugKotlin,Spent time before task action,21.62,20.92,21,21,31,31,ms
:core:datastore-test:compileProdDebugKotlin,Connect to Kotlin daemon,10.84,10.04,9,9,18,17,ms
:core:datastore-test:compileProdDebugKotlin,Compiler initialization time,32.3,33.14,32,33,52,54,ms
:core:datastore-test:compileProdDebugKotlin,Task action before worker execution,24.7,21.62,21,20,39,32,ms
:core:datastore-test:compileProdDebugKotlin,Sources compilation round,324.96,346.9,327,340,414,459,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation,441.56,454.46,432,442,529,594,ms
:core:datastore-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,28.06,27.66,27,20,40,39,ms
:core:datastore-test:compileProdDebugKotlin,Compiler code generation,66.9,73.08,64,72,94,107,ms
:core:datastore-test:compileProdDebugKotlin,Incremental compilation in daemon,420.52,430.78,410,425,486,563,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation,38.28,40.04,39,40,57,57,ms
:core:datastore-test:compileProdDebugKotlin,Total Gradle task time,573.32,589.1,553,571,707,754,ms
:core:datastore-test:compileProdDebugKotlin,Start gradle worker,4.41,8.52,2,2,12,10,ms
:core:datastore-test:compileProdDebugKotlin,Calculate output size,2.24,1.98,1,1,5,4,ms
:core:datastore-test:compileProdDebugKotlin,Load current classpath snapshot,2.76,8.1,2,2,6,7,ms
:core:datastore-test:compileProdDebugKotlin,Run compilation in Gradle worker,455.18,467.42,448,453,547,610,ms
:core:datastore-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,6.5,2.13,4,2,21,4,ms
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation,22.54,25.8,22,25,35,36,ms
:core:datastore-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Number of lines analyzed,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Compiler IR lowering line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Compiler IR translation line number,70,70,70,70,70,70,
:core:datastore-test:compileProdDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,18.2,18.2,18,18,18,18,KB
:core:datastore-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Analysis lines per second,405,395,393,366,530,628,
:core:datastore-test:compileProdDebugKotlin,Code generation lines per second,1194,1075,1093,972,1790,1738,
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Total size of the cache directory,445.2,445.2,445,445,445,445,KB
:core:datastore-test:compileProdDebugKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:datastore-test:compileProdDebugKotlin,Update caches,3.63,3.33,3,3,12,7,ms
:core:datastore-test:compileProdDebugKotlin,Clear output,2.0,5.0,2,5,2,5,ms
:core:datastore-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore-test:compileProdDebugKotlin,Clear jar cache,1.5,1.46,1,1,4,3,ms
:core:datastore-test:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:data-test:compileDemoDebugKotlin,Compiler code analysis,373.34,467.0,379,445,516,679,ms
:core:data-test:compileDemoDebugKotlin,Update caches,1.64,2.16,1,1,4,5,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering,76.02,105.86,78,98,108,161,ms
:core:data-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,31.0,36.42,30,32,39,51,ms
:core:data-test:compileDemoDebugKotlin,Spent time before task action,33.04,34.6,29,30,43,47,ms
:core:data-test:compileDemoDebugKotlin,Connect to Kotlin daemon,14.26,13.0,7,11,17,17,ms
:core:data-test:compileDemoDebugKotlin,Compiler initialization time,38.7,34.94,35,35,55,54,ms
:core:data-test:compileDemoDebugKotlin,Task action before worker execution,35.82,30.0,28,31,55,44,ms
:core:data-test:compileDemoDebugKotlin,Sources compilation round,627.14,785.62,640,761,769,996,ms
:core:data-test:compileDemoDebugKotlin,Run compilation,750.26,929.0,741,897,951,1181,ms
:core:data-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,33.14,39.2,34,35,45,54,ms
:core:data-test:compileDemoDebugKotlin,Compiler code generation,158.52,219.1,156,210,215,330,ms
:core:data-test:compileDemoDebugKotlin,Incremental compilation in daemon,721.36,901.94,717,878,902,1103,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR translation,49.7,56.56,48,52,63,91,ms
:core:data-test:compileDemoDebugKotlin,Total Gradle task time,1200.46,1118.5,1114,1093,1749,1392,ms
:core:data-test:compileDemoDebugKotlin,Calculate output size,2.14,2.16,1,1,4,5,ms
:core:data-test:compileDemoDebugKotlin,Load current classpath snapshot,7.9,9.6,6,7,10,11,ms
:core:data-test:compileDemoDebugKotlin,Run compilation in Gradle worker,768.54,945.5,751,917,989,1192,ms
:core:data-test:compileDemoDebugKotlin,Clear jar cache,5.73,1.41,2,1,19,3,ms
:core:data-test:compileDemoDebugKotlin,Compiler IR generation,82.02,112.72,83,103,113,163,ms
:core:data-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Compiler IR translation line number,405,405,405,405,405,405,
:core:data-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,7,7,7,7,
:core:data-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,54,52,52,59,59,
:core:data-test:compileDemoDebugKotlin,Analysis lines per second,1147,933,1070,910,1581,1240,
:core:data-test:compileDemoDebugKotlin,Code generation lines per second,2736,2051,2604,1934,3843,3127,
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileDemoDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileDemoDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileDemoDebugKotlin,Start gradle worker,217.5,10.46,253,2,484,20,ms
:core:data-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.21,3.53,3,3,7,8,ms
:core:data-test:compileDemoDebugKotlin,Clear output,26.67,2.5,2,3,77,3,ms
:core:data-test:compileDemoDebugKotlin,Store build info,3.0,2.5,3,3,3,3,ms
:core:data-test:compileDemoDebugKotlin,Write history file,3.0,,2,,5,,ms
:core:data-test:compileProdDebugKotlin,Compiler code analysis,379.54,464.38,372,431,501,676,ms
:core:data-test:compileProdDebugKotlin,Update caches,2.22,2.54,1,1,4,6,ms
:core:data-test:compileProdDebugKotlin,Compiler IR lowering,88.56,93.92,89,90,132,142,ms
:core:data-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,31.72,33.24,30,32,42,45,ms
:core:data-test:compileProdDebugKotlin,Spent time before task action,20.52,30.1,19,25,30,38,ms
:core:data-test:compileProdDebugKotlin,Connect to Kotlin daemon,9.52,13.0,9,10,15,18,ms
:core:data-test:compileProdDebugKotlin,Compiler initialization time,34.44,35.56,34,35,48,48,ms
